text,sentiment
"kesal banget nontonin cara pikir komunitas poligami ini ya ampun , perempuan-perempuan pun mau saja di-brainwash sama laki-laki yang cuma mikirin napsu , aduh .",negative
"demi allah ini sadis pak anies diginiin . pak anies itu pejabat negara dan tuan rumah jakarta , sadis biadab rezim sekarang . jangan pilih pdip dan partai pendukung penista agama .",negative
"selama persidangan tahu tidak ada tokoh termasuk beliau berusaha ungkap kasus setuntas nya , kalau baru sekarang , saya rasa lebih efektif dari demokrat , saya yakin dengan kemampuan beliau dapat berikan kontribusi memperkuat demokrat daripada martabat beliau terus diserang dari partai nya sda",positive
memang itu yang jadi gubernur jawa barat untuk apa saja periode ? malu - maluin saja . harus pak presiden yang turun tangan begitu . itu ciliwung apa kabar nya ? bagaimana lanjutan normalisasi sungai nya di zaman asu ?,negative
"sebut saja contoh nya irwan , karyawan cabang sorong . kerja tidak becus , pelayanan terhadap badan usah buruk , perilaku terhadap sesama karyawan kasar , serta memandang rendah pegawai tidak tetap di kantor tsb.",negative
"pantesan saja anis baswedan diganti , kerja nya tidak benar jadi menteri .",negative
"wahai jokowi , sampai kapan kamu berhenti membohongi rakyat lewat pencitraan mu yang sudah sangat membosankan ?",negative
"postingan ani yudhoyono jadi perhatian netizen , apa yang beda dari penampilan ibas ? tak ada yang aneh memang .",neutral
"makanan nya enak dan terkenal dari saya kecil dulu . tapi terakhir makan di sana , harga nya benar-benar tidak masuk akal untuk bakmi . pelayanan nya juga kurang ramah dan kurang sopan . padahal lokasi di perumahan tua dan kurang bersih . mengecewakan mahal sekali dibanding pesaing nya",negative
"dari bahan jeans pilihan dan di desain trendi untuk dipakai , hadirlah si strecth biru blitz .",neutral
terima kasih ya sudah sabar mendengar bacotan aku walaupun pada akhirnya kamu bosan dan menyerah,negative
agaricpro merupakan produk herbal madu terfermentasi yang multikompleks khasiat nya karena merupakan kombinasi dari berbagai tumbuhan herbal,neutral
"tasyakuran , anies baswedan : lampaui target pajak , pemprov dki jakarta boleh berbangga",neutral
"islam tidak siang , tidak malam , tidak pagi , tetap saja ribut banget teriak-teriak di mesjid sana . coba kalau kristen begitu pasti mereka tindas . dasar agama munafik tidak punya otak , toleransi nya entah ke mana . agama berisik dan buat huru hara .",negative
di tembak mati saja atau diberi hukuman mati . kita sekarang jadi sasaran mereka .,negative
"retoran sapu lidi di bandung utara persis nya di daerah kompleks perumahan , dan rumah makan ini dikelilingin sawah dan kolam . sambal nya enak .",positive
"jus tebu ini letak nya di bec . kita bisa lihat proses penggilingan tebu nya , jadi masih segar begitu tebu nya . rasanya enak dan segar karena dari tebu asli . untuk harga memang agak mahal sekitar 10 ribu an tapi setimpal dengan rasanya yang enak . saya sudah beberapa kali beli jus tebu ini dan rekomendasi kalau setelah cape jalan-jalan di bec .",positive
"ada beberapa menu yang unik tapi rasanya boleh dicoba seperti tumis keciwis , terong goreng yang rasanya seperti perkedel empuk dan gurih . untuk harga tidak terlalu mahal dengan rasa yang cukup enak ya . tips : untuk akhir pekan lebih baik melakukan reservasi karena penuh sekali .",positive
"variasi makanan di tempat ini bervariatif dan benar-benar cita rasa jawa barat , pengunjung dapat memilih lauk dan sayur yang diinginkan sendiri . lokasi nya mudah dijangkau namun lahan parkir nya kurang luas . nasi nya karena dimasak dalam jumlah banyak agak kurang matang .",neutral
"makana nya berbau makanan barat seperti steak , pasta , pizza namun ada beberapa menu indonesia seperti nasi bakar , nasi goreng , dan sebagainya nya . tempat nya nyaman , saya sudah 2x datang ke sini dan harga nya pun relatif tidak begitu mahal , sekitar 50 - 70 ribu rupiah .",positive
"opini : 3 hal yang mencemaskan demokrasi lokal , yang pertama disebut fatal",neutral
"berisik banget sih islam tolol ini , siang malam bahkan jam segini teriak-teriak dirumah setan . enggak capek apa kalian anjing , ganggu tidur orang saja .",negative
"cuma satu kata yang pasti , mari sama sama kita rapatkan barisan dan terus berusaha untuk segera mengganti pemerintahan agar rakyat bebas dari penderitaan panjang",negative
"kampoeng daun dengan nuansa khas pedesaan bandung bikin kita yang sedang makan semakin mantap menikmati hidangan , dengan makanan makanan tradisional khas sunda khusus nya . sangan enak dan nikamat",positive
jangan-jangan ada udang dibalik batu ini . tidak mungkin tiba-tiba partai ini mau mendukung jokowi .,negative
"permisi bu , apakah orang ini bisa saya ledakkan saja ? atau ditenggelamkan saja bu ?",negative
"hai kak angga , kami menggunakan jasa internal kami jika ingin melacak status pesanan kakak dapat dilihat pada hubungan - tan",neutral
"meskipun saya berasal dari pekanbaru tapi jika bicara tentang masakan padang tetap lebih enak di sana daripada masakan padang di jakarta . kebanyakan masakan padang di sini sudah dimodifikasi dengan lidah masyarakat di sini . jadi , meskipun di dekat kantor ada rumah makan padang yang rasanya lumayan , tetap tidak bisa puaskan rasa rindu dengan cita rasa asli padang kok agak berlebihan ya ? hehehe",negative
kami makan di sini untuk pertama kali dan kami memilih untuk duduk di lesehan . terus terang kami merasa sangat tidak nyaman karena ada kucing-kucing yang berkeliaran dan parah nya kucing tersebut bisa sampai meloncat naik ke atas meja ! pelayan nya sudah dikasih tahu tapi hanya mengusir sara biasa saja dan hal tersebut mengakibatkan kucing tersebut kembali lagi . !! seharusnya mereka menjaga dan membawa kucing itu .,negative
"minimal punten , saya mau beli tiket kami senen - yogyakarta pakai promo yang bulan mei .",neutral
jika kita biarkan manusia busuk ini hidup di negara kita . bisa-bisa negara kita benar-benar bubar .,negative
semoga bisa mendapatkan redmi 5a buat anak ku karena dia mau nya redmi 5a kebetulan kemarin waktu ada flash sale redmi 5a sudah masuk ke keranjang belanjaan tapi saat proses pembayarana gagal dan akhirnya tidak kebagian redmi 5a,neutral
jogja memang tolol dan miskin . kenapa tidak buka pom bensin shell . mau aja lo semua dimonopoli pertamina . bodo,negative
"mana kinerja nya yang paling buruk ? tni , polri , satpol pp , hansip atau satpam ?",negative
"jangan ajak aku ke kebun binatang lagi ya , aku bosan melihat kembaran kamu yang ada di sana",negative
"lokasi yang jauh dari pusat kota bandung membuat kita benar-benar berselonjor di kampung daun , apalagi perdu nya pepohonan membuat kita malas gerak __laugh__ . menu nya mengandal nya sajian kuliner tradisional khas sunda , namun __laugh__ harga nya perlu dikaji lagi . tapi terlepas dari itu , kampung daun cocok dijadikan tempat pertemuan , khusus nya urusan bisnis dan termasuk pula menjamu tamu dari jauh yang ingin mencicipi suasana yang nyunda .",positive
"mi senang nya enak , paikut nya biasa saja . pesan bubur tapi sudah kehabisan padahal baru jam 9:30 pagi . ruangan cukup pengap karena tidak semua ac dinyalakan . harga kategori medium , tidak murah dan tidak terlalu tinggi .",positive
"makan siang yang memuaskan . menu dengan buffet system , rasa enak dengan penyajian yang uni juga cara menikmati nya dengan makan langsung beralaskan daun pisang . sensasional . mencoba menu tutut yang dimasak kuning dan jengkol crispy , it s incredible but quite yummy . rekomendasi .",positive
"bukan pelaporan 13591191 , bukan tiket aduan 13591905 , mohon segera di selesaikan",neutral
revisi uu ormas akan dimasukkan sebagai prolegnas pada bulan sidang januari ini . kesepakatan nya begitu dengan baleg,neutral
setiap ke dago bandung rasanya belum lengkap bila belum mengunjungi tempat ini . suasa nya yang romantis dan makan nya yang enak membuat ingin datang kembali . lokasi yang berada di tebing dago membuat terlihat pemandangan kota bandung . pilihlah posisi duduk di luar yang menghadap pemandangan bandung . porsi makanan nya banyak dan rasanya enak sehingga tidak rugi walaupun harus membayar lebih . lokasi nya cukup mudah .,positive
"naik grab , abang nya cerita yang kemarin anak kena lemparan batu di jalan . juanda saat lebaran ternyata anak teman nya",neutral
"dek usil protes ceramah politik di masjid . ini ceramah politik di gereja , kok tidak diprotes ? agama mu apa , ulir ?",negative
minuman khas taipan yang sangat enak . menawarkan beragam rasa dan menu pilihan . harga nya juga cukup murah . desain cup nya juga unik . tempat di riau tapi tidak terlalu besar,positive
"hobi belanja online ? ke tokopedia yuk , cuma dengan rp . 5000 bisa nikmati potongan 25 % untuk pembelian pizza atau potongan rp . 30.000 untuk pembelian paket hemat penukaran terbatas hanya sampai dengan 7 jan 18",neutral
sekretaris majelis tinggi partai demokrat amir syamsuddin meminta agar pembangunan 34 pembangkit listrik,neutral
semua bajingan bule kristen kulit putih yang sekarang lagi di amerika itu semuanya illegal,negative
": dapatkan voucher pulsa rp 25.000 , - untuk dua orang yang beruntung setiap hari nya hanya dengan retweet bniquotes",neutral
"kita dapat mengajukan permohonan pengembalian dana di salah satu stasiun yang ditunjuk pt . kami , selambat-lambatnya 30 menit sebelum keberangkatan .",neutral
"yang makan ramai , antre , menu masakan , masakan standar seperti di rumah . rasa biasa saja . harga tidak sesuai kualitas rasa .",negative
"ayam goreng kecap yang manis , empuk , dan enak . berbeda dengan ayam dan cara masak ayam goreng lainnya , ayam djogja selalu jadi pilihan alternatif kalau saya dan istri ingin makan ayam enak yang tidak digoreng biasa . suasana tempat makan nya sendiri nyaman dan rasa ayam nya jelas perlu dicoba .",positive
terdapat belasan cabang olahraga yang dimenangkan oleh indonesia pada asean games 2018 .,neutral
orang tidak suka seafood itu keturunan orang miskin tidak terbiasa makan makanan mahal .,negative
"sengaja saya dan pasangan dan juga teman ingin eksplor tempat wisata di bandung dan juga tempat nongkrong yang lagi hits . akhirnya kami pun mampir di warkop modjok yang lokasi nya berada di jalan pinus raya . dibilang mojok , sebenarnya tempat ini tidak mogok juga sih . tapi memang berada di antara perumahan kompleks . warkop berkonsepkan ruangan yang asri , unik , dan juga interior yang indah .",positive
"batagor yang patut dicoba jika ke bandung ! menurut saya ini adalah batagor terenak yang pernah saya makan . sayang nya harga nya mahal , sekitar 12 ribu / pc dan 1 porsi berisi 3 pc , jadi hanya seperti makanan ringan saja bagi saya . di sini menyediakan yamin juga , bisa dipilih sesuai selera , bumbu manis atau asin . kedua nya enak . ada juga roti bakar dan kue cubit tapi saya tidak sempat mencoba .",positive
waria kampungan ini ya . memang dasar kampung . pulang sana kau . mungkin kau ternate bukan betawi .,negative
"biasanya sarapan indomie tapi hari ini gas sempat sarapan dikarenakan harus bangun lebih pagi buat nganter istri , lalu langsung kerja",neutral
"melihat itu kader demokrat ribut dengan pak hnw dari pks , hanya karena demiz tidak jadi dicalonkan , jijik baca nya",negative
buat para vegetarian cocok makan di sini . menu nya mendukung untuk para vegan . harga lumayan terjangkau .,positive
"sampai kapan pun saya tidak akan memilih orang pengecut seperti prabowo . menurut saya , dia tidak pantas memimpin negara .",negative
"inacor : anies baswedan harus gas pol jajaran zaman now , sapu bersih birokrat zaman old",neutral
pemandangan nya cakeepppp banget . apalagi pas berdiri di atas atap kaca beuuuuuh bikin panas dinginkan dengkul lemes . tapi berkesan banget .,positive
"tepat subuh hari ini kami ke warung ini jelas ingin mendapatkan dan mencoba serabi khas ini , dari awal pelayanan lumayan baik , tapi karena keadaan yang ramai sedikit sulit mendapatkan tempat , akhirnya tunggu tidak sampai 15 minimal kami mendapatkan tempat , tetapi ternyata setelah menunggu lama pesanan kami belum datang juga , kira satu jam an kami duduk di sana dengan keadaan asap rokok yang banyak .",negative
"jalan braga memang cocok untuk berkumpul sekalian kumpul-kumpul bersama teman-teman , jangan lupa mampir ke sini tempat nya lumayan nyaman , untuk hanya sekadar menikmati makan malam , tempat nya satu kawasan dengan braga city walk",positive
"entahlah , saya dulu sering mendengar pak dari demokrat dan drajad wibowo dari pan .",neutral
"perbedaan nya , wico dikelola cfu consumer sebagai wifi basic amp ; berlokasi di kantor telkom / public service , wico partnership berlokasi di venue yang dikelola oleh mitra dengan branding mengikuti ketentuan yang berlaku",neutral
"sebagai pengguna setia produk mereka , kecewa banget sama pelayanan pusat servis asus yang tidak jujur dan menyepelekan pendapat pelanggan .",negative
"susah ya sama orang primitif di tolikara papua yang bodoh , orang lagi salat id malah dibubarkan . si hitam yang tolol di tolikara",negative
"untuk layanan weekend banking yang berlokasi di bekasi , bapak ernest dapat datang ke kantor cab bank mandiri bekasi juanda .",neutral
bni bekerja sama dengan digination.id untuk mengadakan digitalk dengan tema umkm goes digital : using digital to transform your bus,neutral
"bukan hanya goblok . kalau goblok masih bisa di pinterkan , tapi sudah goblok sengkek nya seperti israel . tapi maklumlah , gaya kolonial .",negative
penerima wenny silfanus handphone 08569030856 isi paket sepatu almt tj duren timur no 109 prap manjur depan sampai 69 pengirim dari medan,neutral
": untuk mitigasi risiko likuiditas , kami sarankan dana yang diinvestasikan pada adalah dana idle selama periode investasi",neutral
pakek telkomsel pengin marah terus hanya berbagi capture kurang dari 100 kb muteer terus berujung gagal . tetapi kalau dipompakan bilang nya jaringan tidak bermasalah .,negative
"mantap maju dpr ri banda aceh - nama edi saputra , ketua dpc partai demokrat bireuen ,",neutral
"anjing ! bicara soal bhineka , soal toleransi , tapi waktu umat islam papua sedang salat ied dan diserang dua tahun lalu kalian diam . masih mau bilang kalian toleransi ! fuck toleran . kasih naik status sok toleran , sok benci radikalisme",negative
"bbc indonesia - pilkada 2018 : partai demokrat merasa dikriminalisasi , analis sebut partai bermanuver",neutral
johan budi gagal seleksi calon pimpinan kpk . karena tidak dipilih dalam voting di komisi tiga dpr . orang dpr seperti fadelie zona dan fauckri hamzah alergi jika ada orang baik di dpr,negative
"kafe di daerah dago pakar ini dapat dibilang menjual suasana , pemandangan kota bandung diwaktu malam / sore dari tinggian dago / ciburial yang sangat romantis serta sejuk dan segar nya udara bandung utara . menu makanan standar kafe makanan barat , indonesia , dan jepang porsi nya cukup besar . dibanding kafe sejenis di area ini , harga yang ditawarkan relatif lebih terjangkau .",positive
"paling suka makan di sini terutama di saat kantong kempes . __laugh__ . pilihan menu nya banyak : mi rebus , bakso , roti bakar , bajigur dan banyak lagi . saya paling suka makan roti bakar dan mi rebus dengan topping keju . guriih .",positive
"harga nya murah tapi makanan nya kurang terlalu memuaskan , pesan buritto nachos tapi rasanya tidak seperti yang dibayangkan . kecewa .",negative
di sini banyak pilihan makanan . mau lesehan atau tidak pun bisa milih . sambal bisa pilih sesuka hati nya dan ambil sebanyak-banyaknya . pelayanan memuaskan . bisa prasmanan ataupun pesan tergantung menu nya .,positive
pilkada wajo ; refleksi nilai-nilai demokrasi : oleh : a achmad fauzi rafsanjani,neutral
"tempat makan ini nengusung konsep kembali to alam , kita makan di saung . dan sepanjang jalan menuju saung kita akan disuguhi pemandangan indah . suasana makan cukup nyaman , pelayanan cepat . rasanya enggan pulang , harga relatif standart tidak mahal untuk sekelas itu . rasa makanan sebenarnya standart saja , yang pasti suasana yang mantap .",positive
"saya pertama kali makan malam di the 18th , dan saya langsung di tawarkan oleh mbak aisyah untuk romantis makan malam makan malam di the 18th . view nya bagus sekali . makana nya juga enak . pelayanan nya memuaskan , terima kasih banyak ke aisyah sudah banyak membantu saya untuk memberikan momen yang indah untuk pacar saya . dia sangat senang dan terharu dengan kejutan yang saya berikan .",positive
