text,sentiment
"kami mencari tempat es krim ini dengan penuh semangat , membayangkan sama persis dengan gelato yang di yogya , setelah ditemukan ternyata gelato nya berbeda . tidak sama dengan yang di yogya . cuma mirip : - apa entah pas giliran kami ke sana itu es belum jadi atau memang mesin nya sedang rusak acuh . atau memang seperti itu ? kalau iya . berarti mesin nya kurang bagus .",negative
minimal maaf saya semalam dapat order dari regensi ke rs multazam pembayaran pakai gopay tapi tidak masuk ke deposit tolong dibantu,neutral
suit suit adalah nama panggung william saat menyusup di noah s ark circus .,neutral
alasan kuat kapolresta bekasi ngotot tidak mau lepaskan laskar fpi yang sweeping dan persekusi,neutral
harkulnas gojek digelar serentak loor di 11 kota di indonesia melibatkan 70.000 mervhant outlet go-food dan rekan usaha go - pay,neutral
"nama nya juga alternatif , ibarat yu dulu , ditangkap , prd dituduh pki , nyawa terancam kemudian mnm ramuan pdip , kan berangsur sembuh . walau lom sembuh betul , coba yu dulu bertahan dengan ramuan prd , pasti dah mati .",negative
risma menjatuhkan pilihan nya pada gus ipul - puti di pilgub jatim 2018 ini .,neutral
"bima arya bukan nya bikin bogor lebih bagus malah sebaliknya , benci sama dia .",negative
"eksepsi ditolak , setya novanto akan jalani sidang e-ktp 2 kali sepekan senin - kamis",neutral
wakil gubernur dki jakarta sandiaga salahudin uno berharap agar penyerapan anggaran pendapatan dan belanja daerah apbd tahun 2018 lebih maksimal .,neutral
"ini adalah salah satu restoran chinese yang sudah ada sejak lama . masakan dari kepiting nya favorit juara . biasa saya pesan kepiting rebus , babat toge dan cah kangkung",positive
"hasil rapat pleno dpd-dpd ii , golkar sepakat usung kader internal , siapa mereka",neutral
"nyaman banget kalau lagi nongkrong kenyang di warung upnormal . mulai dari pilihan menu nya yang serius banget digarap , dari pelayan2 nya yang kece , sampai ke interior nya yang super . rekomendasi banget deh kalau mau mengerjakan tugas , arisan , ulang tahun , reunian di sini .",positive
"hai anjing-anjing kalau saja kalian jantan pergi yaman sono berjihad , jangan bikin kacau dalam negara sendiri , dasar kalian isis indonesia .",negative
hari ini aku lagi kesal marah ingin rasanya saya bakar saja ini kartu indosat,negative
"sore hari ini gubernur dki jakarta anies baswedan akan hadir di penutupan perdagangan bursa efek indonesia bei tahun 2017 , yang juga akan dihadiri oleh presiden joko widodo .",neutral
"tahun 2018 dan 2019 adalah merupakan tahun politik , kita sebagai zonpoliticon pintarlah dan bijak menggunakan hak politik nya dan belajarlah dari pengalaman .",neutral
"tiga aplikasi jagoan fpi pengganti whatsapp , facebook , dan google cek berita-berita menarik lainnya",neutral
djarot saiful hidayat akhirnya resmi diusung pdi perjuangan menjadi bakal calon gubernur sumut .,neutral
"saya bersama rekan kerja sengaja mencoba makan siang di sambal khas karmila cab . buah batu bandung , untuk tempat terbilang cozzy dan cukup nyaman jika di lantai atas , sedangkan lantai dasar saya rasa tidak lebih dari tempat makan makanan cepat saji yang cukup penuh dengan hiruk pikuk pelanggan . rasa ayam bakar di sini sangat saya rekomendasikan bersama sambal mangga . terkait harga terbilang relative .",positive
"bagi anda yang ingin menikmati iga dengan cara lain ? iga garang asam gigle box adalah cara yang tepat untuk anda nikmati . segar dengan kuah asam nya membuat perut lapar anda menjadi bahagia . hahahha . saya doyan banget , bahkan kebangetan suka nya daripada harus dibakar iga nya .",positive
"saya gunaka bb tipe 9210 , saya mendapat info sejak kemarin , dikenakan biaya gprs .",neutral
"saya kemarin memesan ayam panggang 2 porsi masing-masing 1 / 2 ekor , kangkung terasi , mineral water 3 , nasi 2 , dan udang bakar madu . ayam panggang nya kecil sekali . kangkung anyep . udang bakar hanya berisi 5 - 6 ekor yang ukuran nya tidak lebih dari jari saya dan ternyata harga nya 80 ribu an lebih . are kamu kidding me ? awal disuruh ngantri padahal dalem masih kosong .",negative
"sangat bagus pemandangan dari lantai 18 the trans luxury hotel , cocok untuk merayakan acara istimewa dengan orang-orang yang teristimewa . makanan yang disajikan pun sangat enak mulai dari appetizer , main course dan makanan penutup tidak ada yang mengecewakan . pelayanan yang ramah semakin membuat tempat ini menyenangkan . ada skywalk juga , buat saya yang takut ketinggian jadi pengalaman yang seru dan menengangkan ketika mencoba .",positive
harga > rasa > porsi . cukup ini yang menggambarkan . sebenarnya sih sudah tahu harga nya cuma syok saja melihat model nya . seperti kelamaan dikukus jadi basah2 lembek begitu . hmm . bingung menyarankan coba atau tidak . lebih baik enggak sih .,negative
"siapapun yang pakai baju papua , baju nya tetap cantik dan bernilai budaya , orang yang makan tetap saja begitu , yang cantik dan jelek tetap jelek",negative
: jangan lewatkan diskon langsung hingga rp 10 juta di senang jam gotf2018 !,neutral
"nasi goreng cukup enak , tetapi ada baiknya tidak terlalu basah berminyak . tenderloin , welldone tetapi saat dicocok garpu , masih ada rembesan darah . suasana cukup nyaman , toilet perlu perhatian kebersihan , tisue berserak dsb. parkir saat penuh , kurang pas penawaran balet nya , kalau pada akh ada overcharge dari tarif seharusnya .",negative
"tempat nya lumayan luas , tempat parkir agak sempit , pilihan menu lumayan banyak , kekurangan nya adalah pelayanan kurang memuaskan , apalagi kalau sedang penuh , bisa sampai satu jam menunggu masakan sampai dihidangkan di meja . cukup membuat kesal .",negative
"presiden jokowi : masyarakat semakin dewasa , dan pintar dalam pilih capres - cawapres",neutral
bubur ahong ini enak dimakan saat makan malam . banyak menu lainnya yang dapat dinikmati selain bubur . rumah makan ini ramai dikunjungi dan cukup luas . bubur nya juga enak .,positive
"akan diperiksa sebagai saksi kasus e-ktp dalam kapasitas sebagai mantan ketua badan anggaran dpr ri , olly dondokambey berjanji memenuhi panggilan kpk .",neutral
"the kiosk braga salah satu alternatif tempat makan siang bagi saya dan rekan kerja saya , sebelum direnovasi menjadi konsep the lost sensasi makan di dalam gua , the kiosk cukup rekomendasi , namun akhir akhir ini , pelayanan nya sangat buruk , sering lama , bahkan bisa hampir satu jam , pesan makanan jam 12.05 , datang nya 12.55 , untuk harga sih standarlah , tidak bisa dibilang murah juga karena .",negative
restoran yang tidak enak dan luar biasa mahal di terminal 1 c ini merusak gambar bandara soetta sebagai world class airport,negative
"secara makanan sangat simple . jualan indomie doang . dan roti bakar . tapi interior nya nyaman , ditambah banyak mainan-mainan untuk mengisi waktu santai . okelah .",positive
menu nya lumayan banyak pilihan dan pelayanan cepat . kebetulan juga dekat dengan hotel menginap semalam . jadi lebih mudah ke sana nya . kan hanya menyebrang saja sudah sampai . mantap,positive
makaroni di sini enak sekali . pizza nya juga enak dan kulit nya tipis sekali . harga nya mahal dan porsi nya kecil cukup untuk wanita .,positive
"anas tinggalkan gus ipul pdip sebut angin puting beliung yang terpa bupati banyuwangi , mundur dari pilgub jatim 2018 .",neutral
"ini merupakan resto legendaris di bandung dengan menu utama steak ala eropa . saya mengenal resto ini sejak zaman kuda dulu dan ketika menikmatiya pas libur lebaran tahun ini , rasanya masih tetap tidak berubah . dari luar terlihat seperti resto kecil namun setelah di dalam area nya cukup luas dengan taman hijau di tengah nya . juga terdapat kolam ikan kecil di sudut untuk anak-anak sekadar melihat ikan .",positive
"ini bukti nya bahwa islam setiap hari memburu kita , maka sejak saat ini , perlukah kita melindungi agama kita ?",negative
"karena tidak disertai nomor rekening , sumbangan dikirim via jne , tiki atau menggunakan kurir pengantaran yang lain .",neutral
saya pernah ditolak masukkan makanan ringan di sini . hanya makanan di sini enak kog . manager nya ramah . saya tidak sakit hati dan acara rijsttafel resto yang lewat tengah malam asik sekali . saya dukung terus ya .,positive
"menurut saksi , suspek adalah 2 orang lelaki yang menunggang motor yamaha lc .",neutral
"tempat ini sedikit berbeda dengan yang ada di bandung saat ini . di tempat ini pengunjung bisa menikmati alam , restoran , kedai makan , area bermain anak serta penginapan . dengan lokasi nya di atas gunung , tempat ini sangat menyegarkan dan pada malam hari tempat ini cukup dingin . untuk menuju tempat ini pengunjung nanti akan dimenyediakan kendaraan wara-wiri dari parkiran sampai ke lobby .",positive
id : saat nya membuat karya visual 360 derajat dengan samsung ! ikuti langkah mudah di video ini .,neutral
"maaf minimal saya tadi kasih angka nya kurang , ini resi yang benar 011770465655617 .",neutral
kalau ke bandung kalau sempat saya kadang mampir ke sini karena memang rasa batagor nya enak dan patut dipujikan . hanya sayang pas ke sini agak ramai suasana nya . saran saya kalau ke sini agak malam di atas jam 7 menghindari antre / lama nunggu nya,positive
"menurut sby , yang dipilih dari pilkada adalah sosok bukan partai politik .",neutral
salah satu sudut kota bandung terdapat beer house bernama q meal di daerah ciumbuleuit . tempat yang saya nyaman dan ramah apalagi di sini terdapat bar yang langsung menghadap ke open kitchen mereka . salah satu pemilik / chef nya sangat humble dan senang berbagi cerita . bahan makanan yang disiapkan pun termasuk yang terbaik dikelas nya . salah satu alasan saya suka dengan tempat ini adalah flavour beer . mantap .,positive
nasi goreng bistik adalah nasi goreng dengan bistik ayam di atas nya . ini adalah makanan kaki lima . setiap malam selalu penuh . hanya buka di malam hari . tidak cocok untuk anak . rasa juga biasa sih sebenarnya .,negative
tiu 125 tak 100 tkp 142 lolos enggak sih ? galau akut . butuh sandaran .,negative
"nkri bersyariah , fpi , revolusi akhlaq , suara keadilan , __laugh__ semua pada tersandung kasus , fpi , ulama nya tersandung obrolan mesum tidak berani pulang , nkri bersyariah , berarti tidak mengamalkan pancasila , sungguh miris ,",negative
"saya ke sini bersama beberapa teman untuk makan siang . akses jalan menuju lokasi kafe ini sangat sempit dan terjal , bahkan beberapa bagian rusak . sampai di sana cukup terhibur dengan pemandangan yang bagus dan beberapa art piece yang menarik , termasuk beberapa patung di bagian di luar . kami memesan beberapa menu makanan . setelah menunggu cukup lama , ketika makanan datang rasa dan tampilan nya mengecewakan . ternyata rasanya juga mengecewakan .",negative
"alhamdulillah , warga perbatasan bisa merasakan buah dari pembangunan . kita yang sudah lama menikmati mereka menunggu 72 tahun setelah merdeka dan sekarang 73 tahun merasakan nya . terima kasih pak jokowi , dari awal saya memang tidak pernah benci pak jokowi , justru saya salut sama beliau .",positive
"detik : hakim kabulkan permintaan novanto untuk cek kesehatan : permintaan setya novanto untuk mengecek kesehatan dikabulkan majelis hakim . selain itu , hakim juga mengabulkan permintaan novanto terkait izin besuk .",neutral
"08:30 : kedatangan presiden ri dan rombongan di gate 2 , terminal 3 disambut oleh menteri perhubungan , menteri bumn , gubernur banten , dirjen perkeretaapian kemhub , dirut ap2 , dirut pt kami , dan dirut railink",neutral
bukalapak apa lagi gangguan ya kadang transaksi tanpa pemberitahuan ke pihak pelapak sering mengcancel ordderan itukan bisa merugikan pihak pelapak,negative
"steak di sini enak dengan porsi yang cukup besar . japanese beef nya lembut dan juicy . tenderloin nya juga enak . baik yang welldone maupun medium rare . medium rare nya pas . matang dilapisan luar , bagian dalam nya juicy . saus nya boleh pilih , . biasanya saya pilih mushroom atau blackpepper . kedua nya mantap . kalau malam minggu lebih baik datang lebih cepat karena beberapa kali saya lihat mereka kehabisan . yang tersisa tinggal wagyu .",positive
"sehari jelang coblosan , anies menjamu sudirman said makan siang di warteg .",neutral
"jokowi adalah satu-satunya calon presiden yang belum jelas siapa orang tua nya . sungguh aneh ! untuk jabatan sepenting presiden , begitu banyak orang yang percaya kepada orang yang asal muasal nya serba belum jelas",negative
"beli cimory di indomaret , tidak tau nya sudah lewat masa kadaluarsa tiga hari , kacau !",negative
"area restoran ini lumayan luas dengan parkir yang cukup , pemandangan bagus , namun makanan yang disajikan tidak sebanding dengan harga . saya coba makan rawon , tapi lidah saya tidak merasakan sensasi rasa yang diharapkan .",negative
pdip mendeklarasikan cagub dan cawagub yang akan diusung nya untuk 4 provinsi .,neutral
"kami ke sini karena letak nya berdekatan dengan hotel harris ciumbuleuit tempat kami menginap . memang sejak awal menginap kami sudah mengincar akan ke tempat ini . suami saya penyuka kopi penasaran untuk mencoba kopi di sini . jack runner melakukan roasting kopi nya sendiri memasak kopi hingga siap digiling , wangi nya semerbak memenuhi kafe ini meski kami duduk di teras atas .",positive
"sebenarnya kubu jokowi tidak suka oposisi karena bawahan nya yang goblok . prabowo bagus , orang-orang di sekitar nya yang merusak citra beliau",negative
"terlalu beresiko , pdip usung ridwan kamil :/ bandung - ada gelagat pdi",neutral
"tempat makan sederhana dengan menu chinese makanan non halal , masih menggunakan arang dalam proses memasak nya sehingga memiliki aroma tersendiri . menu yang terkenal antara lain kwetiaw goreng special , usus goreng saus mentega , bistik sapi .",positive
paduan dessert waffle yang bersaus caramel dan pisang membuat lidah termanjakan ditambah kesegaran fruit punch serta suasana pvj yang sangat romantis,positive
"makanan beragam , harga makanan di food stall akan ditambahkan 10 % lagi di kasir , suasana ramai dan perlu perhatian untuk mendapatkan parkir dan tempat duduk .",positive
"fajar online - jelang pilgub , kapolres ku njungi kediaman ketua dpd ii golkar maros",neutral
saat ini kami sarankan kamu untuk melakukan penarikan kembali dana kamu dengan nomor rekening lain yang belum terdaftar di akun tokopedia kamu ya .,neutral
beli ski aqua spt 50 harga nya 50k menyesal . padahal di mal 47k .,negative
"ayo para muslim , viralkan dan blokir aplikasi biadab ini , jangan sampai anak cucu kita menjadi korban kebencian kaum kafir awal munafikun . sebarkan sebanyak-banyaknya !",negative
"hai kak , mohon maaf saat ini sedang dilakukan pemeliharaan sehingga registrasi , perpanjangan , cek kuota paket internet dan akses layanan miliar - banking untuk sementara belum dapat dilakukan .",neutral
"fraksi gerindra kalah di basis , sah : kita pertanyakan loyalitas nya terhadap prabowo",neutral
"sumpah kecewa , nasi uduk langganan saya kerupuk nya ganti jadi kerupuk pelangi . kecewa banget parah tidak bohong .",negative
"ada . menyesal dan rugi pakai smartfren . lambat banget , jangan pakai smartfren , tambah dosa nanti .",negative
"memberi cabai nya tidak pelit , masak nya cepat banget , rasanya enak , cuma kurang sayuran saja . tapi enak",positive
sby dan ketum golkar turut kirim karangan bunga selamat atas kemenangan khofifah .,neutral
"di restoran ini , saya dan keluarga makan malam yang terakhir di bandung . kami berjumlah 8 orang dan bila nya hanya sekitar 400 an , benar-benar murah meriah , sampai makan double-double lagi . makanan nya juga enak , suasana kafe menarik , pelayanan sangat bagus . saya masih teringat petunjuk toilet yang ada di restoran ini men to the pergi , karena momen are selalu ribut hahahaha . setimpal .",positive
kami sarankan untuk menggunakan perangkat lain dulu seperti browser desktop atau laptop untuk melakukan transaksi di tokopedia .,neutral
wah . ini bilang nya si mendukung jokowi . tapi malah nantinya menusuk jokowi dari belakang .,negative
"saya tidak pernah iri dengan kebahagiaan orang lain . karena bagi saya , saya bahagia ketika orang lain bahagia . termasuk jika jokowi menjadi presiden 2 periode untuk indonesia , saya pasti akan bahagia .",positive
"bingung mencari tempat makan malam untuk ulang tahun pernikahan yang ke-5 . akhirnya terpilihlah the 18 tahun , karena ada sky walaka nya . sampai lantai . 18 disambut hangat dan meja sudah siap , karena memang sudah reserved . pilih-pilih menu , terpilihlah seabass dan sop buntut . hmmm tidak berapa lama served , dan ternyata yummy , delicious . kami menikmati makan malam , dan selalu dibantu oleh mbak della .",positive
"kadang kemasan paket tidak sesuai harapan , kotor , dan rusak di jalan . mengecewakan tapi lihat dalam nya , isi nya sesuai dengan yang kita butuhkan .",negative
"boleh dikatakan pvj mal merupakan mal yang paling nge hits di bandung , khusus nya bagi anak muda . mau belanja , makan , menonton , hang out atau es skating juga bisa dilakukan di sini . yang menarik adalah tata letak nya yang ditata sedemikian rupa sehingga terkesan lega dan tidak tertutup rapat oleh tembok . apalagi terdapat center point di tengah mal yang sering di dekorasi dengan tema .",positive
jadi di sini yang harus nya di kembalikan itu uang sejumlah invoice pembelian kami,neutral
"saya melakukan 5 transaksi pada tanggal . 22 juni , smua nya decline nyata ter debit dari rekening hampir 7 juta , dari 5 transaksi baru 3 transaksi yang dikembalikan",neutral
omongan nya pak anies itu suka kebalikkan nya . kalau percaya terus menerus bisa gila .,negative
"bertemu parlemen vietnam , presiden bicarakan kerja sama people to people dan sister city",neutral
"suasana nya bagus alami seperti di desa banget pinggir hutan . kami coba nasi goreng kampung , ayam kahaseupan ayam asap , jamur bakar , sayur-sayuran . nasi goreng dengan ebi kering cukup enak . ayam nya bau asap cair banget jadi kurang disukai . jamur bakar oke . cah kangkung porsi nya agak sedikit . harga sedikit di atas rata-rata , misal ayam kahaseupan rp 95 ribu / ekor . anak-anak relatif kurang suka .",negative
buat apa memilih suhari pane . sudah miskin tapi sok mencalon jadi bupati .,negative
"paling suka sama bagian lemak nya karena lumer di mulut , cuma sayang daging nya agak alot ... bumbu nya khas di banding sate-sate pada umum nya",positive
"agak lama , dan rasa makanan standar masakan rumahan . tempat agak kecil tapi cukup nyaman , sayang nya kalau siang hari agak panas .",negative
menyesal pakai pasca bayar limit menelepon ternyata 100.000 dan sekarang tidak bisa menelepon sampai minggu depan . super konyol !,negative
"kenapa korupsi meraja lela ? koruptor bebas berkeliaran , karena kantor polisi hanya diisi para pecundang mata duitan banyak bacok yang hanya mau membela yang sanggup bayar . benar-benar malang indonesia .",negative
debat ideologi tak bisa dimulai dengan sikap fanatik . tak mungkin diselenggarakan di ruang feodal . dan tak layak diikuti golongan tempurung .,negative
dulu pas sekolah berhasil terbeli handphone lenovo dan sempat ganti handphone jadi xiaomi redmi 3 s juga .,neutral
kalau mau beli obat pergi saja ke kimia farma yang berada di ujung jalan itu,neutral
mohon konfirmasi untuk pengiriman ke alamat penerima akan dilakukan hari ini atau esok hari kak terima kasih,neutral
"tokoh-tokoh penggerak gerakan partai pki indonesia : sby , iwan skeneder , paul dundes woolvowiz , oliver north , calvin haris , agung sasongko , putra mas agung , agung priyambodo , eko pratomo curup jehan , dan si : kopral pki tri sutrisno c.s. .",neutral
"sok pencitraan sekali , basi sama gaya lu . lebih wibawa yang seragam coklat top deh buat pak anies .",negative
makanan tradisional yang selalu rasanya stabil iga garang asam nya dan java steak nya jangan lupa ya dicoba hidangan penutup semua kue enak lemper soes fla gulung . enak sekali tidak ada yang tidak enak kalau makanan di sini .,positive
"tidak mengerti nih kubu jokowi makin lama kok ideologi pikiran nya tidak sesuai ya ? dari membenci syariah kekhalifahan , mendukung budaya syirik , mendukung pembakaran bendera brkalimt tauhid , tidak jadi saya pilih jokowi , takut kena azab",negative
"ayo , minimal dengan media , kita berjuang bela muslim rohingya , saudara kita yang sedang mengalami penderitaan , pembantaian dari kelompok agama biadab yang sangat intolerant !",negative
"lumayan . suasana nya nyunda banget , pakai piring dan gelas seng , juga terdapat makanan pelengkap lainnya seperti kue balok , arumanis , es goyobod , karedok , bandros , dan lain-lain . pas deh dengan kantong mahasiswa .",positive
"makanan nya enak , pilihan banyak . menu buat anak-anak juga ada . jajanan tradisionlal nya juga lezat . bagus makanan",positive
yuk ikutan akhir pekan quiz dan menangkan pulsa nya ! jangan lupa mengikuti dan dulu ya,neutral
"poko nya tetap cinta produk bandung daripada produk cina , kualitas nya oke banget !",positive
juhi . sudirman sait bisa kelaut nih . bisa kontak pa nih grinningsquintingface grinningsquintingface,neutral
"indihome kalau mahal tetapi bagus sih oke , lah ini . aduh sudah mahal . kusut",negative
"cepat respon , pengiriman super kecepatan . barang sesuai deskripsi . terima kasih doki toko",positive
orang bekasi tidak ada orang perantauan paling juga pada mampus . banyak kontrakan kayak kuburan . banyak warung nasi tidak laku . memang bisa apa orang bekasi sekolah saja tidak pada tamat sampai .,negative
maklum pak . sebelah pola fikir nya sempit . yang ada di otak nya cuma tempe,negative
"pantai parangtritis yogya mengecewakan , kotor dan tidak seindah kata orang - ? -",negative
"pertama kali mencoba ke richeese factory minggu , 22 maret 2015 . sekalian jalan pulang , saya dan pasangan mampir untuk makan siang . pesan menu 4 bulgogi spicy wings level 1 , 1 chicken spicy level 3 , 1 stroberi kue in a cup . rasa ayam nya enak ditambah dengan kelezatan saus keju nya yang pas , minuman nya saya tidak tahu nama nya apa yang pasti ada rasa stroberi .",positive
waduh kok begitu provider sebelah saja cuma diminta biaya materai . sekelas maksa harus beli paket untuk ganti kartu ? apa sekarang cari untung nya dengan cara begitu ? bukan soal uang nya hanya cara nya yang saya tidak suka !,negative
betapa bahagia nya diri ini saat unboxing paket dan barang nya bagus ! menetapkan beli lagi !,positive
menyongsong pilkada jatim 2018 demokrat optimis fatayat dan muslimat nu all out dukung khofifah - emil,neutral
tidak rekomendasi kalau buat anak-anak kayak nya mbak . becandaan dan obrolan nya ada yang dewasa . dari lsi juga keterangan nya untuk di atas 17 tahun,negative
presiden yamaha motor corporation yoshihiro hidaka mengajak untuk berbagi harapan kamu buat yamaha,neutral
"pemandangan yang ditawarkan cukup bagus , staff nya ramah . sayang , menu nya tidak lengkap dan rasanya biasa saja , rasa tidak sesuai harga . terlalu mahal .",negative
"lokasi rm ponyo sangat strategis di tempat ramai , hanya disayangkan bangunan nya tidak terawat , lantai 2 nya banyak debu . makanan yang disajikan standar masakan sunda , hanya dengan harga yang lebih mahal dari resto sunda sejenis , sambal nya juga biasa , cenderung tidak pedas seperti sambal sunda kebanyakan .",negative
dapatkan diskon 15 % setiap senin - jumat di pizza hut dengan kartu kredit bni .,neutral
"para bakal cabup / wacabup yang se papua yang menerima rekam dari pks , nampak xilem wandik kader pdip , jhon banua dan ham pagawak demokrat",neutral
"cashback jadi percuma kalau dikasih bates waktu pemakaian minimal , alhasil cashback saya hilang begitu saja .",negative
"tolong ya minimal , demi kemudahan nasabah agar di dalam stasiun tigaraksa diberikan mesin atm beserta iklan bank bni",neutral
"waktu itu ke sini pesan nasi goreng dan kentang goreng , nasi goreng nya semua suka . kentang goreng nya enak banget , dan presentasi nya bagus . keluarga bilang kopi nya enak . hal yang sangat baik di sini adalah tempat nya luas dan yang di luar bisa lihat pemandangan dusun bambu , tapi pelayanan nya tidak cepat sehingga saya harus bertanya beberapa kali tentang pesanan saya . harga nya cukup mahal , namun karena makanan nya enak semua jadi terbayarkan . tidak perlu pikir dua kali jika mau ke tempat ini lagi .",positive
"batagor kingsley sangat lezat dan disukai oleh keluarga dan warga jakarta . setiap kali pergi ke bandung , keluarga dan teman-teman selalu minta dibelikan batagor kingsley .",positive
pak anies tidak dicegat tidak boleh sedangkan ahok dulu nya dikasih masuk ? apakah kalian membiarkan hal itu terjadi begitu saja ?,negative
