text,sentiment,cleaning,casefolding,tokenizing,normalisasi,stopword,steeming,cleaned
"inacor : anies baswedan harus gas pol jajaran zaman now , sapu bersih birokrat zaman old",neutral,inacor anies baswedan harus gas pol jajaran zaman now sapu bersih birokrat zaman old,inacor anies baswedan harus gas pol jajaran zaman now sapu bersih birokrat zaman old,"['inacor', 'anies', 'baswedan', 'harus', 'gas', 'pol', 'jajaran', 'zaman', 'now', 'sapu', 'bersih', 'birokrat', 'zaman', 'old']","['inacor', 'anies', 'baswedan', 'harus', 'gas', 'pol', 'jajaran', 'zaman', 'now', 'sapu', 'bersih', 'birokrat', 'zaman', 'old']","['inacor', 'anies', 'baswedan', 'gas', 'pol', 'jajaran', 'zaman', 'now', 'sapu', 'bersih', 'birokrat', 'zaman', 'old']","['inacor', 'anies', 'baswedan', 'gas', 'pol', 'jajar', 'zaman', 'now', 'sapu', 'bersih', 'birokrat', 'zaman', 'old']",inacor anies baswedan gas pol jajar zaman now sapu bersih birokrat zaman old
jogja memang tolol dan miskin . kenapa tidak buka pom bensin shell . mau aja lo semua dimonopoli pertamina . bodo,negative,jogja memang tolol dan miskin kenapa tidak buka pom bensin shell mau aja lo semua dimonopoli pertamina bodo,jogja memang tolol dan miskin kenapa tidak buka pom bensin shell mau aja lo semua dimonopoli pertamina bodo,"['jogja', 'memang', 'tolol', 'dan', 'miskin', 'kenapa', 'tidak', 'buka', 'pom', 'bensin', 'shell', 'mau', 'aja', 'lo', 'semua', 'dimonopoli', 'pertamina', 'bodo']","['jogja', 'memang', 'tolol', 'dan', 'miskin', 'kenapa', 'tidak', 'buka', 'pom', 'bensin', 'shell', 'mau', 'saja', 'lo', 'semua', 'dimonopoli', 'pertamina', 'bodo']","['jogja', 'tolol', 'miskin', 'buka', 'pom', 'bensin', 'shell', 'lo', 'dimonopoli', 'pertamina', 'bodo']","['jogja', 'tolol', 'miskin', 'buka', 'pom', 'bensin', 'shell', 'lo', 'monopoli', 'pertamina', 'bodo']",jogja tolol miskin buka pom bensin shell lo monopoli pertamina bodo
mantan ketua dpr setya novanto jalani sidang dengan agenda mendengarkan jawaban jaksa atas eksepsi .,neutral,mantan ketua dpr setya novanto jalani sidang dengan agenda mendengarkan jawaban jaksa atas eksepsi ,mantan ketua dpr setya novanto jalani sidang dengan agenda mendengarkan jawaban jaksa atas eksepsi ,"['mantan', 'ketua', 'dpr', 'setya', 'novanto', 'jalani', 'sidang', 'dengan', 'agenda', 'mendengarkan', 'jawaban', 'jaksa', 'atas', 'eksepsi']","['mantan', 'ketua', 'dpr', 'setya', 'novanto', 'jalani', 'sidang', 'dengan', 'agenda', 'mendengarkan', 'jawaban', 'jaksa', 'atas', 'eksepsi']","['mantan', 'ketua', 'dpr', 'setya', 'novanto', 'jalani', 'sidang', 'agenda', 'mendengarkan', 'jaksa', 'eksepsi']","['mantan', 'ketua', 'dpr', 'setya', 'novanto', 'jalan', 'sidang', 'agenda', 'dengar', 'jaksa', 'eksepsi']",mantan ketua dpr setya novanto jalan sidang agenda dengar jaksa eksepsi
"bukankah mereka terpecah dengan sendiri nya karena ada orang-orang seperti amien rais , sebetulnya yang memecah umat itu ya si amien itu sendiri . lihat kelakuan dan perkata nya .",negative,bukankah mereka terpecah dengan sendiri nya karena ada orang orang seperti amien rais sebetulnya yang memecah umat itu ya si amien itu sendiri lihat kelakuan dan perkata nya ,bukankah mereka terpecah dengan sendiri nya karena ada orang orang seperti amien rais sebetulnya yang memecah umat itu ya si amien itu sendiri lihat kelakuan dan perkata nya ,"['bukankah', 'mereka', 'terpecah', 'dengan', 'sendiri', 'nya', 'karena', 'ada', 'orang', 'orang', 'seperti', 'amien', 'rais', 'sebetulnya', 'yang', 'memecah', 'umat', 'itu', 'ya', 'si', 'amien', 'itu', 'sendiri', 'lihat', 'kelakuan', 'dan', 'perkata', 'nya']","['bukankah', 'mereka', 'terpecah', 'dengan', 'sendiri', 'nya', 'karena', 'ada', 'orang', 'orang', 'seperti', 'amien', 'rais', 'sebetulnya', 'yang', 'memecah', 'umat', 'itu', 'ya', 'sih', 'amien', 'itu', 'sendiri', 'lihat', 'kelakuan', 'dan', 'perkata', 'nya']","['terpecah', 'nya', 'orang', 'orang', 'amien', 'rais', 'memecah', 'umat', 'ya', 'sih', 'amien', 'lihat', 'kelakuan', 'perkata', 'nya']","['pecah', 'nya', 'orang', 'orang', 'amien', 'rais', 'pecah', 'umat', 'ya', 'sih', 'amien', 'lihat', 'laku', 'kata', 'nya']",pecah nya orang orang amien rais pecah umat ya sih amien lihat laku kata nya
"restoran ini selalu top . suasana nya nyaman banget buat ngobrol dengan teman , saudara atau pasangan . makanan nya juga enak . walaupun saya biasanya tidak makan berat . soal nya paling suka ke sini sore menjelang malam",positive,restoran ini selalu top suasana nya nyaman banget buat ngobrol dengan teman saudara atau pasangan makanan nya juga enak walaupun saya biasanya tidak makan berat soal nya paling suka ke sini sore menjelang malam,restoran ini selalu top suasana nya nyaman banget buat ngobrol dengan teman saudara atau pasangan makanan nya juga enak walaupun saya biasanya tidak makan berat soal nya paling suka ke sini sore menjelang malam,"['restoran', 'ini', 'selalu', 'top', 'suasana', 'nya', 'nyaman', 'banget', 'buat', 'ngobrol', 'dengan', 'teman', 'saudara', 'atau', 'pasangan', 'makanan', 'nya', 'juga', 'enak', 'walaupun', 'saya', 'biasanya', 'tidak', 'makan', 'berat', 'soal', 'nya', 'paling', 'suka', 'ke', 'sini', 'sore', 'menjelang', 'malam']","['restoran', 'ini', 'selalu', 'top', 'suasana', 'nya', 'nyaman', 'banget', 'buat', 'mengobrol', 'dengan', 'teman', 'saudara', 'atau', 'pasangan', 'makanan', 'nya', 'juga', 'enak', 'walaupun', 'saya', 'biasanya', 'tidak', 'makan', 'berat', 'soal', 'nya', 'paling', 'suka', 'ke', 'sini', 'sore', 'menjelang', 'malam']","['restoran', 'top', 'suasana', 'nya', 'nyaman', 'banget', 'mengobrol', 'teman', 'saudara', 'pasangan', 'makanan', 'nya', 'enak', 'makan', 'berat', 'nya', 'suka', 'sore', 'menjelang', 'malam']","['restoran', 'top', 'suasana', 'nya', 'nyaman', 'banget', 'obrol', 'teman', 'saudara', 'pasang', 'makan', 'nya', 'enak', 'makan', 'berat', 'nya', 'suka', 'sore', 'jelang', 'malam']",restoran top suasana nya nyaman banget obrol teman saudara pasang makan nya enak makan berat nya suka sore jelang malam
wirid kok kesetanan . dasar manusia bodoh mendalami agama pakai ajaran sesat menyesatkan .,negative,wirid kok kesetanan dasar manusia bodoh mendalami agama pakai ajaran sesat menyesatkan ,wirid kok kesetanan dasar manusia bodoh mendalami agama pakai ajaran sesat menyesatkan ,"['wirid', 'kok', 'kesetanan', 'dasar', 'manusia', 'bodoh', 'mendalami', 'agama', 'pakai', 'ajaran', 'sesat', 'menyesatkan']","['wirid', 'kok', 'kesetanan', 'dasar', 'manusia', 'bodoh', 'mendalami', 'agama', 'pakai', 'ajaran', 'sesat', 'menyesatkan']","['wirid', 'kesetanan', 'dasar', 'manusia', 'bodoh', 'mendalami', 'agama', 'pakai', 'ajaran', 'sesat', 'menyesatkan']","['wirid', 'setan', 'dasar', 'manusia', 'bodoh', 'dalam', 'agama', 'pakai', 'ajar', 'sesat', 'sesat']",wirid setan dasar manusia bodoh dalam agama pakai ajar sesat sesat
penjual lambat menanggapi . ada kendala lama diurus . sampai sekarang barang masih aman,negative,penjual lambat menanggapi ada kendala lama diurus sampai sekarang barang masih aman,penjual lambat menanggapi ada kendala lama diurus sampai sekarang barang masih aman,"['penjual', 'lambat', 'menanggapi', 'ada', 'kendala', 'lama', 'diurus', 'sampai', 'sekarang', 'barang', 'masih', 'aman']","['penjual', 'lambat', 'menanggapi', 'ada', 'kendala', 'lama', 'diurus', 'sampai', 'sekarang', 'barang', 'masih', 'aman']","['penjual', 'lambat', 'menanggapi', 'kendala', 'diurus', 'barang', 'aman']","['jual', 'lambat', 'tanggap', 'kendala', 'urus', 'barang', 'aman']",jual lambat tanggap kendala urus barang aman
"sore hari ini gubernur dki jakarta anies baswedan akan hadir di penutupan perdagangan bursa efek indonesia bei tahun 2017 , yang juga akan dihadiri oleh presiden joko widodo .",neutral,sore hari ini gubernur dki jakarta anies baswedan akan hadir di penutupan perdagangan bursa efek indonesia bei tahun yang juga akan dihadiri oleh presiden joko widodo ,sore hari ini gubernur dki jakarta anies baswedan akan hadir di penutupan perdagangan bursa efek indonesia bei tahun yang juga akan dihadiri oleh presiden joko widodo ,"['sore', 'hari', 'ini', 'gubernur', 'dki', 'jakarta', 'anies', 'baswedan', 'akan', 'hadir', 'di', 'penutupan', 'perdagangan', 'bursa', 'efek', 'indonesia', 'bei', 'tahun', 'yang', 'juga', 'akan', 'dihadiri', 'oleh', 'presiden', 'joko', 'widodo']","['sore', 'hari', 'ini', 'gubernur', 'dki', 'jakarta', 'anies', 'baswedan', 'akan', 'hadir', 'di', 'penutupan', 'perdagangan', 'bursa', 'efek', 'indonesia', 'bei', 'tahun', 'yang', 'juga', 'akan', 'dihadiri', 'oleh', 'presiden', 'joko', 'widodo']","['sore', 'gubernur', 'dki', 'jakarta', 'anies', 'baswedan', 'hadir', 'penutupan', 'perdagangan', 'bursa', 'efek', 'indonesia', 'bei', 'dihadiri', 'presiden', 'joko', 'widodo']","['sore', 'gubernur', 'dki', 'jakarta', 'anies', 'baswedan', 'hadir', 'tutup', 'dagang', 'bursa', 'efek', 'indonesia', 'bei', 'hadir', 'presiden', 'joko', 'widodo']",sore gubernur dki jakarta anies baswedan hadir tutup dagang bursa efek indonesia bei hadir presiden joko widodo
"saya tidak bisa akses atau lihat transaksi yang masuk di akun tokopedia saya , tapi kalau dari akun lain yang terkoneksi , bisa .",neutral,saya tidak bisa akses atau lihat transaksi yang masuk di akun tokopedia saya tapi kalau dari akun lain yang terkoneksi bisa ,saya tidak bisa akses atau lihat transaksi yang masuk di akun tokopedia saya tapi kalau dari akun lain yang terkoneksi bisa ,"['saya', 'tidak', 'bisa', 'akses', 'atau', 'lihat', 'transaksi', 'yang', 'masuk', 'di', 'akun', 'tokopedia', 'saya', 'tapi', 'kalau', 'dari', 'akun', 'lain', 'yang', 'terkoneksi', 'bisa']","['saya', 'tidak', 'bisa', 'akses', 'atau', 'lihat', 'transaksi', 'yang', 'masuk', 'di', 'akun', 'tokopedia', 'saya', 'tapi', 'kalau', 'dari', 'akun', 'lain', 'yang', 'terkoneksi', 'bisa']","['akses', 'lihat', 'transaksi', 'masuk', 'akun', 'tokopedia', 'akun', 'terkoneksi']","['akses', 'lihat', 'transaksi', 'masuk', 'akun', 'tokopedia', 'akun', 'koneksi']",akses lihat transaksi masuk akun tokopedia akun koneksi
bagi penulis-penulis gpu yang berminat ikut serta dalam gerakan 4b bersama redaksi gpu pada tanggal 25 maret 2018 .,neutral,bagi penulis penulis gpu yang berminat ikut serta dalam gerakan b bersama redaksi gpu pada tanggal maret ,bagi penulis penulis gpu yang berminat ikut serta dalam gerakan b bersama redaksi gpu pada tanggal maret ,"['bagi', 'penulis', 'penulis', 'gpu', 'yang', 'berminat', 'ikut', 'serta', 'dalam', 'gerakan', 'b', 'bersama', 'redaksi', 'gpu', 'pada', 'tanggal', 'maret']","['bagi', 'penulis', 'penulis', 'gpu', 'yang', 'berminat', 'ikut', 'serta', 'dalam', 'gerakan', 'b', 'bersama', 'redaksi', 'gpu', 'pada', 'tanggal', 'maret']","['penulis', 'penulis', 'gpu', 'berminat', 'gerakan', 'b', 'redaksi', 'gpu', 'tanggal', 'maret']","['tulis', 'tulis', 'gpu', 'minat', 'gera', 'b', 'redaksi', 'gpu', 'tanggal', 'maret']",tulis tulis gpu minat gera b redaksi gpu tanggal maret
dpp pusat demokrat pusat menyatakan dengan resmi mendukung kembali lukmen jilid ii menjadi pasangan gubernur pro . papua masa bhakti 2018 - 2023,neutral,dpp pusat demokrat pusat menyatakan dengan resmi mendukung kembali lukmen jilid ii menjadi pasangan gubernur pro papua masa bhakti ,dpp pusat demokrat pusat menyatakan dengan resmi mendukung kembali lukmen jilid ii menjadi pasangan gubernur pro papua masa bhakti ,"['dpp', 'pusat', 'demokrat', 'pusat', 'menyatakan', 'dengan', 'resmi', 'mendukung', 'kembali', 'lukmen', 'jilid', 'ii', 'menjadi', 'pasangan', 'gubernur', 'pro', 'papua', 'masa', 'bhakti']","['dpp', 'pusat', 'demokrat', 'pusat', 'menyatakan', 'dengan', 'resmi', 'mendukung', 'kembali', 'lukmen', 'jilid', 'ii', 'menjadi', 'pasangan', 'gubernur', 'pro', 'papua', 'masa', 'bhakti']","['dpp', 'pusat', 'demokrat', 'pusat', 'resmi', 'mendukung', 'lukmen', 'jilid', 'ii', 'pasangan', 'gubernur', 'pro', 'papua', 'bhakti']","['dpp', 'pusat', 'demokrat', 'pusat', 'resmi', 'dukung', 'lukmen', 'jilid', 'ii', 'pasang', 'gubernur', 'pro', 'papua', 'bhakti']",dpp pusat demokrat pusat resmi dukung lukmen jilid ii pasang gubernur pro papua bhakti
mobil terpopuler di uni emirat arab adalah toyota kijang innova yang sepenuh nya diproduksi di indonesia .,neutral,mobil terpopuler di uni emirat arab adalah toyota kijang innova yang sepenuh nya diproduksi di indonesia ,mobil terpopuler di uni emirat arab adalah toyota kijang innova yang sepenuh nya diproduksi di indonesia ,"['mobil', 'terpopuler', 'di', 'uni', 'emirat', 'arab', 'adalah', 'toyota', 'kijang', 'innova', 'yang', 'sepenuh', 'nya', 'diproduksi', 'di', 'indonesia']","['mobil', 'terpopuler', 'di', 'uni', 'emirat', 'arab', 'adalah', 'toyota', 'kijang', 'innova', 'yang', 'sepenuh', 'nya', 'diproduksi', 'di', 'indonesia']","['mobil', 'terpopuler', 'uni', 'emirat', 'arab', 'toyota', 'kijang', 'innova', 'sepenuh', 'nya', 'diproduksi', 'indonesia']","['mobil', 'populer', 'uni', 'emirat', 'arab', 'toyota', 'kijang', 'innova', 'sepenuh', 'nya', 'produksi', 'indonesia']",mobil populer uni emirat arab toyota kijang innova sepenuh nya produksi indonesia
air minum saja harus bayar . padahal kita sudah kepedasan . restoran mahal saja enggak kayak gitu .,negative,air minum saja harus bayar padahal kita sudah kepedasan restoran mahal saja enggak kayak gitu ,air minum saja harus bayar padahal kita sudah kepedasan restoran mahal saja enggak kayak gitu ,"['air', 'minum', 'saja', 'harus', 'bayar', 'padahal', 'kita', 'sudah', 'kepedasan', 'restoran', 'mahal', 'saja', 'enggak', 'kayak', 'gitu']","['air', 'minum', 'saja', 'harus', 'bayar', 'padahal', 'kita', 'sudah', 'kepedasan', 'restoran', 'mahal', 'saja', 'enggak', 'kayak', 'begitu']","['air', 'minum', 'bayar', 'kepedasan', 'restoran', 'mahal', 'kayak']","['air', 'minum', 'bayar', 'pedas', 'restoran', 'mahal', 'kayak']",air minum bayar pedas restoran mahal kayak
: sekarang kamu bisa menonton apa saja di genflix selama 24 jam .,neutral, sekarang kamu bisa menonton apa saja di genflix selama jam , sekarang kamu bisa menonton apa saja di genflix selama jam ,"['sekarang', 'kamu', 'bisa', 'menonton', 'apa', 'saja', 'di', 'genflix', 'selama', 'jam']","['sekarang', 'kamu', 'bisa', 'menonton', 'apa', 'saja', 'di', 'genflix', 'selama', 'jam']","['menonton', 'genflix', 'jam']","['tonton', 'genflix', 'jam']",tonton genflix jam
"setelah zikir dan tausiah , demokrat aceh lounching pendaftaran balon legislatif 2019 via",neutral,setelah zikir dan tausiah demokrat aceh lounching pendaftaran balon legislatif via,setelah zikir dan tausiah demokrat aceh lounching pendaftaran balon legislatif via,"['setelah', 'zikir', 'dan', 'tausiah', 'demokrat', 'aceh', 'lounching', 'pendaftaran', 'balon', 'legislatif', 'via']","['setelah', 'zikir', 'dan', 'tausiah', 'demokrat', 'aceh', 'lounching', 'pendaftaran', 'balon', 'legislatif', 'via']","['zikir', 'tausiah', 'demokrat', 'aceh', 'lounching', 'pendaftaran', 'balon', 'legislatif', 'via']","['zikir', 'tausiah', 'demokrat', 'aceh', 'lounching', 'daftar', 'balon', 'legislatif', 'via']",zikir tausiah demokrat aceh lounching daftar balon legislatif via
"opini : 3 hal yang mencemaskan demokrasi lokal , yang pertama disebut fatal",neutral,opini hal yang mencemaskan demokrasi lokal yang pertama disebut fatal,opini hal yang mencemaskan demokrasi lokal yang pertama disebut fatal,"['opini', 'hal', 'yang', 'mencemaskan', 'demokrasi', 'lokal', 'yang', 'pertama', 'disebut', 'fatal']","['opini', 'hal', 'yang', 'mencemaskan', 'demokrasi', 'lokal', 'yang', 'pertama', 'disebut', 'fatal']","['opini', 'mencemaskan', 'demokrasi', 'lokal', 'fatal']","['opini', 'cemas', 'demokrasi', 'lokal', 'fatal']",opini cemas demokrasi lokal fatal
"kebetulan saat menginap di sini kami kedatangan tamu . malas keluar lagi , akir nya ke resto sini masih buka sampai jam 10 malam dan pesan kopi nya pun enak",positive,kebetulan saat menginap di sini kami kedatangan tamu malas keluar lagi akir nya ke resto sini masih buka sampai jam malam dan pesan kopi nya pun enak,kebetulan saat menginap di sini kami kedatangan tamu malas keluar lagi akir nya ke resto sini masih buka sampai jam malam dan pesan kopi nya pun enak,"['kebetulan', 'saat', 'menginap', 'di', 'sini', 'kami', 'kedatangan', 'tamu', 'malas', 'keluar', 'lagi', 'akir', 'nya', 'ke', 'resto', 'sini', 'masih', 'buka', 'sampai', 'jam', 'malam', 'dan', 'pesan', 'kopi', 'nya', 'pun', 'enak']","['kebetulan', 'saat', 'menginap', 'di', 'sini', 'kami', 'kedatangan', 'tamu', 'malas', 'keluar', 'lagi', 'akir', 'nya', 'ke', 'resto', 'sini', 'masih', 'buka', 'sampai', 'jam', 'malam', 'dan', 'pesan', 'kopi', 'nya', 'pun', 'enak']","['menginap', 'kedatangan', 'tamu', 'malas', 'akir', 'nya', 'resto', 'buka', 'jam', 'malam', 'pesan', 'kopi', 'nya', 'enak']","['inap', 'datang', 'tamu', 'malas', 'akir', 'nya', 'resto', 'buka', 'jam', 'malam', 'pesan', 'kopi', 'nya', 'enak']",inap datang tamu malas akir nya resto buka jam malam pesan kopi nya enak
"sudah 2 kali saya berkunjung ke tempat ini namun pada tahun yang berbeda , dalam rentang waktu yang cukup lama pula . terakhir kunjungan saya pada juni 2015 yang membuat tidak mau pulang . tempat nongkrong ini mengalami perubahan . keren ! dengan lighting nya yang sangat memukau didominansi lampu cahaya kuning yang tidak menyilaukan mata , serta lift music yang sepertinya hampir tiap hari .",positive,sudah kali saya berkunjung ke tempat ini namun pada tahun yang berbeda dalam rentang waktu yang cukup lama pula terakhir kunjungan saya pada juni yang membuat tidak mau pulang tempat nongkrong ini mengalami perubahan keren dengan lighting nya yang sangat memukau didominansi lampu cahaya kuning yang tidak menyilaukan mata serta lift music yang sepertinya hampir tiap hari ,sudah kali saya berkunjung ke tempat ini namun pada tahun yang berbeda dalam rentang waktu yang cukup lama pula terakhir kunjungan saya pada juni yang membuat tidak mau pulang tempat nongkrong ini mengalami perubahan keren dengan lighting nya yang sangat memukau didominansi lampu cahaya kuning yang tidak menyilaukan mata serta lift music yang sepertinya hampir tiap hari ,"['sudah', 'kali', 'saya', 'berkunjung', 'ke', 'tempat', 'ini', 'namun', 'pada', 'tahun', 'yang', 'berbeda', 'dalam', 'rentang', 'waktu', 'yang', 'cukup', 'lama', 'pula', 'terakhir', 'kunjungan', 'saya', 'pada', 'juni', 'yang', 'membuat', 'tidak', 'mau', 'pulang', 'tempat', 'nongkrong', 'ini', 'mengalami', 'perubahan', 'keren', 'dengan', 'lighting', 'nya', 'yang', 'sangat', 'memukau', 'didominansi', 'lampu', 'cahaya', 'kuning', 'yang', 'tidak', 'menyilaukan', 'mata', 'serta', 'lift', 'music', 'yang', 'sepertinya', 'hampir', 'tiap', 'hari']","['sudah', 'kali', 'saya', 'berkunjung', 'ke', 'tempat', 'ini', 'namun', 'pada', 'tahun', 'yang', 'berbeda', 'dalam', 'rentang', 'waktu', 'yang', 'cukup', 'lama', 'pula', 'terakhir', 'kunjungan', 'saya', 'pada', 'juni', 'yang', 'membuat', 'tidak', 'mau', 'pulang', 'tempat', 'nongkrong', 'ini', 'mengalami', 'perubahan', 'keren', 'dengan', 'lighting', 'nya', 'yang', 'sangat', 'memukau', 'didominansi', 'lampu', 'cahaya', 'kuning', 'yang', 'tidak', 'menyilaukan', 'mata', 'serta', 'lift', 'music', 'yang', 'sepertinya', 'hampir', 'tiap', 'hari']","['kali', 'berkunjung', 'berbeda', 'rentang', 'kunjungan', 'juni', 'pulang', 'nongkrong', 'mengalami', 'perubahan', 'keren', 'lighting', 'nya', 'memukau', 'didominansi', 'lampu', 'cahaya', 'kuning', 'menyilaukan', 'mata', 'lift', 'music']","['kali', 'kunjung', 'beda', 'rentang', 'kunjung', 'juni', 'pulang', 'nongkrong', 'alami', 'ubah', 'keren', 'lighting', 'nya', 'pukau', 'dominansi', 'lampu', 'cahaya', 'kuning', 'silau', 'mata', 'lift', 'music']",kali kunjung beda rentang kunjung juni pulang nongkrong alami ubah keren lighting nya pukau dominansi lampu cahaya kuning silau mata lift music
"memang banyak bacot sih , omongan doang gede bocah , kalau memang lu simpatik ke suku asmat , suruh mahasiswa dokter terbaik mu datang untuk ke papua , biar kalian tahu rasanya nyamuk malaria itu seperti apa",negative,memang banyak bacot sih omongan doang gede bocah kalau memang lu simpatik ke suku asmat suruh mahasiswa dokter terbaik mu datang untuk ke papua biar kalian tahu rasanya nyamuk malaria itu seperti apa,memang banyak bacot sih omongan doang gede bocah kalau memang lu simpatik ke suku asmat suruh mahasiswa dokter terbaik mu datang untuk ke papua biar kalian tahu rasanya nyamuk malaria itu seperti apa,"['memang', 'banyak', 'bacot', 'sih', 'omongan', 'doang', 'gede', 'bocah', 'kalau', 'memang', 'lu', 'simpatik', 'ke', 'suku', 'asmat', 'suruh', 'mahasiswa', 'dokter', 'terbaik', 'mu', 'datang', 'untuk', 'ke', 'papua', 'biar', 'kalian', 'tahu', 'rasanya', 'nyamuk', 'malaria', 'itu', 'seperti', 'apa']","['memang', 'banyak', 'bacot', 'sih', 'omongan', 'doang', 'gede', 'bocah', 'kalau', 'memang', 'lu', 'simpatik', 'ke', 'suku', 'asmat', 'suruh', 'mahasiswa', 'dokter', 'terbaik', 'mu', 'datang', 'untuk', 'ke', 'papua', 'biar', 'kalian', 'tahu', 'rasanya', 'nyamuk', 'malaria', 'itu', 'seperti', 'apa']","['bacot', 'sih', 'omongan', 'doang', 'gede', 'bocah', 'lu', 'simpatik', 'suku', 'asmat', 'suruh', 'mahasiswa', 'dokter', 'terbaik', 'mu', 'papua', 'biar', 'nyamuk', 'malaria']","['bacot', 'sih', 'omong', 'doang', 'gede', 'bocah', 'lu', 'simpatik', 'suku', 'asmat', 'suruh', 'mahasiswa', 'dokter', 'baik', 'mu', 'papua', 'biar', 'nyamuk', 'malaria']",bacot sih omong doang gede bocah lu simpatik suku asmat suruh mahasiswa dokter baik mu papua biar nyamuk malaria
bakso yang dipoles dengan branding yang baik sehingga anak muda dengan nyaman makan di situ . bakso boedjangan dikelola oleh grup kuliner yang juga mendirikan upnormal dan nasgor mafia . sebuah barang kuliner yang biasa namun mendapatkan polesan branding keren . menu baso nya cukup beragam dan enak .,positive,bakso yang dipoles dengan branding yang baik sehingga anak muda dengan nyaman makan di situ bakso boedjangan dikelola oleh grup kuliner yang juga mendirikan upnormal dan nasgor mafia sebuah barang kuliner yang biasa namun mendapatkan polesan branding keren menu baso nya cukup beragam dan enak ,bakso yang dipoles dengan branding yang baik sehingga anak muda dengan nyaman makan di situ bakso boedjangan dikelola oleh grup kuliner yang juga mendirikan upnormal dan nasgor mafia sebuah barang kuliner yang biasa namun mendapatkan polesan branding keren menu baso nya cukup beragam dan enak ,"['bakso', 'yang', 'dipoles', 'dengan', 'branding', 'yang', 'baik', 'sehingga', 'anak', 'muda', 'dengan', 'nyaman', 'makan', 'di', 'situ', 'bakso', 'boedjangan', 'dikelola', 'oleh', 'grup', 'kuliner', 'yang', 'juga', 'mendirikan', 'upnormal', 'dan', 'nasgor', 'mafia', 'sebuah', 'barang', 'kuliner', 'yang', 'biasa', 'namun', 'mendapatkan', 'polesan', 'branding', 'keren', 'menu', 'baso', 'nya', 'cukup', 'beragam', 'dan', 'enak']","['bakso', 'yang', 'dipoles', 'dengan', 'branding', 'yang', 'baik', 'sehingga', 'anak', 'muda', 'dengan', 'nyaman', 'makan', 'di', 'situ', 'bakso', 'boedjangan', 'dikelola', 'oleh', 'grup', 'kuliner', 'yang', 'juga', 'mendirikan', 'upnormal', 'dan', 'nasgor', 'mafia', 'sebuah', 'barang', 'kuliner', 'yang', 'biasa', 'namun', 'mendapatkan', 'polesan', 'branding', 'keren', 'menu', 'baso', 'nya', 'cukup', 'beragam', 'dan', 'enak']","['bakso', 'dipoles', 'branding', 'anak', 'muda', 'nyaman', 'makan', 'situ', 'bakso', 'boedjangan', 'dikelola', 'grup', 'kuliner', 'mendirikan', 'upnormal', 'nasgor', 'mafia', 'barang', 'kuliner', 'polesan', 'branding', 'keren', 'menu', 'baso', 'nya', 'beragam', 'enak']","['bakso', 'poles', 'branding', 'anak', 'muda', 'nyaman', 'makan', 'situ', 'bakso', 'boedjangan', 'kelola', 'grup', 'kuliner', 'diri', 'upnormal', 'nasgor', 'mafia', 'barang', 'kuliner', 'poles', 'branding', 'keren', 'menu', 'baso', 'nya', 'agam', 'enak']",bakso poles branding anak muda nyaman makan situ bakso boedjangan kelola grup kuliner diri upnormal nasgor mafia barang kuliner poles branding keren menu baso nya agam enak
"polisi tuduh anggota fpi lakukan kekerasan , pushami : buktikan dengan visum korban",neutral,polisi tuduh anggota fpi lakukan kekerasan pushami buktikan dengan visum korban,polisi tuduh anggota fpi lakukan kekerasan pushami buktikan dengan visum korban,"['polisi', 'tuduh', 'anggota', 'fpi', 'lakukan', 'kekerasan', 'pushami', 'buktikan', 'dengan', 'visum', 'korban']","['polisi', 'tuduh', 'anggota', 'fpi', 'lakukan', 'kekerasan', 'pushami', 'buktikan', 'dengan', 'visum', 'korban']","['polisi', 'tuduh', 'anggota', 'fpi', 'lakukan', 'kekerasan', 'pushami', 'buktikan', 'visum', 'korban']","['polisi', 'tuduh', 'anggota', 'fpi', 'laku', 'keras', 'pushami', 'bukti', 'visum', 'korban']",polisi tuduh anggota fpi laku keras pushami bukti visum korban
"sekarang jaringan 4 tidak smartfren sudah bisa digunakan di telepon genggam xiaomi lho , sobat !",neutral,sekarang jaringan tidak smartfren sudah bisa digunakan di telepon genggam xiaomi lho sobat ,sekarang jaringan tidak smartfren sudah bisa digunakan di telepon genggam xiaomi lho sobat ,"['sekarang', 'jaringan', 'tidak', 'smartfren', 'sudah', 'bisa', 'digunakan', 'di', 'telepon', 'genggam', 'xiaomi', 'lho', 'sobat']","['sekarang', 'jaringan', 'tidak', 'smartfren', 'sudah', 'bisa', 'digunakan', 'di', 'telepon', 'genggam', 'xiaomi', 'lho', 'sobat']","['jaringan', 'smartfren', 'telepon', 'genggam', 'xiaomi', 'lho', 'sobat']","['jaring', 'smartfren', 'telepon', 'genggam', 'xiaomi', 'lho', 'sobat']",jaring smartfren telepon genggam xiaomi lho sobat
