text,sentiment,cleaning,casefolding,tokenizing,normalisasi,stopword,steeming,cleaned
"jika nantinya terdapat kendala lainnya dan ingin menanyakan seputar tokopedia , jangan sungkan menghubungi kami kembali .",neutral,jika nantinya terdapat kendala lainnya dan ingin menanyakan seputar tokopedia jangan sungkan menghubungi kami kembali ,jika nantinya terdapat kendala lainnya dan ingin menanyakan seputar tokopedia jangan sungkan menghubungi kami kembali ,"['jika', 'nantinya', 'terdapat', 'kendala', 'lainnya', 'dan', 'ingin', 'menanyakan', 'seputar', 'tokopedia', 'jangan', 'sungkan', 'menghubungi', 'kami', 'kembali']","['jika', 'nantinya', 'terdapat', 'kendala', 'lainnya', 'dan', 'ingin', 'menanyakan', 'seputar', 'tokopedia', 'jangan', 'sungkan', 'menghubungi', 'kami', 'kembali']","['kendala', 'seputar', 'tokopedia', 'sungkan', 'menghubungi']","['kendala', 'putar', 'tokopedia', 'sungkan', 'hubung']",kendala putar tokopedia sungkan hubung
"libur natal , setya novanto dibesuk istri dan anak nya di rutan kpk",neutral,libur natal setya novanto dibesuk istri dan anak nya di rutan kpk,libur natal setya novanto dibesuk istri dan anak nya di rutan kpk,"['libur', 'natal', 'setya', 'novanto', 'dibesuk', 'istri', 'dan', 'anak', 'nya', 'di', 'rutan', 'kpk']","['libur', 'natal', 'setya', 'novanto', 'dibesuk', 'istri', 'dan', 'anak', 'nya', 'di', 'rutan', 'kpk']","['libur', 'natal', 'setya', 'novanto', 'dibesuk', 'istri', 'anak', 'nya', 'rutan', 'kpk']","['libur', 'natal', 'setya', 'novanto', 'besuk', 'istri', 'anak', 'nya', 'rutan', 'kpk']",libur natal setya novanto besuk istri anak nya rutan kpk
"kasihan , padahal kalau tidak ada polling denny siregar cebong girang sekali , sayang , dipupus oleh kalah telak nya jokowi di polling denny .",negative,kasihan padahal kalau tidak ada polling denny siregar cebong girang sekali sayang dipupus oleh kalah telak nya jokowi di polling denny ,kasihan padahal kalau tidak ada polling denny siregar cebong girang sekali sayang dipupus oleh kalah telak nya jokowi di polling denny ,"['kasihan', 'padahal', 'kalau', 'tidak', 'ada', 'polling', 'denny', 'siregar', 'cebong', 'girang', 'sekali', 'sayang', 'dipupus', 'oleh', 'kalah', 'telak', 'nya', 'jokowi', 'di', 'polling', 'denny']","['kasihan', 'padahal', 'kalau', 'tidak', 'ada', 'polling', 'denny', 'siregar', 'cebong', 'girang', 'sekali', 'sayang', 'dipupus', 'oleh', 'kalah', 'telak', 'nya', 'jokowi', 'di', 'polling', 'denny']","['kasihan', 'polling', 'denny', 'siregar', 'cebong', 'girang', 'sayang', 'dipupus', 'kalah', 'telak', 'nya', 'jokowi', 'polling', 'denny']","['kasihan', 'polling', 'denny', 'siregar', 'cebong', 'girang', 'sayang', 'pupus', 'kalah', 'telak', 'nya', 'jokowi', 'polling', 'denny']",kasihan polling denny siregar cebong girang sayang pupus kalah telak nya jokowi polling denny
"restoran terbaik di bandung dengan semua pilihan makanan nya yang enak dan selalu sempurna , harga yang sangat terjangkau , pelayanan yang selalu memuaskan , dan suasana yang nyaman . setiap kali mengunjungi bandung pasti akan kembali dan makan di sini paling tidak sekali . terus dijaga !",positive,restoran terbaik di bandung dengan semua pilihan makanan nya yang enak dan selalu sempurna harga yang sangat terjangkau pelayanan yang selalu memuaskan dan suasana yang nyaman setiap kali mengunjungi bandung pasti akan kembali dan makan di sini paling tidak sekali terus dijaga ,restoran terbaik di bandung dengan semua pilihan makanan nya yang enak dan selalu sempurna harga yang sangat terjangkau pelayanan yang selalu memuaskan dan suasana yang nyaman setiap kali mengunjungi bandung pasti akan kembali dan makan di sini paling tidak sekali terus dijaga ,"['restoran', 'terbaik', 'di', 'bandung', 'dengan', 'semua', 'pilihan', 'makanan', 'nya', 'yang', 'enak', 'dan', 'selalu', 'sempurna', 'harga', 'yang', 'sangat', 'terjangkau', 'pelayanan', 'yang', 'selalu', 'memuaskan', 'dan', 'suasana', 'yang', 'nyaman', 'setiap', 'kali', 'mengunjungi', 'bandung', 'pasti', 'akan', 'kembali', 'dan', 'makan', 'di', 'sini', 'paling', 'tidak', 'sekali', 'terus', 'dijaga']","['restoran', 'terbaik', 'di', 'bandung', 'dengan', 'semua', 'pilihan', 'makanan', 'nya', 'yang', 'enak', 'dan', 'selalu', 'sempurna', 'harga', 'yang', 'sangat', 'terjangkau', 'pelayanan', 'yang', 'selalu', 'memuaskan', 'dan', 'suasana', 'yang', 'nyaman', 'setiap', 'kali', 'mengunjungi', 'bandung', 'pasti', 'akan', 'kembali', 'dan', 'makan', 'di', 'sini', 'paling', 'tidak', 'sekali', 'terus', 'dijaga']","['restoran', 'terbaik', 'bandung', 'pilihan', 'makanan', 'nya', 'enak', 'sempurna', 'harga', 'terjangkau', 'pelayanan', 'memuaskan', 'suasana', 'nyaman', 'kali', 'mengunjungi', 'bandung', 'makan', 'dijaga']","['restoran', 'baik', 'bandung', 'pilih', 'makan', 'nya', 'enak', 'sempurna', 'harga', 'jangkau', 'layan', 'muas', 'suasana', 'nyaman', 'kali', 'unjung', 'bandung', 'makan', 'jaga']",restoran baik bandung pilih makan nya enak sempurna harga jangkau layan muas suasana nyaman kali unjung bandung makan jaga
kami sarankan untuk menggunakan perangkat lain dulu seperti browser desktop atau laptop untuk melakukan transaksi di tokopedia .,neutral,kami sarankan untuk menggunakan perangkat lain dulu seperti browser desktop atau laptop untuk melakukan transaksi di tokopedia ,kami sarankan untuk menggunakan perangkat lain dulu seperti browser desktop atau laptop untuk melakukan transaksi di tokopedia ,"['kami', 'sarankan', 'untuk', 'menggunakan', 'perangkat', 'lain', 'dulu', 'seperti', 'browser', 'desktop', 'atau', 'laptop', 'untuk', 'melakukan', 'transaksi', 'di', 'tokopedia']","['kami', 'sarankan', 'untuk', 'menggunakan', 'perangkat', 'lain', 'dulu', 'seperti', 'browser', 'desktop', 'atau', 'laptop', 'untuk', 'melakukan', 'transaksi', 'di', 'tokopedia']","['sarankan', 'perangkat', 'browser', 'desktop', 'laptop', 'transaksi', 'tokopedia']","['saran', 'perangkat', 'browser', 'desktop', 'laptop', 'transaksi', 'tokopedia']",saran perangkat browser desktop laptop transaksi tokopedia
"ri : mendikbud ef mengatakan , selain meninjau un berbasis komputer , ia juga akan meninjau pelaksanaan un berbasis ke",neutral,ri mendikbud ef mengatakan selain meninjau un berbasis komputer ia juga akan meninjau pelaksanaan un berbasis ke,ri mendikbud ef mengatakan selain meninjau un berbasis komputer ia juga akan meninjau pelaksanaan un berbasis ke,"['ri', 'mendikbud', 'ef', 'mengatakan', 'selain', 'meninjau', 'un', 'berbasis', 'komputer', 'ia', 'juga', 'akan', 'meninjau', 'pelaksanaan', 'un', 'berbasis', 'ke']","['ri', 'mendikbud', 'ef', 'mengatakan', 'selain', 'meninjau', 'un', 'berbasis', 'komputer', 'ia', 'juga', 'akan', 'meninjau', 'pelaksanaan', 'un', 'berbasis', 'ke']","['ri', 'mendikbud', 'ef', 'meninjau', 'un', 'berbasis', 'komputer', 'meninjau', 'pelaksanaan', 'un', 'berbasis']","['ri', 'mendikbud', 'ef', 'tinjau', 'un', 'bas', 'komputer', 'tinjau', 'laksana', 'un', 'bas']",ri mendikbud ef tinjau un bas komputer tinjau laksana un bas
"variasi makanan banyak , ala rumahan khas sunda , rasa lumayan enak . ada jengkol , ada kue balok juga di sini",positive,variasi makanan banyak ala rumahan khas sunda rasa lumayan enak ada jengkol ada kue balok juga di sini,variasi makanan banyak ala rumahan khas sunda rasa lumayan enak ada jengkol ada kue balok juga di sini,"['variasi', 'makanan', 'banyak', 'ala', 'rumahan', 'khas', 'sunda', 'rasa', 'lumayan', 'enak', 'ada', 'jengkol', 'ada', 'kue', 'balok', 'juga', 'di', 'sini']","['variasi', 'makanan', 'banyak', 'ala', 'rumahan', 'khas', 'sunda', 'rasa', 'lumayan', 'enak', 'ada', 'jengkol', 'ada', 'kue', 'balok', 'juga', 'di', 'sini']","['variasi', 'makanan', 'ala', 'rumahan', 'khas', 'sunda', 'lumayan', 'enak', 'jengkol', 'kue', 'balok']","['variasi', 'makan', 'ala', 'rumah', 'khas', 'sunda', 'lumayan', 'enak', 'jengkol', 'kue', 'balok']",variasi makan ala rumah khas sunda lumayan enak jengkol kue balok
cepat respon . pengiriman kilat . dan ramah . setelah akhirnya saya berputar-putar di toko lain yang tidak jelas . saya bertemu toko juragan ini yang pelayanan nya sangat memuaskan . tangkap sangat juragan .,positive,cepat respon pengiriman kilat dan ramah setelah akhirnya saya berputar putar di toko lain yang tidak jelas saya bertemu toko juragan ini yang pelayanan nya sangat memuaskan tangkap sangat juragan ,cepat respon pengiriman kilat dan ramah setelah akhirnya saya berputar putar di toko lain yang tidak jelas saya bertemu toko juragan ini yang pelayanan nya sangat memuaskan tangkap sangat juragan ,"['cepat', 'respon', 'pengiriman', 'kilat', 'dan', 'ramah', 'setelah', 'akhirnya', 'saya', 'berputar', 'putar', 'di', 'toko', 'lain', 'yang', 'tidak', 'jelas', 'saya', 'bertemu', 'toko', 'juragan', 'ini', 'yang', 'pelayanan', 'nya', 'sangat', 'memuaskan', 'tangkap', 'sangat', 'juragan']","['cepat', 'respon', 'pengiriman', 'kilat', 'dan', 'ramah', 'setelah', 'akhirnya', 'saya', 'berputar', 'putar', 'di', 'toko', 'lain', 'yang', 'tidak', 'jelas', 'saya', 'bertemu', 'toko', 'juragan', 'ini', 'yang', 'pelayanan', 'nya', 'sangat', 'memuaskan', 'tangkap', 'sangat', 'juragan']","['cepat', 'respon', 'pengiriman', 'kilat', 'ramah', 'berputar', 'putar', 'toko', 'bertemu', 'toko', 'juragan', 'pelayanan', 'nya', 'memuaskan', 'tangkap', 'juragan']","['cepat', 'respon', 'kirim', 'kilat', 'ramah', 'putar', 'putar', 'toko', 'temu', 'toko', 'juragan', 'layan', 'nya', 'muas', 'tangkap', 'juragan']",cepat respon kirim kilat ramah putar putar toko temu toko juragan layan nya muas tangkap juragan
"makanan tidak ada yang bisa dipesan , kopi juga tidak ada . pesan onion ring dikasih calamari , chicken katsu tipis sekali plus nasi 35 ribu tidak sepadan banget . bawaan nya pengin marah . maaf tidak bakal balik lagi .",negative,makanan tidak ada yang bisa dipesan kopi juga tidak ada pesan onion ring dikasih calamari chicken katsu tipis sekali plus nasi ribu tidak sepadan banget bawaan nya pengin marah maaf tidak bakal balik lagi ,makanan tidak ada yang bisa dipesan kopi juga tidak ada pesan onion ring dikasih calamari chicken katsu tipis sekali plus nasi ribu tidak sepadan banget bawaan nya pengin marah maaf tidak bakal balik lagi ,"['makanan', 'tidak', 'ada', 'yang', 'bisa', 'dipesan', 'kopi', 'juga', 'tidak', 'ada', 'pesan', 'onion', 'ring', 'dikasih', 'calamari', 'chicken', 'katsu', 'tipis', 'sekali', 'plus', 'nasi', 'ribu', 'tidak', 'sepadan', 'banget', 'bawaan', 'nya', 'pengin', 'marah', 'maaf', 'tidak', 'bakal', 'balik', 'lagi']","['makanan', 'tidak', 'ada', 'yang', 'bisa', 'dipesan', 'kopi', 'juga', 'tidak', 'ada', 'pesan', 'onion', 'ring', 'dikasih', 'calamari', 'chicken', 'katsu', 'tipis', 'sekali', 'plus', 'nasi', 'ribu', 'tidak', 'sepadan', 'banget', 'bawaan', 'nya', 'pengin', 'marah', 'maaf', 'tidak', 'bakal', 'balik', 'lagi']","['makanan', 'dipesan', 'kopi', 'pesan', 'onion', 'ring', 'dikasih', 'calamari', 'chicken', 'katsu', 'tipis', 'plus', 'nasi', 'ribu', 'sepadan', 'banget', 'bawaan', 'nya', 'pengin', 'marah', 'maaf']","['makan', 'pes', 'kopi', 'pesan', 'onion', 'ring', 'kasih', 'calamari', 'chicken', 'katsu', 'tipis', 'plus', 'nasi', 'ribu', 'padan', 'banget', 'bawa', 'nya', 'pengin', 'marah', 'maaf']",makan pes kopi pesan onion ring kasih calamari chicken katsu tipis plus nasi ribu padan banget bawa nya pengin marah maaf
"ejak berakhir nya orde baru yang dipimpin presiden suharto dan mulai nya periode reformasi , setiap pemilu di indonesia dianggap bebas dan adil .",neutral,ejak berakhir nya orde baru yang dipimpin presiden suharto dan mulai nya periode reformasi setiap pemilu di indonesia dianggap bebas dan adil ,ejak berakhir nya orde baru yang dipimpin presiden suharto dan mulai nya periode reformasi setiap pemilu di indonesia dianggap bebas dan adil ,"['ejak', 'berakhir', 'nya', 'orde', 'baru', 'yang', 'dipimpin', 'presiden', 'suharto', 'dan', 'mulai', 'nya', 'periode', 'reformasi', 'setiap', 'pemilu', 'di', 'indonesia', 'dianggap', 'bebas', 'dan', 'adil']","['ejak', 'berakhir', 'nya', 'orde', 'baru', 'yang', 'dipimpin', 'presiden', 'suharto', 'dan', 'mulai', 'nya', 'periode', 'reformasi', 'setiap', 'pemilu', 'di', 'indonesia', 'dianggap', 'bebas', 'dan', 'adil']","['ejak', 'nya', 'orde', 'dipimpin', 'presiden', 'suharto', 'nya', 'periode', 'reformasi', 'pemilu', 'indonesia', 'dianggap', 'bebas', 'adil']","['ejak', 'nya', 'orde', 'pimpin', 'presiden', 'suharto', 'nya', 'periode', 'reformasi', 'milu', 'indonesia', 'anggap', 'bebas', 'adil']",ejak nya orde pimpin presiden suharto nya periode reformasi milu indonesia anggap bebas adil
"puas dengan servis nya , ramah ! harga nya sebanding dengan pelayanan dan rasanya . pemandangan nya yang keren banget , cocok buat acara ngumpul bareng teman dan keluarga ! pokok nya rekomendasi sekali ! tidak menyesal deh , pokok nya harus ke sini lagi ! saya dilayani oleh feriyana yang super ramah dan baik , pokok nya buat teman-teman the 18th ini recommened sekali !",positive,puas dengan servis nya ramah harga nya sebanding dengan pelayanan dan rasanya pemandangan nya yang keren banget cocok buat acara ngumpul bareng teman dan keluarga pokok nya rekomendasi sekali tidak menyesal deh pokok nya harus ke sini lagi saya dilayani oleh feriyana yang super ramah dan baik pokok nya buat teman teman the th ini recommened sekali ,puas dengan servis nya ramah harga nya sebanding dengan pelayanan dan rasanya pemandangan nya yang keren banget cocok buat acara ngumpul bareng teman dan keluarga pokok nya rekomendasi sekali tidak menyesal deh pokok nya harus ke sini lagi saya dilayani oleh feriyana yang super ramah dan baik pokok nya buat teman teman the th ini recommened sekali ,"['puas', 'dengan', 'servis', 'nya', 'ramah', 'harga', 'nya', 'sebanding', 'dengan', 'pelayanan', 'dan', 'rasanya', 'pemandangan', 'nya', 'yang', 'keren', 'banget', 'cocok', 'buat', 'acara', 'ngumpul', 'bareng', 'teman', 'dan', 'keluarga', 'pokok', 'nya', 'rekomendasi', 'sekali', 'tidak', 'menyesal', 'deh', 'pokok', 'nya', 'harus', 'ke', 'sini', 'lagi', 'saya', 'dilayani', 'oleh', 'feriyana', 'yang', 'super', 'ramah', 'dan', 'baik', 'pokok', 'nya', 'buat', 'teman', 'teman', 'the', 'th', 'ini', 'recommened', 'sekali']","['puas', 'dengan', 'servis', 'nya', 'ramah', 'harga', 'nya', 'sebanding', 'dengan', 'pelayanan', 'dan', 'rasanya', 'pemandangan', 'nya', 'yang', 'keren', 'banget', 'cocok', 'buat', 'acara', 'ngumpul', 'bareng', 'teman', 'dan', 'keluarga', 'pokok', 'nya', 'rekomendasi', 'sekali', 'tidak', 'menyesal', 'deh', 'pokok', 'nya', 'harus', 'ke', 'sini', 'lagi', 'saya', 'dilayani', 'oleh', 'feriyana', 'yang', 'super', 'ramah', 'dan', 'baik', 'pokok', 'nya', 'buat', 'teman', 'teman', 'the', 'tahu', 'ini', 'recommened', 'sekali']","['puas', 'servis', 'nya', 'ramah', 'harga', 'nya', 'sebanding', 'pelayanan', 'pemandangan', 'nya', 'keren', 'banget', 'cocok', 'acara', 'ngumpul', 'bareng', 'teman', 'keluarga', 'pokok', 'nya', 'rekomendasi', 'menyesal', 'deh', 'pokok', 'nya', 'dilayani', 'feriyana', 'super', 'ramah', 'pokok', 'nya', 'teman', 'teman', 'the', 'recommened']","['puas', 'servis', 'nya', 'ramah', 'harga', 'nya', 'banding', 'layan', 'pandang', 'nya', 'keren', 'banget', 'cocok', 'acara', 'ngumpul', 'bareng', 'teman', 'keluarga', 'pokok', 'nya', 'rekomendasi', 'sesal', 'deh', 'pokok', 'nya', 'layan', 'feriyana', 'super', 'ramah', 'pokok', 'nya', 'teman', 'teman', 'the', 'recommened']",puas servis nya ramah harga nya banding layan pandang nya keren banget cocok acara ngumpul bareng teman keluarga pokok nya rekomendasi sesal deh pokok nya layan feriyana super ramah pokok nya teman teman the recommened
ikuti terus twitter dan facebook page samsung untuk mengetahui kompetisi lainnya ya .,neutral,ikuti terus twitter dan facebook page samsung untuk mengetahui kompetisi lainnya ya ,ikuti terus twitter dan facebook page samsung untuk mengetahui kompetisi lainnya ya ,"['ikuti', 'terus', 'twitter', 'dan', 'facebook', 'page', 'samsung', 'untuk', 'mengetahui', 'kompetisi', 'lainnya', 'ya']","['ikuti', 'terus', 'twitter', 'dan', 'facebook', 'page', 'samsung', 'untuk', 'mengetahui', 'kompetisi', 'lainnya', 'ya']","['ikuti', 'twitter', 'facebook', 'page', 'samsung', 'kompetisi', 'ya']","['ikut', 'twitter', 'facebook', 'page', 'samsung', 'kompetisi', 'ya']",ikut twitter facebook page samsung kompetisi ya
copot dari keanggotaan polisi saja . daripada jadi perusak nama baik korp .,negative,copot dari keanggotaan polisi saja daripada jadi perusak nama baik korp ,copot dari keanggotaan polisi saja daripada jadi perusak nama baik korp ,"['copot', 'dari', 'keanggotaan', 'polisi', 'saja', 'daripada', 'jadi', 'perusak', 'nama', 'baik', 'korp']","['copot', 'dari', 'keanggotaan', 'polisi', 'saja', 'daripada', 'jadi', 'perusak', 'nama', 'baik', 'korp']","['copot', 'keanggotaan', 'polisi', 'perusak', 'nama', 'korp']","['copot', 'anggota', 'polisi', 'usak', 'nama', 'korp']",copot anggota polisi usak nama korp
"fpi itu top , semakin banyak yang benci , kebaikan nya semakin menjadi , enggak kayak garuda , dari kepala sampai ekor isi nya kutu busuk semua .",negative,fpi itu top semakin banyak yang benci kebaikan nya semakin menjadi enggak kayak garuda dari kepala sampai ekor isi nya kutu busuk semua ,fpi itu top semakin banyak yang benci kebaikan nya semakin menjadi enggak kayak garuda dari kepala sampai ekor isi nya kutu busuk semua ,"['fpi', 'itu', 'top', 'semakin', 'banyak', 'yang', 'benci', 'kebaikan', 'nya', 'semakin', 'menjadi', 'enggak', 'kayak', 'garuda', 'dari', 'kepala', 'sampai', 'ekor', 'isi', 'nya', 'kutu', 'busuk', 'semua']","['fpi', 'itu', 'top', 'semakin', 'banyak', 'yang', 'benci', 'kebaikan', 'nya', 'semakin', 'menjadi', 'enggak', 'kayak', 'garuda', 'dari', 'kepala', 'sampai', 'ekor', 'isi', 'nya', 'kutu', 'busuk', 'semua']","['fpi', 'top', 'benci', 'kebaikan', 'nya', 'kayak', 'garuda', 'kepala', 'ekor', 'isi', 'nya', 'kutu', 'busuk']","['fpi', 'top', 'benci', 'baik', 'nya', 'kayak', 'garuda', 'kepala', 'ekor', 'isi', 'nya', 'kutu', 'busuk']",fpi top benci baik nya kayak garuda kepala ekor isi nya kutu busuk
"datang nya jangan kemaleman pasti sudah habis , sebelum warung nya di buka saja sudah pada mengantre kebayang kan enak nya kayak apa , enak murah",positive,datang nya jangan kemaleman pasti sudah habis sebelum warung nya di buka saja sudah pada mengantre kebayang kan enak nya kayak apa enak murah,datang nya jangan kemaleman pasti sudah habis sebelum warung nya di buka saja sudah pada mengantre kebayang kan enak nya kayak apa enak murah,"['datang', 'nya', 'jangan', 'kemaleman', 'pasti', 'sudah', 'habis', 'sebelum', 'warung', 'nya', 'di', 'buka', 'saja', 'sudah', 'pada', 'mengantre', 'kebayang', 'kan', 'enak', 'nya', 'kayak', 'apa', 'enak', 'murah']","['datang', 'nya', 'jangan', 'kemaleman', 'pasti', 'sudah', 'habis', 'sebelum', 'warung', 'nya', 'di', 'buka', 'saja', 'sudah', 'pada', 'mengantre', 'terbayang', 'kan', 'enak', 'nya', 'kayak', 'apa', 'enak', 'murah']","['nya', 'kemaleman', 'habis', 'warung', 'nya', 'buka', 'mengantre', 'terbayang', 'enak', 'nya', 'kayak', 'enak', 'murah']","['nya', 'maleman', 'habis', 'warung', 'nya', 'buka', 'antre', 'bayang', 'enak', 'nya', 'kayak', 'enak', 'murah']",nya maleman habis warung nya buka antre bayang enak nya kayak enak murah
"kalau mau merasakan roti zaman dahulu , ini salah satu tempat nya . buka nya hanya sampai sore , jadi kalau pulang kantor kadang tidak keburu ke sini",positive,kalau mau merasakan roti zaman dahulu ini salah satu tempat nya buka nya hanya sampai sore jadi kalau pulang kantor kadang tidak keburu ke sini,kalau mau merasakan roti zaman dahulu ini salah satu tempat nya buka nya hanya sampai sore jadi kalau pulang kantor kadang tidak keburu ke sini,"['kalau', 'mau', 'merasakan', 'roti', 'zaman', 'dahulu', 'ini', 'salah', 'satu', 'tempat', 'nya', 'buka', 'nya', 'hanya', 'sampai', 'sore', 'jadi', 'kalau', 'pulang', 'kantor', 'kadang', 'tidak', 'keburu', 'ke', 'sini']","['kalau', 'mau', 'merasakan', 'roti', 'zaman', 'dahulu', 'ini', 'salah', 'satu', 'tempat', 'nya', 'buka', 'nya', 'hanya', 'sampai', 'sore', 'jadi', 'kalau', 'pulang', 'kantor', 'kadang', 'tidak', 'keburu', 'ke', 'sini']","['merasakan', 'roti', 'zaman', 'salah', 'nya', 'buka', 'nya', 'sore', 'pulang', 'kantor', 'kadang', 'keburu']","['rasa', 'roti', 'zaman', 'salah', 'nya', 'buka', 'nya', 'sore', 'pulang', 'kantor', 'kadang', 'keburu']",rasa roti zaman salah nya buka nya sore pulang kantor kadang keburu
dengan melayani secara arogan maka saya tidak senang dengan perlakuan dari pelayanan pelanggan indosat,negative,dengan melayani secara arogan maka saya tidak senang dengan perlakuan dari pelayanan pelanggan indosat,dengan melayani secara arogan maka saya tidak senang dengan perlakuan dari pelayanan pelanggan indosat,"['dengan', 'melayani', 'secara', 'arogan', 'maka', 'saya', 'tidak', 'senang', 'dengan', 'perlakuan', 'dari', 'pelayanan', 'pelanggan', 'indosat']","['dengan', 'melayani', 'secara', 'arogan', 'maka', 'saya', 'tidak', 'senang', 'dengan', 'perlakuan', 'dari', 'pelayanan', 'pelanggan', 'indosat']","['melayani', 'arogan', 'senang', 'perlakuan', 'pelayanan', 'pelanggan', 'indosat']","['layan', 'arogan', 'senang', 'laku', 'layan', 'langgan', 'indosat']",layan arogan senang laku layan langgan indosat
"pertama kali saya makan di sini secara tidak sengaja karena melihat antrean orang di depan restauran . rasanya enak , porsi mengenyangkan , harga terjangkau . kalau tidak terlalu lapar , sebaiknya pesan 1 / 2 porsi saja .",positive,pertama kali saya makan di sini secara tidak sengaja karena melihat antrean orang di depan restauran rasanya enak porsi mengenyangkan harga terjangkau kalau tidak terlalu lapar sebaiknya pesan porsi saja ,pertama kali saya makan di sini secara tidak sengaja karena melihat antrean orang di depan restauran rasanya enak porsi mengenyangkan harga terjangkau kalau tidak terlalu lapar sebaiknya pesan porsi saja ,"['pertama', 'kali', 'saya', 'makan', 'di', 'sini', 'secara', 'tidak', 'sengaja', 'karena', 'melihat', 'antrean', 'orang', 'di', 'depan', 'restauran', 'rasanya', 'enak', 'porsi', 'mengenyangkan', 'harga', 'terjangkau', 'kalau', 'tidak', 'terlalu', 'lapar', 'sebaiknya', 'pesan', 'porsi', 'saja']","['pertama', 'kali', 'saya', 'makan', 'di', 'sini', 'secara', 'tidak', 'sengaja', 'karena', 'melihat', 'antrean', 'orang', 'di', 'depan', 'restauran', 'rasanya', 'enak', 'porsi', 'mengenyangkan', 'harga', 'terjangkau', 'kalau', 'tidak', 'terlalu', 'lapar', 'sebaiknya', 'pesan', 'porsi', 'saja']","['kali', 'makan', 'sengaja', 'antrean', 'orang', 'restauran', 'enak', 'porsi', 'mengenyangkan', 'harga', 'terjangkau', 'lapar', 'pesan', 'porsi']","['kali', 'makan', 'sengaja', 'antre', 'orang', 'restauran', 'enak', 'porsi', 'kenyang', 'harga', 'jangkau', 'lapar', 'pesan', 'porsi']",kali makan sengaja antre orang restauran enak porsi kenyang harga jangkau lapar pesan porsi
"ketika terjadi pertentangan antara kontrak politik dengan kontrak sosial , realitas sosial harus dikedepankan",neutral,ketika terjadi pertentangan antara kontrak politik dengan kontrak sosial realitas sosial harus dikedepankan,ketika terjadi pertentangan antara kontrak politik dengan kontrak sosial realitas sosial harus dikedepankan,"['ketika', 'terjadi', 'pertentangan', 'antara', 'kontrak', 'politik', 'dengan', 'kontrak', 'sosial', 'realitas', 'sosial', 'harus', 'dikedepankan']","['ketika', 'terjadi', 'pertentangan', 'antara', 'kontrak', 'politik', 'dengan', 'kontrak', 'sosial', 'realitas', 'sosial', 'harus', 'dikedepankan']","['pertentangan', 'kontrak', 'politik', 'kontrak', 'sosial', 'realitas', 'sosial', 'dikedepankan']","['tentang', 'kontrak', 'politik', 'kontrak', 'sosial', 'realitas', 'sosial', 'depan']",tentang kontrak politik kontrak sosial realitas sosial depan
makanan khas sunda rasanya oke agak kotor tempat nya sayang karena cukup ramai pengunjung nya sampai antre . itu sih yang jadi kekurangan nya .,negative,makanan khas sunda rasanya oke agak kotor tempat nya sayang karena cukup ramai pengunjung nya sampai antre itu sih yang jadi kekurangan nya ,makanan khas sunda rasanya oke agak kotor tempat nya sayang karena cukup ramai pengunjung nya sampai antre itu sih yang jadi kekurangan nya ,"['makanan', 'khas', 'sunda', 'rasanya', 'oke', 'agak', 'kotor', 'tempat', 'nya', 'sayang', 'karena', 'cukup', 'ramai', 'pengunjung', 'nya', 'sampai', 'antre', 'itu', 'sih', 'yang', 'jadi', 'kekurangan', 'nya']","['makanan', 'khas', 'sunda', 'rasanya', 'oke', 'agak', 'kotor', 'tempat', 'nya', 'sayang', 'karena', 'cukup', 'ramai', 'pengunjung', 'nya', 'sampai', 'antre', 'itu', 'sih', 'yang', 'jadi', 'kekurangan', 'nya']","['makanan', 'khas', 'sunda', 'oke', 'kotor', 'nya', 'sayang', 'ramai', 'pengunjung', 'nya', 'antre', 'sih', 'kekurangan', 'nya']","['makan', 'khas', 'sunda', 'oke', 'kotor', 'nya', 'sayang', 'ramai', 'unjung', 'nya', 'antre', 'sih', 'kurang', 'nya']",makan khas sunda oke kotor nya sayang ramai unjung nya antre sih kurang nya
betapa bahagia nya diri ini saat unboxing paket dan barang nya bagus ! menetapkan beli lagi !,positive,betapa bahagia nya diri ini saat unboxing paket dan barang nya bagus menetapkan beli lagi ,betapa bahagia nya diri ini saat unboxing paket dan barang nya bagus menetapkan beli lagi ,"['betapa', 'bahagia', 'nya', 'diri', 'ini', 'saat', 'unboxing', 'paket', 'dan', 'barang', 'nya', 'bagus', 'menetapkan', 'beli', 'lagi']","['betapa', 'bahagia', 'nya', 'diri', 'ini', 'saat', 'unboxing', 'paket', 'dan', 'barang', 'nya', 'bagus', 'menetapkan', 'beli', 'lagi']","['betapa', 'bahagia', 'nya', 'unboxing', 'paket', 'barang', 'nya', 'bagus', 'menetapkan', 'beli']","['betapa', 'bahagia', 'nya', 'unboxing', 'paket', 'barang', 'nya', 'bagus', 'tetap', 'beli']",betapa bahagia nya unboxing paket barang nya bagus tetap beli
