text,sentiment
"sangat sangat tidak menyenangkan dengan pelayanan nya . sangat disayangkan kualitas kereta yang sangat bagus , serta fasilitas yang nyaman dan bagus . tetapi sdm yang tidak berkualitas .",negative
ozt merupakan salah satu kafe yang lumayan banyak pengunjung di daerah kopo bandung . dimenu nya sangat direkomendasikan dan harga lumayan miring untuk ukuran makanan berbau makanan barat . di samping itu tempat nya yang mudah dijangkau dan suasana yang menarik cukup menjadi salah 1 daya tarik ozt kafe,positive
"rakyat mah tidak panik sudah biasa hampir 4 tahun belakangan ini di kibulin terus , istana itu yang panik segala jurus tipu sudah dikeluarkan tetapi tidak mempan rakyat nya dah pada pinter , kecuali penghuni kolam butek yang masih senang diumpankan tipu tipu hap hap hap",negative
"bakmi porsi besar , cukup enak tapi tidak luar biasa okelah letak di jalan besar strategis gampang ditemukan",positive
"mohon bantua nya untuk pengembalian dana dari nomor transaksi 170599117329 dengan nomor tagihan bl17116ga8k5inv . dikarenakan barang belum dikirim dan email saya tidak bisa dibuka , atas nama igun febrianto keling kelet jepara",neutral
"sampai saat ini saya rasa batagor ini masih yang terenak di kota bandung dibandingkan dengan batagor lainnya yang saya pernah coba . bumbu kacang nya pas rasanya di lidah , dan batagor nya juga tidak amis bau nya . silakan mencoba untuk yang belum pernah coba .",positive
"karena kartu okotrip saat ini adalah dari bni , maka tapup bisa dilakukan di merchant-merchant yang bekerjasama dengan bni .",neutral
"ayam nya enak , begitu datang kita langsung disediakan makanan otak-otak , dan keju aroma sebagai cemilan , untuk menu makan , ayam bakar sangat nikmat di hidangkan dengan lalapan dan sayur asem ditambah sambal dadakan yang bisa kita pesan sendiri",positive
"terakhir berkunjung mengecewakan , tapi tergantung selera , tiap orang punya selera masing-masing tapi buat roti sama pisang bakar nya lumayan",neutral
"kami mengagendakan salah satu tempat yang wajib kami ku njungai untuk makan malam adalah the valley yang berada di kawasan dago . hal yang istimewa adalah lokasi nya . dari restoran ini kami bisa menikmati pemandangan indah kota bandung di waktu malam . sayang nya , saat kami sudah duduk di luar ruangan yang langsung menghadap kota bandung tiba-tiba hujan dan air tampias , maka kami terpaksa pindah .",positive
"minimal internet saya putus tiba-tiba , 1 rumah pakai simpati semua begitu juga tidak bisa connect internet",neutral
menyangkut kali bang dengan apk driver yang menggunakan apk tambahan seperti fase gps,neutral
"ada . menyesal dan rugi pakai smartfren . lambat banget , jangan pakai smartfren , tambah dosa nanti .",negative
"hai kak , mohon maaf saat ini sedang dilakukan pemeliharaan sehingga registrasi , perpanjangan , cek kuota paket internet dan akses layanan miliar - banking untuk sementara belum dapat dilakukan .",neutral
sugar daddy kalau pesan via traveloka langsung cari hotel dari harga tertinggi bukan terendah .,neutral
"tempat lumayan romantis , kalau bawa pasangan . karena kebetulan pas saya ke sana , malam hari tapi gerimis , jadi pemandangan ke bawah , kurang oke . sayang banget , padahal sudah siap-siap bawa kamera . seragam pelayan sepertinya harus diganti deh , saya pikir security , ternyata pelayan : ronde nya enak . kita pesan satu makanan juga tapi sepertinya lupa diorder ke dapur .",positive
"selamat sore ibu , perihal produk perbankan bank mandiri apa yang dapat kami bantu ? yogi",neutral
"saya dan teman-teman berkunjung pada akhir agustus 2014 , makanan di resto ini cukup enak dan harga terjangkau untuk sekelas resto , pelayanan cepat dan gesit . makanan favorit saya hongarian soup dan newyork tenderloin . tempat ini cocok untuk pasangan dan menjamu tamu dari luarkota , pemandangan resto ini kota bandung , jikalau tidak hujan disarankan duduk di luar gedung agar lebih menikmati suasana dingin .",positive
"aksesoris bawaan nya hanya charger aj dan belum ada buku panduan bus indonesia nya , kurang membantu",negative
bagi penulis-penulis gpu yang berminat ikut serta dalam gerakan 4b bersama redaksi gpu pada tanggal 25 maret 2018 .,neutral
"beberapa kali mengunjungi mal ini , kesan nya mal ini membingungkan dan mahal . petunjuk di dalam mal juga kurang , dan jalur nya terlalu banyak . barang-barang bermerek bisa ditemukan di sini , dengan harga yang sesuai dengan brand nya . untuk kuliner nya juga termasuk mahal , dan variasi nya kurang banyak . tapi bolehlah kalau cuma untuk berjalan-jalan .",negative
jadi di sini yang harus nya di kembalikan itu uang sejumlah invoice pembelian kami,neutral
"suasana nyaman dengan makanan yang enak . jika anda berkunjung ke bandung jangan lupa makan malam di sini . cocok untuk acara keluarga , pasangan bahkan acara reuni teman-teman . saya anjurkan reservasi sebelum ke restoran ini supaya bisa mendapat tempat . recommended restoran if visi bandung .",positive
nikmati cicilan 0 % hingga 12 bulan untuk pemesanan tiket pesawat air asia dengan kartu kredit bni !,neutral
"salah satu hal yang saya benci , kalau ada film yang tokoh utama nya mati di akhir jalan cerita .",negative
"restoran dengan pemandangan bukit-bukit kecil , lembah hijau , udara yang segar dan suara-suara burung . saat yang tepat menikmati pemandangan adalah di saat afternoon tea . suasana yang sangat tenang dengan perpaduan warna langit menuju sunset dan backsound smooth jazz . , hanya sayang sikap para pelayan tidak mendukung keindahan suasana dan pemandangan restoran . untuk manajemen sebaiknya bisa memberikan pelatihan agar mereka bisa bersikap lebih elegan .",positive
"para bakal cabup / wacabup yang se papua yang menerima rekam dari pks , nampak xilem wandik kader pdip , jhon banua dan ham pagawak demokrat",neutral
"sby menyatakan terdapat oknum di badan intelijen negara bin , polri , dan tni yang tidak netral dalam pilkada serentak 2018 .",neutral
di sini banyak pilihan makanan . mau lesehan atau tidak pun bisa milih . sambal bisa pilih sesuka hati nya dan ambil sebanyak-banyaknya . pelayanan memuaskan . bisa prasmanan ataupun pesan tergantung menu nya .,positive
"naik grab ke mana saja , cukup bayar rp 1 kalau kamu bayar tanpa tunai dengan ovo !",neutral
"kfc bandung supermall fasilitas nya lengkap luas , agak jarang ditemukan dikfc lainnya . keramahtamaan karyawan nya juga sangat bagus",positive
"dek usil protes ceramah politik di masjid . ini ceramah politik di gereja , kok tidak diprotes ? agama mu apa , ulir ?",negative
pernah makan roti bakar pakai keju ? mi pakai keju ? pisang pakai keju ? pasti rasanya gitu-gitu ajakan ? ke sini deh ! keju nya menumpuk banget deh serius . dan untuk harga ? murah loh serius ! rekomendasi deh seriusan hehe,positive
restoran dengan konsep openair sehingga dapat melihat kota bandung . menikmati pemandangan dan udara terbuka,positive
hai tolong bantu saya tidak bisa input tidak resi jne dan kenomor resi sudah dipakai .,neutral
"telkomsel gemar nya bikin orang marah-marah , paket data nya mahal tapi kok ya internet nya lambat banget .",negative
"jangkauan siar nya tolong diperluas , karena banyak daerah yang belum bisa menikmati siaran net . terima kasih .",neutral
"aku agak kecewa dengan lagu nya melody echo chamber yang baru . hmm aliran nya berubah dari pyschedelic kayak ke shoegazing , terus juga rumor dia dekat sama pria baru itu semenjak putus sama kevin parker tame impala itu .",negative
"kadang kemasan paket tidak sesuai harapan , kotor , dan rusak di jalan . mengecewakan tapi lihat dalam nya , isi nya sesuai dengan yang kita butuhkan .",negative
kalau pks sama fpi susah karena harus selamatkan banyak orang waras . kaderisasi mereka berdua berasa masih hahahihi sehingga banyak banget pentolan nya yang akhirnya keluar bahkan pindah agama,negative
"banyak komen di tripadvisor membuat saya penasaran , bermodalkan perut kosong supaya melahap lontong padang kesukaan saya ternyata benar-benar membuat kecewa , akhirnya saya cuma minta dibungkus saja selera makan pun menjadi luntur . masih mending makan lontong padang yang di itb , untuk rasa masih jauh",negative
"kapolres jakarta timur kombes pol ya . tony surya putra sik , mh dampingi gubernur dki jakarta anies baswedan dalam rangka kunjungan ke pos pengamanan ops lilin jaya 2017 di gereja st . antonius , otista , jatinegara , minggu malam .",neutral
"saya ke sini dengan membawa tamu , mereka senang dengan makanan di sini karena keunikan nya makan benar-benar beralaskan daun bukan piring . ada dapur terbuka di bagian belakang , menjadikan salah satu keunikan lainnya di sini . staff nya pun ramah-ramah . harga pun muat di kantong , tidak mahal , terjangkau .",positive
"kayak gini , seorang professor ? mending dipergi saja gelar professor nya .",negative
"suasana nyaman , harga terjangkau , rasa enak , sedia kursi bayi , kamar mandi bersih , ada musala , pegawai ramah , setelah pesan makanan keluar agak lama , tempat parkir tidak terlalu luas .",positive
"selamat siang , jika ada hal lain yang bapak akan tanyakan dapat mention kami kembali . terima kasih zan",neutral
kasus sara dengan ucapan pribumi waktu pelantikan nya kok tidak dibahas lagi sih . pilih kasih .,negative
"kenapa korupsi meraja lela ? koruptor bebas berkeliaran , karena kantor polisi hanya diisi para pecundang mata duitan banyak bacok yang hanya mau membela yang sanggup bayar . benar-benar malang indonesia .",negative
"saya lebih setuju menahan diri , saya tidak marah dengan aksi panser tsbt",positive
"tempat nya selalu ramai pengunjung harga nya sangat terjangkau indomie , keju , roti bakar , semuanya disajikan dengan tumpukan keju yang berlimpah",positive
"mau parkir nya kecil seperti . yang penting steak nya enak . super juicy ! tidak murah sih tetapi tidak menyesal . seperti biasa , ada harga ada barang : kualitas nya mantap .",positive
"paling suka banget makan siang di sini ayam sama sambal nya enak banget harga nya luar biasa hemat , rasa ayam nya meresap sampai ketulang nya , es ludah buaya nya juga segar bikin adem perut setelah makan sambal yang pedas , pelayan nya sigap dan ramah , yang aku suka di tempat kasir ada tulisan 10 % disumbangkan untuk beramal , buat makan jadi lebih enak ke perut",positive
"restoran ini menawarkan menu yang cukup lengkap , mulai dari seafood sampai makanan khas sunda . cara nya cukup unik , yaitu kita memilih terlebih dahulu makanan nya ikan , sayur , dan lain-lain , lalu nanti dapur akan memproses nya . sesuai dengan nama restoran nya , kita makan dengan hanya beralaskan daun pisang .",positive
"cucu mantan dirut pertamina era suharto ? yakin itu harta , bukan hasil korupsi ? bermewah-mewah dari hasil korupsi ? apakah di negara ini , tidak punya budaya malu , makan hasil korupsi .",negative
"untung petunjuk jalan selalu ada , soal nya agak jauh dan terpencil letak nya , but kalau sudah sampai dan makan wagyu atau hitam angus nya . buih . kamu harus dicoba masih kentang nya . oke punya . mash potato yang terenak yang pernah gua makan , agak sedikit kasar , plus ditambahkan keju sepertinya . mantap . rekomend banget buat ajak keluarga atau orang yang anda sayangi .",positive
untuk mengetahui promo-promo yang sedang berlangsung di tokopedia kamu dapat mengunungi halaman berikut .,neutral
belajar dari kasus deddi mizwar demiz dan ridwan kamil emil yang terancam gagal ke pilgub jabar,neutral
mobil toyota rush mengalami kecelakaan di ruas tol jomo jombang - mojokerto .,neutral
aduh pak tak usah kau marah-marah tak jelas begitu . kalau sudah mau diperiksa ya relakan saja . tak usah bicara sana - sini seperti orang tak bersalah .,negative
"warisan sbyudhoyono the king of pencitraan dan the caesar of pola hidup super mewah , vvv sutra super glamour bingit yang diterima oleh jokowi 1 / mega proyek-proyek mangkrak 2 / hutang 2700t 3 / radikalisme",neutral
"mantap maju dpr ri banda aceh - nama edi saputra , ketua dpc partai demokrat bireuen ,",neutral
"sudah beberapa kali makan di resto ini tapi terakhir saya makan di sini , pelayanan jelek sekali . makan di sini untuk acara kantor dan kebetulan ada acara juga di bawah jadi mungkin pelayanan terbagi 2 . dikasih sport di atas kiri dan beberapa bohlam lampu pada mati dan dengan entengya pelayan ya bilang tidak ada lampu cadangan jadi disuruh pakai lilin . restoran bagus kok tidak ada .",negative
"dialog : penenggelaman kapal , siapa untung ? apakah menteri susi akan menyerah dengan pemberlakuan moratorium penenggelaman kapal untuk kepentingan ekonomi sesaat ? waktu yang akan membuktikan nya .",neutral
mimpi disuruh mencari coklat sama gordon ramsay eh malah kecampur sama kuah indomie terus bentuk nya jadi aneh . :,negative
"memberi uang lebih ke mas gocar malah dikembalikan , kata nya buat jajan aku aja",neutral
"ternyata banyak banget pengecut dan orang sombong di dunia ini . world cruel , saya lever realized .",negative
"cashback jadi percuma kalau dikasih bates waktu pemakaian minimal , alhasil cashback saya hilang begitu saja .",negative
kafe ini sudah lama . tapi tetap jadi salah satu tempat yang disukai . pemandangan nya bagus . udara nya segar . makanan nya enak . steak nya semua enak . cocok di lidah . tom yam nya juga enak . di sini berlama lama sambil mengobrol dengan teman atau keluarga sangat nyaman .,positive
"jenis makanan variatif banget dan tidak membosankan , yang paling menarik dessert nya , banyak jenis dan tampilan nya juga menarik sekali",positive
"islam itu sama sekali bukan rahmatan lil alamin tapi la natan lil alamin . ajaran nya berdarah-darah : potong tangan pencuri , bunuh orang murtad , bunuh lgbt , rajam pezina , perangi kafir .",negative
menarik pilkada jawa barat ini . ada ridwan kamil berpasangan dengan tokoh dari dc universe .,positive
"ibu rohmah minimal transaksi transfer ke sesama rek mandiri atau pun ke rek bank lain minimal rp 1 , - . terima kasih nida",neutral
"ini adalah restoran favorit anak saya . menu kesukaan nya adalah kepiting saus singapore . rasanya pedas menggoda . anak saya yang lain suka cumi goreng mentega . meskipun berkuah saus , gorengan cumi nya kriuk . rasanya manis dan tidak pedas . alamat nya agak susah dicari , tapi worth the effort . sebetulnya sangat mudah dijangkau dari jalan riau . jika anda berkendara di jalan riau dari arah dago , tinggal belok .",positive
"desain interior dan suasana membuat pilihan pertama mampir , sambil menunggu gerimis hilang . menu pesanan pun disodorkan dan memilih irish coffee serta banana sweet nachos . ternyata irish kopi tak muncul malah dihidangkan seperti foto yaitu es kopi , setelah memanggil pelayan untuk memastikan pesanan . diperoleh jawaban kalau irish kopi tak ada karena ingredient yang disebutkan tak ada . sampai sekarang tidak mengerti mengapa . lanjutan",positive
"pertama kali mencoba ke richeese factory minggu , 22 maret 2015 . sekalian jalan pulang , saya dan pasangan mampir untuk makan siang . pesan menu 4 bulgogi spicy wings level 1 , 1 chicken spicy level 3 , 1 stroberi kue in a cup . rasa ayam nya enak ditambah dengan kelezatan saus keju nya yang pas , minuman nya saya tidak tahu nama nya apa yang pasti ada rasa stroberi .",positive
mantan ketua dpr setya novanto jalani sidang dengan agenda mendengarkan jawaban jaksa atas eksepsi .,neutral
berada di area dago yang sejuk membuat atmosfir nya menjadi sangat pas untuk nongkrong bersama teman . ditambah desain tempat nya yang unik . harga makanan pun standar tetapi rasanya lebih dari standar meskipun pilihan menu nya tidak ada yang spesial .,positive
dijual 131 makan siang cooler bagian tas bekal dengan lapisan penahan panas / dingin,neutral
"untuk perihal pergantian rekening untuk pembayaran autodebet bpjs , bpk luqman bisa datang ke kantor cbg bank mandiri pengajuan autodebet tersebut ya untuk dapat dilakukan pemberhentian terlebih dahulu .",neutral
"dengan belanja di bisa dapatkan produk nya , juga perlengkapan masak nya .",neutral
"baru setelah itu hasil merger yang bukan merger karena kasus beda dengan merger bank mandiri , cth : bidang konstruksi ada adhi karya , waskita karya , hutama karya , wijaya karya , nindya karya , pembangunan persero digabung menjadi satu dengan dipimpin oleh adhi karya .",neutral
"paling asik tempat nya selain luas dan nyaman , bisa di luar atau di dalam menu nya banyak dan beragam salad nya enak dan segar , kalau es krim saya tidak begitu suka tidak tahu kenapa . paling pas makan ramai-ramai per 4 - 6 orang setiap awal bulan buat mentraktir .",positive
"saya gunaka bb tipe 9210 , saya mendapat info sejak kemarin , dikenakan biaya gprs .",neutral
"aroma khas yang ada jika makan di atas daun pisang , ya walau ramai tempat ini selalu jadi favourit saya jika ke bandung .",positive
"menu utama nya jelas pizza . kami coba pesan spicy papperoni pizza . dan ternyata . pizza nya crunchy , dan tipis . walaupun untuk pemesanan cukup lama . tetapi cukup puas untuk pizza nya .",positive
kenapa kalian semua cuma nyinyir di media sosial tentang fadli zon ? kenapa tidak demokan saja ? tidak berani ya ?,negative
"soal usung achmad - eddy tanjung , jubir demokrat riau : belum ada kesepakatan",neutral
"pertama coba dan langsung suka ! waktu itu pesan bakmi komplet . enak banget . mie nya kenyal . tidak terlalu kecil , tidak terlalu besar . porsi nya besar , daging nya juga banyak , ada jamur nya juga . harga terjangkau sesuai porsi .",positive
polisi bagaimana sih ? harus nya perlakuan tilang tidak pandang bulu ! polisi gabut,negative
"mantap sekali , ambo kue lembut dan legit , kuah yang banyak , lokasi dan tempat terbatas . di sini jual juga makanan lain seperti nasi tim ayam yang enak",positive
"obonk termasuk steak dengan harga murah , kamu bisa makan steak dengan harga steak 20 - 30 ribu rupiah . my pengalaman , saya memesan menu terdeloin bbq nasi putih red : indonesia banget hehe . ukuran terderloin cukup sesuai dengan harga nya , dengan additional kentang goreng dan sayuran . rasa steak terderloin nya standar dengan kurang dari bbq .",neutral
tertarik ke sini karena dekat dengan hotel tempat kami menginap dan decor nya yang homey . kami datang dan menunggu masuk karena daftar tunggu . kemudian setelah duduk kami order makanan dan minuman . 1 . m inum datang dalam waktu 15 menit oke mungkin karena ramai kami maklum 2 . s teak yang dipesan suami saya datang dalam waktu 30 menit dan burger pesanan saya belum disajikan . sayang nya steak nya tidak setimpal . lebih banyak minus nya .,negative
ceo - nya go-jek mengeluh terus bawa-bawa cinta produk dalam negeri . menghormati saya turun drastis banget sama orang ini . cengeng .,negative
"ini adalah kunjungan saya yang kedua , setelah sebelumnya kurang lebih 4 tahun lalu . saya memesan bakmie yamin spesial dengan porsi yang lumayan besar . dengan minum harga nya rp . 70.000 , - mi nya cukup enak . tapi satu hal yang menjadikan restoran ini sangat tidak rekomendasi adalah , kebersihan nya . saat kami sedang makan , ada 2 orang staf membawa troli barang yang diatas nya ada sebuah panci besar berisi air kotor .",negative
"kalau ke toko tunggal jangan lupa beli roti bakar nya , menurut saya roti bakar nya itu beda sama roti yang lain . tekstur roti nya mirip bolu kukus , jadi agak lembut begitu dan harum juga roti nya . kalau ke sini jangan lupa beli roti keju nya , karena enak banget mentega dan keju nya jadi satu sama roti .",positive
"saya pertama kali makan malam di the 18th , dan saya langsung di tawarkan oleh mbak aisyah untuk romantis makan malam makan malam di the 18th . view nya bagus sekali . makana nya juga enak . pelayanan nya memuaskan , terima kasih banyak ke aisyah sudah banyak membantu saya untuk memberikan momen yang indah untuk pacar saya . dia sangat senang dan terharu dengan kejutan yang saya berikan .",positive
"jual blue daily half time by alexia hanya rp 8.500 , pemesanan klik",neutral
"dari dulu selalu makan di sini , makanan nya enak , banyak kue juga . kue khas yang sangat saya favoritkan di sini adalah kue surabi besar dengan coklat meses diatas nya . waktu penyajian agak lama berkisar 18 - 30 menit .",positive
salah satu sudut kota bandung terdapat beer house bernama q meal di daerah ciumbuleuit . tempat yang saya nyaman dan ramah apalagi di sini terdapat bar yang langsung menghadap ke open kitchen mereka . salah satu pemilik / chef nya sangat humble dan senang berbagi cerita . bahan makanan yang disiapkan pun termasuk yang terbaik dikelas nya . salah satu alasan saya suka dengan tempat ini adalah flavour beer . mantap .,positive
sejak dulu commedian ini pengecut . makanya heran dulu dijadikan jurkam pilkada jakarta,negative
"makan di sini karena iseng , sudah mendekati jam 12 malam . walaupun hampir tengah malam , tetapi suasa nya masih ramai . padahal hari senin . untuk yang tidak mau makanan terlalu berat , pilihan nya banyak . ada roti bakar , indomie mi instan , pisang bakar . dan masing-masing menu tersebut tersedia banyak varian bisa di-browse sendiri untuk menu pilihan nya , karena saya tidak sempat memfoto nya hehe .",positive
di sini terdapat aneka macam masakan sunda . tempat yang bersih dan nyaman . juga pelayanan nya ramah . rasa cukup nyaman dan sesuai dengan biaya .,positive
kalau ke bandung selalu mampir ke lomie karuhun . lokasi nya strategis di pinggir jalan pasir kaliki . rasanya enak . kuah nya kental . jangan lupa pakai sambal dan jeruk . harga nya tidak terlalu mahal . top .,positive
