text,sentiment
"saya pertama kali makan malam di the 18th , dan saya langsung di tawarkan oleh mbak aisyah untuk romantis makan malam makan malam di the 18th . view nya bagus sekali . makana nya juga enak . pelayanan nya memuaskan , terima kasih banyak ke aisyah sudah banyak membantu saya untuk memberikan momen yang indah untuk pacar saya . dia sangat senang dan terharu dengan kejutan yang saya berikan .",positive
"pada permulaan permainan dan kapan saja pemain menukar raket nya selama permainan berlangsung , seorang pemain harus menunjukkan raket nya pada lawan nya dan pada wasit dan harus mengizinkan wasit dan lawan nya untuk memeriksa / mencoba nya .",neutral
"mana kinerja nya yang paling buruk ? tni , polri , satpol pp , hansip atau satpam ?",negative
"untuk pilihan makana nya kurang , enak buat hang out minum kopi ngopi bareng teman . pemandangan bandung dan tempat nya asik",positive
"tiga aplikasi jagoan fpi pengganti whatsapp , facebook , dan google cek berita-berita menarik lainnya",neutral
"the kiosk braga salah satu alternatif tempat makan siang bagi saya dan rekan kerja saya , sebelum direnovasi menjadi konsep the lost sensasi makan di dalam gua , the kiosk cukup rekomendasi , namun akhir akhir ini , pelayanan nya sangat buruk , sering lama , bahkan bisa hampir satu jam , pesan makanan jam 12.05 , datang nya 12.55 , untuk harga sih standarlah , tidak bisa dibilang murah juga karena .",negative
"ini bukti nya bahwa islam setiap hari memburu kita , maka sejak saat ini , perlukah kita melindungi agama kita ?",negative
setuju gua dengan pak rocky gerung . isi orang istana semua kerja nya selalu koar-koar . tidak bermutu .,negative
"variasi suki macam-macam , kuah suki enak , apalagi kuah tomyam nya . dimsum nya enak , semua direkomendasikan . soal harga lumayan di atas rata rata . tapi sesuai dengan kualitas rasa .",positive
jr - saragih - ance - selian - resmi - maju - di-pilgub - sumut,neutral
"minimal indomie goreng exp . date masih kurang 3 bulan kok sudah mulai kadaluarsa karena aroma mi sudah mulai agak tengik , bumbu sudah mulai menggumpal dan saus nya sudah mulai berubah warna dan tekstur .",negative
sudah gua bilang . gua alergi jne . tes saja disodorkan pengiriman jne . mau marah kutu,negative
aku bosan dengan drama sinetron ini . ku mohon segeralah berakhir . lelah aku mengikuti alur nya .,negative
"waktu itu beli beef brisket schnitzel dan rasanya biasa . tempat nya oke , kurang nyaman karena selesai makan , piring nya cepat sekali diambil untuk dibereskan .",negative
mobil terpopuler di uni emirat arab adalah toyota kijang innova yang sepenuh nya diproduksi di indonesia .,neutral
"lokasi yang jauh dari pusat kota bandung membuat kita benar-benar berselonjor di kampung daun , apalagi perdu nya pepohonan membuat kita malas gerak __laugh__ . menu nya mengandal nya sajian kuliner tradisional khas sunda , namun __laugh__ harga nya perlu dikaji lagi . tapi terlepas dari itu , kampung daun cocok dijadikan tempat pertemuan , khusus nya urusan bisnis dan termasuk pula menjamu tamu dari jauh yang ingin mencicipi suasana yang nyunda .",positive
"positif : - atmosfir dengan kursi dan meja dengan kayu berkualitas negatif : - menu makanan banyak yang tidak tersedia - harga tidak nilai untuk uang - pelayanan kurang memuaskan - nasi liwet yang tidak standar , order 2 kuali yang satu asin standar , yang satu asin banget",negative
sudah berapa tahun jadi presiden kenapa baru sekarang mau mengondisikan turun pencitraan terus maklumlah sudah dekat pilpres,negative
sebuah harapan dilontarkan komisi pemberantasan korupsi kpk terhadap terdakwa korupsi e-ktp setya novanto .,neutral
"setuju banget sama solusi yang ditawari anies baswedan dan sandiaga uno buat memperbaiki ibukota , saya dukung dan terus berdoa buat kebaikan dua bapak hebat ini .",positive
biasanya kita ke yogya depo toko untuk belanja . sekarang kadang kita hanya niat makan di sini . menu nya banyak pilihan dari tempat makan yang halal . minuman juga makanan penutup ada . satu tempat untuk datang bersama keluarga dengan selera makan yang berbeda .,positive
"suka banget kalau ke bandung datang ke sini , banyak pilihan masakan dan sayur lalapan , khas sunda banget . tutut nya enak banget , es goyobot juga . mantap banget pokok nya",positive
"menurut saksi , suspek adalah 2 orang lelaki yang menunggang motor yamaha lc .",neutral
"sumpah kecewa , nasi uduk langganan saya kerupuk nya ganti jadi kerupuk pelangi . kecewa banget parah tidak bohong .",negative
"saldo gopay saya tbtb habis padahal saya tidak meladeni orang yang usil yang nga ku dari pihak gojek , tolong segera tangangi , menyusahkan saja .",negative
"restoran ini mengusung suasana alami , dengan konsep bilik-bilik yang terpisah-pisah dan dikelilingi bebatuan dan pepohonan . ada beberapa air terjun buatan , jembatan kayu dll. makanan yang disajikan memiliki rasa yang enak , meskipun harga yang ditawarkan cukup tinggi , sekitar 70 - 80 ribu per orang . apabila musim liburan bisa sangat ramai .",positive
"makan malam bersama . seluruh keluarga . di hari ulang tahun suami . menjadi sangat berkesan , dengan suasana yang menawan di 18th trans luxury hotel . pelayanan yang sangat ramah dari mas tian . tidak perlu menunggu lama , makanan dan minuman yang dipesan . hitam angus steak dengan saus teriyakiny top markotop . sop buntut nya sudah tidak perlu diragukan . enak .",positive
"suasana nya bagus alami seperti di desa banget pinggir hutan . kami coba nasi goreng kampung , ayam kahaseupan ayam asap , jamur bakar , sayur-sayuran . nasi goreng dengan ebi kering cukup enak . ayam nya bau asap cair banget jadi kurang disukai . jamur bakar oke . cah kangkung porsi nya agak sedikit . harga sedikit di atas rata-rata , misal ayam kahaseupan rp 95 ribu / ekor . anak-anak relatif kurang suka .",negative
masih pakai indihome kakak . wuuu . gantilah mahal lemah otak pula .,negative
"hanamasa sudah ada sejak zaman saya kuliah letak nya waktu itu di depan bip jalan merdeka , ala kamu bisa makan ambil sendiri , masak sendiri , mantap rasanya .",positive
hampir semua musala di stasiun jalur ke bogor kondisi nya juga terlalu sempit dan fasilitas wudhu yang kurang . bahkan sekelas stasiun besar bogor .,negative
"saya datang ketika liburan panjang , dan ke sini untuk makan malam tanggal 11 malam . mungkin lagi ramai-ramai nya , jadi banyak menu yang habis . dan saat itu hujan , banyak laron . tidak bisa menyalahkan restoran nya juga karena laron kan hidup bebas . tapi yang disayangkan dengan resto sekelas ini , pelayanan nya masih lama . kami menunggu makan cukup lama untuk beef donburi saja .",negative
"perusahaan / online shop di bekasi yang butuh film tarif / ongkir jne , mention kami ya .",neutral
djarot saiful hidayat akhirnya resmi diusung pdi perjuangan menjadi bakal calon gubernur sumut .,neutral
"secara keseluruhan baik : lumayan baik . atmosfer nya enak juga buat santai-santai bareng . cerita nya ke sini tidak sengaja karena pengin mencoba tempat baru . pas masuk yang dicari pria ya langsung resto nya dulu karena lapar . hahaha . aku pesan nasi bambu lupa nama nya menurut saya sih biasa saja , minuman nya sih enak , hanya kalau melihat harga nya ya jujur saja memang mahal saya kurang merekomendasikan tempat ini .",negative
"konsep-konsep yang di tawarkan oleh paslon rindu sangat inovatif , kang tea dong",positive
"calon pemimpin papua tidak ada yang benar , bahkan sampai ada yang ngancem bakal membunuh orang yang tidak mau dukung dia .",negative
"saya dan istri memilih restoran ini untuk makan siang karena lokasi nya dekat dengan kantor , di daerah setiabudi , bandung . lokasi nya tepat berada di belakang spbu jalan setiabudi , di seberang hotel hemangini . tempat parkir nya cukup luas . suasana bistro dan bar ini sangat nyaman , dengan desain interior nya yang unik , dan cocok sekali bagi yang senang berfoto ria , selfie , maupun yang senang hang out .",positive
"bima arya bukan nya bikin bogor lebih bagus malah sebaliknya , benci sama dia .",negative
"sinergi bni - kementan - tni penyaluran kartu dan kur tani menuju ketahanan pangan nkri . hilangkan sistem ijon , perangi rentenir , lindungi petani .",neutral
cukup nyaman makan malam di resto ini dengan pemandangan kolam renang sedikit menambah kesan romantis . makanan nya juga lumayan enak dengan harga yang pas menurut saya .,positive
"tim saya akan mengadakan makan malam tema di burgundy . daripada tersesat , saya dan sekretaris saya mencoba mengecek tempat nya dahulu sehari sebelumnya . sekalian juga tes makanan . perjalanan nya jauh sekali dan naik turun bukit . diperparah ketika kami ke sana itu hari minggu sore sehingga macet . sesampai nya di sana sih pemandangan nya oke . tapi layout restoran nya biasa saja .",negative
"digadang jadi wakil ade jaro di pilkada 2018 , beben suhendar tunggu keputusan demokrat via",neutral
bagi penulis-penulis gpu yang berminat ikut serta dalam gerakan 4b bersama redaksi gpu pada tanggal 25 maret 2018 .,neutral
"ini merupakan salah satu mi legendaris di bandung dan temap nya tidak banyak mengalami perubahan sampai saat ini , dengan bangunan tua seperti rumah biasa . saya suka mi yamin asin , mie nya lembut dan sepertinya home membuat . kuah kaldu nya gurih .",positive
dusun bambu ini tergolong baru di bandung . tempat nya yang dekat banget sama almamater saya . membuat saya gampang cari ini tempat . pemandangan nya bagus . banyak tempat makan yang enak-enak . beli nya nanti pakai voucher .,positive
"berdekatan dengan jalan riau , kopi progo tempat yang pas untuk istirahat . tidak cuma minum kopi , minuman lain seperti milkshake juga ada . makanan nya pun beraneka ragam , ada indonesia , italia , dan menu makanan barat . kalau yang hobi foto selfie , ada beberapa spot yang menarik untuk dijadikan latar belakang .",positive
"untuk pertama kalinya kami mencoba makan malam di restoran yang kata nya dicari cari karena sejarah nya ternyata dihari biasapun restoran ini sangat padat pengunjung . pilihan menu sangat variatif : mulai dari italian , mexican , indonesian , dan lain-lain kami mencoba order pizza yang super enak , lasagna lezat dan mengenyangkan , mi goreng kepiting porsi besar dan enak , lidah beef tongue - 2 potong dengan rasa yang pas di lidah .",positive
saya ria a mohon dicek nomor resi jd000409334 transaksi di saya dapat telepon dari j amp ; triliun sorong papua barat atas nama pak agus 6282198801958 .,neutral
selamatkan anggota kami . anggota pki adalah anggota paling suci sedangkan islam itu sesat .,negative
"tolong ya minimal , demi kemudahan nasabah agar di dalam stasiun tigaraksa diberikan mesin atm beserta iklan bank bni",neutral
"jalan braga memang cocok untuk berkumpul sekalian kumpul-kumpul bersama teman-teman , jangan lupa mampir ke sini tempat nya lumayan nyaman , untuk hanya sekadar menikmati makan malam , tempat nya satu kawasan dengan braga city walk",positive
"cara merekam layar android versi kitkat , uji coba pada asus zenfone via",neutral
ganjar tak ingin ambil pusing walaupun banyak jagoan pdip keok di pilkada 2018 .,neutral
"pemandangan yang menghadap lembah dan pepohonan , menu masakan dari indonesian makanan , makanan barat dan beberapa menu ala carte cake dan pastry . namun masakan nya tidak terlalu spesial rasanya biasa-biasa saja , hanya pemandangan nya saja yang bagus",positive
"di dekat gubernuran , tidak jauh dari jembatan penyebrangan , ada gang yang di dalam nya terdapat makanan yang sudah ada sejak zaman ibu saya . rasa kuah lontong kari kental dan agak manis , cocok ditambahkan acar yang ada di meja . porsi nya mengenyangkan",positive
"mantap sekali , ambo kue lembut dan legit , kuah yang banyak , lokasi dan tempat terbatas . di sini jual juga makanan lain seperti nasi tim ayam yang enak",positive
"hai , transaksi ini : 180604195019 sudah kami bantu remit , sedangkan transaksi ini : 170584351549 silakan kamu hubungi hubungan buka bantuan pada hubungan berikut .",neutral
makanan nya enak dan variasi makanan lumayan banyak . buka sampai malam dan cocok untuk yang cari makanan di malam hari,positive
restoran yang tidak enak dan luar biasa mahal di terminal 1 c ini merusak gambar bandara soetta sebagai world class airport,negative
"jadi sedih campur terharu ,, hai koruptor apa lo enggak bangga punya presiden begini , dasar makanan nya yang haram otak nya juga kotor , koruptor lo daging babi kau haram kan nyolong duit rakyat kau halal kan",negative
"ingin bantu kasih hubungan info nya , tapi kuota internet saya terbatas .",neutral
menarik pilkada jawa barat ini . ada ridwan kamil berpasangan dengan tokoh dari dc universe .,positive
steak yang dihidangkan dari sisi ukuran dan kenikmatan berasa langsung ditambah saus steak nya yang kurang kental sesuai dengan harga,positive
nasi goreng hijau tren botti nya enak . yang lain oke-oke saja . jus lumayan seger . tempat nya lumayan buat ngumpul-ngumpul sama keluarga .,positive
"gerindra , partai pki zaman sekarang . pendana mca atau saracen . pemecah nkri . jualan agama dan mayat walau ketum nya tidak bisa ngaji . muslim kah ?",negative
"ramen nya enak , ada sekian banyak pilihan ramen dengan tambahan dan kuah yang berbeda-beda namun sama lezat nya hmm . selain ramen dapat pula dinikmati okonomiyaki dengan berbagai pilihan tambahan dan isian . ada tuna , cumi , keju , ataupun mozzarella . tempat nya bersih dan nyaman , dilengkapi komik yang bisa dipinjam selama di situ untuk mengisi waktu , unik bukan ? lokasi nya juga strategis , berada di area simpang dago .",positive
"kopitiam oey braga , kopitiam ini menyediakan berbagai macam makanan , terutama makanan lokal / tradisional , penataan ruangan nya ala nyonya belanda / peranakan !",neutral
"berlokasi di salah satu tempat belanja dan rekreasi di cihampelas wali bandung , resto ini tidak mengecewakan . sajian nya cukup beragam . untuk rasanya , resto ini bisa menyajikan nya dengan cukup enak dan nikmat , sangat cocok untuk bersantap dengan pasangan atau keluarga .",positive
"pilihan restoran dengan menu-menu makanan indonesia maupun eropa dengan harga yang terjangkau dan porsi yang mengenyangkan . untuk saat-saat tertentu , misal : malam minggu , atau untuk buka puasa , ada baiknya datang lebih awal karena meja yang berbanding terbalik dengan jumlah konsumen yang datang .",positive
"tempat ini sungguh sangat mengasyikkan . terkahir ke sini saya bersama rekan rekan dan tamu kantor untuk bersantap malam di sini . mungkin ada sekitar 30 orang dan tempat nya cukup tidak kurang satu apa pun , pelayanan nya pun sangat baik . makanan nya enak-enak , terutama pizza nya dan banana pancake nya pun mantap ! selain makanan , tempat nya pun sungguh sangat terjangkau karena berada di tengah tengah kota .",positive
"mau gimana lagi , kawasan gua enggak ke over indihome atau apa . mau naik kabel mahal benar",negative
"yusri maling dan kepala maling di belakang nya . ayo pejabat jakarta , cabut ktp dki nya . rakyat miskin yang sudah dibantu dari pajak orang-orang beruang kok bergaya lagi .",negative
menu nya lumayan banyak pilihan dan pelayanan cepat . kebetulan juga dekat dengan hotel menginap semalam . jadi lebih mudah ke sana nya . kan hanya menyebrang saja sudah sampai . mantap,positive
"banyak petinggi lagi pada berlomba mendekat ke habib , ustadz , kyai , ulama . lalu memakai peci , baju muslim dan sarung . bagus sih .. tapi kenapa selalu terjadi hanya jelang pilpres ya ?",negative
sate goreng ditawarkan sebagai spesiality oleh pelayan . ternyata hanya 2 potong iga sapi dengan sedikit sekali daging . lebih banyak lemak dan urat . yang lainnya masih oke .,negative
"bagus banget nih bni syariah , tidak ada potongan administrasi tiap bulan nya",positive
voucher isi ulang kuota data tri 33 gb 30 hari harga nya 75 rb,neutral
"kami mencari tempat es krim ini dengan penuh semangat , membayangkan sama persis dengan gelato yang di yogya , setelah ditemukan ternyata gelato nya berbeda . tidak sama dengan yang di yogya . cuma mirip : - apa entah pas giliran kami ke sana itu es belum jadi atau memang mesin nya sedang rusak acuh . atau memang seperti itu ? kalau iya . berarti mesin nya kurang bagus .",negative
"pasangan wardan - su tidak hadiri konferensi pers koalisi partai golkar dan pan , ini tanggapan dpd pan",neutral
kafe yang cocok buat muda mudi yang sedang menjalani masa pendekatan ataupun sudah pacaran tempat nyaman dan enak makanan dan minuman nya pun tidak terlalu bikin kantong bolong cocok banget untuk tempat nongkrong bareng teman ataupun sodara . ingin elegant tidak perlu mahal .,positive
saya adalah iblis yang dipertuhankan oleh muhammad dan para pengikut nya . saya memanggil pengikut muhammad dengan sebutan islam,negative
"jangan lewatkan siaran ulang dengan tema setya novanto : drama hukum 2017 . selasa 2 januari , pkl 19.30 wib hanya di tvone amp ; streaming tvone connect",neutral
"karena kartu okotrip saat ini adalah dari bni , maka tapup bisa dilakukan di merchant-merchant yang bekerjasama dengan bni .",neutral
selamat pagi . wah kecewa berat masa indihome internet tidak kocek lagi . saya itu bayar mahal . jangan kecewakan kami sebagai pelanggan,negative
"berharap dapat menikmati suguhan khas nasi goreng progo , ternyata jam sebelas belum bisa dipesan karena bahan nya masih dimasak , akhirnya memilih hidangan pengganti lain yang tersedia",positive
"pertama kali mencoba ke richeese factory minggu , 22 maret 2015 . sekalian jalan pulang , saya dan pasangan mampir untuk makan siang . pesan menu 4 bulgogi spicy wings level 1 , 1 chicken spicy level 3 , 1 stroberi kue in a cup . rasa ayam nya enak ditambah dengan kelezatan saus keju nya yang pas , minuman nya saya tidak tahu nama nya apa yang pasti ada rasa stroberi .",positive
"ini adalah kunjungan saya yang kedua , setelah sebelumnya kurang lebih 4 tahun lalu . saya memesan bakmie yamin spesial dengan porsi yang lumayan besar . dengan minum harga nya rp . 70.000 , - mi nya cukup enak . tapi satu hal yang menjadikan restoran ini sangat tidak rekomendasi adalah , kebersihan nya . saat kami sedang makan , ada 2 orang staf membawa troli barang yang diatas nya ada sebuah panci besar berisi air kotor .",negative
"kayak gini , seorang professor ? mending dipergi saja gelar professor nya .",negative
"entah kebetulan atau memang sampai nya selalu skitaran jam makan siang , tapi itulah yang terjadi setiap datang ke nasi bancakan . begitu melewati pintu masuk , langsung dihadapkan dengan natrian yang panjang untuk bisa mengambil makanan yang ada di dalam , belum lagi harus mencari tempat duduk yang pasti penuh . tetapi pelayan nya sigap , setelah bangku kosong langsung dibersihkan piring kotor nya .",positive
"dengan bangunan dan dekor minimalis temapat ini memberi pengunjung pilihan untuk memandang alam , seni dan bersosialisasi lewat kafe yang dapat memberi inspirasi bagi siapa pun pengunjung nya . bagi anda yang ingin tersinpisrasi dengan kesenian minimalis dan alam yang indah , tempat ini cocok .",positive
"sesuai nama nya , restoran ini unik dalam menyajikan makanan nya , yaitu memakai piring beralas daun . cara antre memilih makanan nya juga unik , karena calon makanan dijejer , tamu bisa memilih dan nantinya akan dimasak kembali sampai matang . makanan yang disajikan lebih seperti makanan rumahan jawa / sunda . dari segi jenis makanan maupun rasa , tak ada yang istimewa .",negative
the best city ringan di tengah kota bandung . suasana yang romantis untuk nge date atau acara spesial . makanan dan minuman nya juga oke untuk dicoba . rekomendasi banget . terima kasih untuk mas kamal untuk pelayanan yang sangat ramah .,positive
"suara lirik today : menggebrak , demokrat siap masukkan 30 ribu ktp dukung iyl - cakka",neutral
"tepat subuh hari ini kami ke warung ini jelas ingin mendapatkan dan mencoba serabi khas ini , dari awal pelayanan lumayan baik , tapi karena keadaan yang ramai sedikit sulit mendapatkan tempat , akhirnya tunggu tidak sampai 15 minimal kami mendapatkan tempat , tetapi ternyata setelah menunggu lama pesanan kami belum datang juga , kira satu jam an kami duduk di sana dengan keadaan asap rokok yang banyak .",negative
"tidak diragukan lagi , jokowi memang presiden indonesia yang paling dicintai rakyat .",positive
"tak usah nonton film itu , bahasa jawa semua . sudah tidak mengerti , tidak punya teks , jelek lagi film nya . tindak pantas tayang di layar besar .",negative
"batagor kingsley sangat lezat dan disukai oleh keluarga dan warga jakarta . setiap kali pergi ke bandung , keluarga dan teman-teman selalu minta dibelikan batagor kingsley .",positive
"pantai parangtritis yogya mengecewakan , kotor dan tidak seindah kata orang - ? -",negative
"ayo bersama-sama jangan nonton lagi acara alay , sampah dan tidak berkualitas .",negative
"kenapa mas ahy kalau berani bungkus , lebih ska masih pakai sragm , tegap",neutral
"makan siang di sini asyik juga . nuansa bali walaupun music nya musik sunda kadang musik khas bali bergantian . tempat nya enak dan adem tapi sayang sekali pesan kopi lama banget datang nya , diminta berkali kali , iya pak iya pak hampir 1 jam dan ketika kopi datang pun bukan kopi panas tapi kopi ade , ini kah ciri khas kopi di sini . kalau khas nya kopi dingin tidak enak .",negative
suki nya enak . beli 10 gratis 1 . harga terjangkau . bisa pilih dua macam kaldu .,positive
"harapan kami anda sebagai pemimpin negeri ini . kekayaan yang kita miliki . akan kembali kepada rakyat , rakyat hidup makmur , nkri harga mati . kita rebut kembali kekayaan negeri ini yang telah jadi bancakan para penghianat dan penjual aset bangsa . bravo bung prabowo . insyaallah",neutral
hanya mengatasi masalah kayak gini saja anies sandi tidak becus . ke mana saja pasukan kebersihan yang begitu banyak jumlah nya ?,negative
"berisik banget sih islam tolol ini , siang malam bahkan jam segini teriak-teriak dirumah setan . enggak capek apa kalian anjing , ganggu tidur orang saja .",negative
"beredar isu azwar anas mundur sebagai cawagub gus ipul , ini kata pdip",neutral
"kampung daun memiliki suasana yang nyaman , seperti di pegunungan , makan siang ataupun makan malam , di kampung daun ini sangatlah romantis , ditemani gemericik air , suasana hijau , cuaca sejuk , dengan makanan khas sunda indonesia selain itu sudah ada makanan luar seperti steak , yang ingin mencicipi menu istimewa seperti nasi timbel dan nasi campur sunda sangatlah cocok di sini . makan serabi ditemani minuman bajigur menambahkan hangat nya suasana .",positive
"kadang kemasan paket tidak sesuai harapan , kotor , dan rusak di jalan . mengecewakan tapi lihat dalam nya , isi nya sesuai dengan yang kita butuhkan .",negative
lokasi nya tidak jauh dari bir jadi pasti selalu ramai oleh pengunjung . waktu masuk kita langsung disambut pelayan nya yang bertanya apakah untuk dibungkus atau makan di tempat . kebetulan kita mau makan di tempat dan diarahkan ke lantai 2 . tempat makan sebenarnya cukup luas tapi karena banyak pengunjung hawa nya terasa panas . secara secara keseluruhan baik buat saya sih oke .,positive
paling enak di sini tuna mayo pizza nya yang pinggir nya pakai cheesy bites . harga cukup murah . pelayanan cukup baik . tempat strategis .,positive
"untuk rasa dan ragam makanan , boleh dibilang biasa saja dan banyak ditemui di hampir seluruh restoran sunda . suasana nya lumayanlah , bisa sedikit mengurangi kepenatan akibat rutinitas sehari-sehari . apabila long weekend , mending tidak ke sana deh . untuk mendapatkan tempat duduk saja harus berebutan dan tidak ada yang mengatur antrian nya .",positive
id pernah waktu dapat kerjaan desain di toko roti mulai jam 8 pgi mengerjakan sampai jam 6 besok pagi baru pulang dari toko roti,neutral
"makanan yang disajikan enak sekali , porsi nya juga banyak . saya memesan nasi goreng , saya pikir hanya untuk porsi 1 orang . ternyata bisa sampai bertiga . ada live musik juga pada malam minggu",positive
jadi imam untuk pencitraan percuma . apalagi untuk publikasi . maaf banget . muak gua,negative
bagus nya kalau peduli atas pelaku lgbt kita gelar rajam lempar batu di monas buat pelaku lgbt biar yang lainnya tobat dan darah nya dapat mengampuni khilaf nya,negative
menyangkut kali bang dengan apk driver yang menggunakan apk tambahan seperti fase gps,neutral
"kami mengagendakan salah satu tempat yang wajib kami ku njungai untuk makan malam adalah the valley yang berada di kawasan dago . hal yang istimewa adalah lokasi nya . dari restoran ini kami bisa menikmati pemandangan indah kota bandung di waktu malam . sayang nya , saat kami sudah duduk di luar ruangan yang langsung menghadap kota bandung tiba-tiba hujan dan air tampias , maka kami terpaksa pindah .",positive
"hai kak , mohon maaf saat ini sedang dilakukan pemeliharaan sehingga registrasi , perpanjangan , cek kuota paket internet dan akses layanan miliar - banking untuk sementara belum dapat dilakukan .",neutral
"nkri bersyariah , fpi , revolusi akhlaq , suara keadilan , __laugh__ semua pada tersandung kasus , fpi , ulama nya tersandung obrolan mesum tidak berani pulang , nkri bersyariah , berarti tidak mengamalkan pancasila , sungguh miris ,",negative
"bapak karena ongkos cekak , trio gadis madiun rela mandi dipuskesmas demi bertemu presiden jokowi",neutral
admin minta tolong indosat tidak 085727272786 tanggal 19 . 10.17 pukul 10.29 di isi pulsa 25 ribu .,neutral
"providerxl , respon yang muncul : koneksi internet terputus / unable authentic kamu identity handphone oppo r1011",neutral
teman-teman mari bergabung di bandara eltari kampung untuk mengusir ini manusia biadab dong dari tanah flobamora . jangan hanya habis di aduh dan kasihan saja .,negative
kejaksaan = kulkas = peti es : jaringan koruptor ups dki jakarta juga korupsi di unesa universitas negeri surabaya,neutral
"kok bisa ya , dibelakang mengata - ngatai di depan sok hormat-hormat , ketawa ketiwi . inilah manusia munafik yang sesungguhnya . konsisten dong pak kalau benci , ditemukan pun tidak sudi",negative
