text,sentiment,cleaning,casefolding,tokenizing,normalisasi,stopword,steeming,cleaned
"saya bersama keluarga makan di dapur sudah apati anggrek . semuanya baik-baik saja , dari rasa makanan hingga kecepatan pelayanan . namun pada saat selesai membayar , pelayan bulak balik melihat kami dan tiba-tiba lampu tempat kami dipadamkan . padahal masih ada waktu 1 jam lagi sampai tutup . kami menegur pelayan tersebut dan pelayan tersebut mengatakan gardu listrik mati , tetapi aneh kan hanya lampu tempat kami .",negative,saya bersama keluarga makan di dapur sudah apati anggrek semuanya baik baik saja dari rasa makanan hingga kecepatan pelayanan namun pada saat selesai membayar pelayan bulak balik melihat kami dan tiba tiba lampu tempat kami dipadamkan padahal masih ada waktu jam lagi sampai tutup kami menegur pelayan tersebut dan pelayan tersebut mengatakan gardu listrik mati tetapi aneh kan hanya lampu tempat kami ,saya bersama keluarga makan di dapur sudah apati anggrek semuanya baik baik saja dari rasa makanan hingga kecepatan pelayanan namun pada saat selesai membayar pelayan bulak balik melihat kami dan tiba tiba lampu tempat kami dipadamkan padahal masih ada waktu jam lagi sampai tutup kami menegur pelayan tersebut dan pelayan tersebut mengatakan gardu listrik mati tetapi aneh kan hanya lampu tempat kami ,"['saya', 'bersama', 'keluarga', 'makan', 'di', 'dapur', 'sudah', 'apati', 'anggrek', 'semuanya', 'baik', 'baik', 'saja', 'dari', 'rasa', 'makanan', 'hingga', 'kecepatan', 'pelayanan', 'namun', 'pada', 'saat', 'selesai', 'membayar', 'pelayan', 'bulak', 'balik', 'melihat', 'kami', 'dan', 'tiba', 'tiba', 'lampu', 'tempat', 'kami', 'dipadamkan', 'padahal', 'masih', 'ada', 'waktu', 'jam', 'lagi', 'sampai', 'tutup', 'kami', 'menegur', 'pelayan', 'tersebut', 'dan', 'pelayan', 'tersebut', 'mengatakan', 'gardu', 'listrik', 'mati', 'tetapi', 'aneh', 'kan', 'hanya', 'lampu', 'tempat', 'kami']","['saya', 'bersama', 'keluarga', 'makan', 'di', 'dapur', 'sudah', 'apati', 'anggrek', 'semuanya', 'baik', 'baik', 'saja', 'dari', 'rasa', 'makanan', 'hingga', 'kecepatan', 'pelayanan', 'namun', 'pada', 'saat', 'selesai', 'membayar', 'pelayan', 'bulak', 'balik', 'melihat', 'kami', 'dan', 'tiba', 'tiba', 'lampu', 'tempat', 'kami', 'dipadamkan', 'padahal', 'masih', 'ada', 'waktu', 'jam', 'lagi', 'sampai', 'tutup', 'kami', 'menegur', 'pelayan', 'tersebut', 'dan', 'pelayan', 'tersebut', 'mengatakan', 'gardu', 'listrik', 'mati', 'tetapi', 'aneh', 'kan', 'hanya', 'lampu', 'tempat', 'kami']","['keluarga', 'makan', 'dapur', 'apati', 'anggrek', 'makanan', 'kecepatan', 'pelayanan', 'selesai', 'membayar', 'pelayan', 'bulak', 'lampu', 'dipadamkan', 'jam', 'tutup', 'menegur', 'pelayan', 'pelayan', 'gardu', 'listrik', 'mati', 'aneh', 'lampu']","['keluarga', 'makan', 'dapur', 'apati', 'anggrek', 'makan', 'cepat', 'layan', 'selesai', 'bayar', 'layan', 'bulak', 'lampu', 'padam', 'jam', 'tutup', 'tegur', 'layan', 'layan', 'gardu', 'listrik', 'mati', 'aneh', 'lampu']",keluarga makan dapur apati anggrek makan cepat layan selesai bayar layan bulak lampu padam jam tutup tegur layan layan gardu listrik mati aneh lampu
"tersedia berbagai macam jajanan pasar tradisional dan juga masakan indonesia yang beragam , terletak di dalam kawasan cihampelas walk",positive,tersedia berbagai macam jajanan pasar tradisional dan juga masakan indonesia yang beragam terletak di dalam kawasan cihampelas walk,tersedia berbagai macam jajanan pasar tradisional dan juga masakan indonesia yang beragam terletak di dalam kawasan cihampelas walk,"['tersedia', 'berbagai', 'macam', 'jajanan', 'pasar', 'tradisional', 'dan', 'juga', 'masakan', 'indonesia', 'yang', 'beragam', 'terletak', 'di', 'dalam', 'kawasan', 'cihampelas', 'walk']","['tersedia', 'berbagai', 'macam', 'jajanan', 'pasar', 'tradisional', 'dan', 'juga', 'masakan', 'indonesia', 'yang', 'beragam', 'terletak', 'di', 'dalam', 'kawasan', 'cihampelas', 'walk']","['tersedia', 'jajanan', 'pasar', 'tradisional', 'masakan', 'indonesia', 'beragam', 'terletak', 'kawasan', 'cihampelas', 'walk']","['sedia', 'jajan', 'pasar', 'tradisional', 'masakan', 'indonesia', 'agam', 'letak', 'kawasan', 'cihampelas', 'walk']",sedia jajan pasar tradisional masakan indonesia agam letak kawasan cihampelas walk
"ada beberapa menu yang unik tapi rasanya boleh dicoba seperti tumis keciwis , terong goreng yang rasanya seperti perkedel empuk dan gurih . untuk harga tidak terlalu mahal dengan rasa yang cukup enak ya . tips : untuk akhir pekan lebih baik melakukan reservasi karena penuh sekali .",positive,ada beberapa menu yang unik tapi rasanya boleh dicoba seperti tumis keciwis terong goreng yang rasanya seperti perkedel empuk dan gurih untuk harga tidak terlalu mahal dengan rasa yang cukup enak ya tips untuk akhir pekan lebih baik melakukan reservasi karena penuh sekali ,ada beberapa menu yang unik tapi rasanya boleh dicoba seperti tumis keciwis terong goreng yang rasanya seperti perkedel empuk dan gurih untuk harga tidak terlalu mahal dengan rasa yang cukup enak ya tips untuk akhir pekan lebih baik melakukan reservasi karena penuh sekali ,"['ada', 'beberapa', 'menu', 'yang', 'unik', 'tapi', 'rasanya', 'boleh', 'dicoba', 'seperti', 'tumis', 'keciwis', 'terong', 'goreng', 'yang', 'rasanya', 'seperti', 'perkedel', 'empuk', 'dan', 'gurih', 'untuk', 'harga', 'tidak', 'terlalu', 'mahal', 'dengan', 'rasa', 'yang', 'cukup', 'enak', 'ya', 'tips', 'untuk', 'akhir', 'pekan', 'lebih', 'baik', 'melakukan', 'reservasi', 'karena', 'penuh', 'sekali']","['ada', 'beberapa', 'menu', 'yang', 'unik', 'tapi', 'rasanya', 'boleh', 'dicoba', 'seperti', 'tumis', 'keciwis', 'terong', 'goreng', 'yang', 'rasanya', 'seperti', 'perkedel', 'empuk', 'dan', 'gurih', 'untuk', 'harga', 'tidak', 'terlalu', 'mahal', 'dengan', 'rasa', 'yang', 'cukup', 'enak', 'ya', 'tips', 'untuk', 'akhir', 'pekan', 'lebih', 'baik', 'melakukan', 'reservasi', 'karena', 'penuh', 'sekali']","['menu', 'unik', 'dicoba', 'tumis', 'keciwis', 'terong', 'goreng', 'perkedel', 'empuk', 'gurih', 'harga', 'mahal', 'enak', 'ya', 'tips', 'pekan', 'reservasi', 'penuh']","['menu', 'unik', 'coba', 'tumis', 'keciwis', 'terong', 'goreng', 'perkedel', 'empuk', 'gurih', 'harga', 'mahal', 'enak', 'ya', 'tips', 'pekan', 'reservasi', 'penuh']",menu unik coba tumis keciwis terong goreng perkedel empuk gurih harga mahal enak ya tips pekan reservasi penuh
"ini si monyet bawah gua , nama nya saja anonim pengecut pakai simbol , bisa nya cuma mengatakan orang , memang hidup situ benar anjing ? nama saja tidak berani sebut , malu ya mending apa takut ?",negative,ini si monyet bawah gua nama nya saja anonim pengecut pakai simbol bisa nya cuma mengatakan orang memang hidup situ benar anjing nama saja tidak berani sebut malu ya mending apa takut ,ini si monyet bawah gua nama nya saja anonim pengecut pakai simbol bisa nya cuma mengatakan orang memang hidup situ benar anjing nama saja tidak berani sebut malu ya mending apa takut ,"['ini', 'si', 'monyet', 'bawah', 'gua', 'nama', 'nya', 'saja', 'anonim', 'pengecut', 'pakai', 'simbol', 'bisa', 'nya', 'cuma', 'mengatakan', 'orang', 'memang', 'hidup', 'situ', 'benar', 'anjing', 'nama', 'saja', 'tidak', 'berani', 'sebut', 'malu', 'ya', 'mending', 'apa', 'takut']","['ini', 'sih', 'monyet', 'bawah', 'gua', 'nama', 'nya', 'saja', 'anonim', 'pengecut', 'pakai', 'simbol', 'bisa', 'nya', 'cuma', 'mengatakan', 'orang', 'memang', 'hidup', 'situ', 'benar', 'anjing', 'nama', 'saja', 'tidak', 'berani', 'sebut', 'malu', 'ya', 'mending', 'apa', 'takut']","['sih', 'monyet', 'gua', 'nama', 'nya', 'anonim', 'pengecut', 'pakai', 'simbol', 'nya', 'orang', 'hidup', 'situ', 'anjing', 'nama', 'berani', 'malu', 'ya', 'mending', 'takut']","['sih', 'monyet', 'gua', 'nama', 'nya', 'anonim', 'kecut', 'pakai', 'simbol', 'nya', 'orang', 'hidup', 'situ', 'anjing', 'nama', 'berani', 'malu', 'ya', 'mending', 'takut']",sih monyet gua nama nya anonim kecut pakai simbol nya orang hidup situ anjing nama berani malu ya mending takut
"mal yang lengkap untuk dinikmati bersama keluarga , banyak tersedia gerai-gerai pakaian bermerk , makanan dan area permainan seperti ice skating",positive,mal yang lengkap untuk dinikmati bersama keluarga banyak tersedia gerai gerai pakaian bermerk makanan dan area permainan seperti ice skating,mal yang lengkap untuk dinikmati bersama keluarga banyak tersedia gerai gerai pakaian bermerk makanan dan area permainan seperti ice skating,"['mal', 'yang', 'lengkap', 'untuk', 'dinikmati', 'bersama', 'keluarga', 'banyak', 'tersedia', 'gerai', 'gerai', 'pakaian', 'bermerk', 'makanan', 'dan', 'area', 'permainan', 'seperti', 'ice', 'skating']","['mal', 'yang', 'lengkap', 'untuk', 'dinikmati', 'bersama', 'keluarga', 'banyak', 'tersedia', 'gerai', 'gerai', 'pakaian', 'bermerk', 'makanan', 'dan', 'area', 'permainan', 'seperti', 'ice', 'skating']","['mal', 'lengkap', 'dinikmati', 'keluarga', 'tersedia', 'gerai', 'gerai', 'pakaian', 'bermerk', 'makanan', 'area', 'permainan', 'ice', 'skating']","['mal', 'lengkap', 'nikmat', 'keluarga', 'sedia', 'gerai', 'gerai', 'pakai', 'bermerk', 'makan', 'area', 'main', 'ice', 'skating']",mal lengkap nikmat keluarga sedia gerai gerai pakai bermerk makan area main ice skating
"hindari kepadatan , menhub imbau masyarakat tidak kembali ke jakarta bersamaan pada 1 januari",neutral,hindari kepadatan menhub imbau masyarakat tidak kembali ke jakarta bersamaan pada januari,hindari kepadatan menhub imbau masyarakat tidak kembali ke jakarta bersamaan pada januari,"['hindari', 'kepadatan', 'menhub', 'imbau', 'masyarakat', 'tidak', 'kembali', 'ke', 'jakarta', 'bersamaan', 'pada', 'januari']","['hindari', 'kepadatan', 'menhub', 'imbau', 'masyarakat', 'tidak', 'kembali', 'ke', 'jakarta', 'bersamaan', 'pada', 'januari']","['hindari', 'kepadatan', 'menhub', 'imbau', 'masyarakat', 'jakarta', 'bersamaan', 'januari']","['hindar', 'padat', 'menhub', 'imbau', 'masyarakat', 'jakarta', 'sama', 'januari']",hindar padat menhub imbau masyarakat jakarta sama januari
"pergi merayakan ulang tahun di tempat ini sangat berkesan , saya dengan istri memilih tempat ini , menu makanan variatif , dari makanan barat sampai lokal ada , sedia baju hangat . dingin sangat di sini .",positive,pergi merayakan ulang tahun di tempat ini sangat berkesan saya dengan istri memilih tempat ini menu makanan variatif dari makanan barat sampai lokal ada sedia baju hangat dingin sangat di sini ,pergi merayakan ulang tahun di tempat ini sangat berkesan saya dengan istri memilih tempat ini menu makanan variatif dari makanan barat sampai lokal ada sedia baju hangat dingin sangat di sini ,"['pergi', 'merayakan', 'ulang', 'tahun', 'di', 'tempat', 'ini', 'sangat', 'berkesan', 'saya', 'dengan', 'istri', 'memilih', 'tempat', 'ini', 'menu', 'makanan', 'variatif', 'dari', 'makanan', 'barat', 'sampai', 'lokal', 'ada', 'sedia', 'baju', 'hangat', 'dingin', 'sangat', 'di', 'sini']","['pergi', 'merayakan', 'ulang', 'tahun', 'di', 'tempat', 'ini', 'sangat', 'berkesan', 'saya', 'dengan', 'istri', 'memilih', 'tempat', 'ini', 'menu', 'makanan', 'variatif', 'dari', 'makanan', 'barat', 'sampai', 'lokal', 'ada', 'sedia', 'baju', 'hangat', 'dingin', 'sangat', 'di', 'sini']","['pergi', 'merayakan', 'ulang', 'berkesan', 'istri', 'memilih', 'menu', 'makanan', 'variatif', 'makanan', 'barat', 'lokal', 'sedia', 'baju', 'hangat', 'dingin']","['pergi', 'raya', 'ulang', 'kesan', 'istri', 'pilih', 'menu', 'makan', 'variatif', 'makan', 'barat', 'lokal', 'sedia', 'baju', 'hangat', 'dingin']",pergi raya ulang kesan istri pilih menu makan variatif makan barat lokal sedia baju hangat dingin
"mi aceh bang jaly di tanah kusir tidak rekomendasi pelayanan parah sudah pesan hampir sejam tapi pesanan tidak selesai , malahan orang lain yang baru datang dengan menu yang sama tidak pakai tunggu lama langsung jadi",negative,mi aceh bang jaly di tanah kusir tidak rekomendasi pelayanan parah sudah pesan hampir sejam tapi pesanan tidak selesai malahan orang lain yang baru datang dengan menu yang sama tidak pakai tunggu lama langsung jadi,mi aceh bang jaly di tanah kusir tidak rekomendasi pelayanan parah sudah pesan hampir sejam tapi pesanan tidak selesai malahan orang lain yang baru datang dengan menu yang sama tidak pakai tunggu lama langsung jadi,"['mi', 'aceh', 'bang', 'jaly', 'di', 'tanah', 'kusir', 'tidak', 'rekomendasi', 'pelayanan', 'parah', 'sudah', 'pesan', 'hampir', 'sejam', 'tapi', 'pesanan', 'tidak', 'selesai', 'malahan', 'orang', 'lain', 'yang', 'baru', 'datang', 'dengan', 'menu', 'yang', 'sama', 'tidak', 'pakai', 'tunggu', 'lama', 'langsung', 'jadi']","['mi', 'aceh', 'bang', 'jaly', 'di', 'tanah', 'kusir', 'tidak', 'rekomendasi', 'pelayanan', 'parah', 'sudah', 'pesan', 'hampir', 'sejam', 'tapi', 'pesanan', 'tidak', 'selesai', 'malahan', 'orang', 'lain', 'yang', 'baru', 'datang', 'dengan', 'menu', 'yang', 'sama', 'tidak', 'pakai', 'tunggu', 'lama', 'langsung', 'jadi']","['mi', 'aceh', 'bang', 'jaly', 'tanah', 'kusir', 'rekomendasi', 'pelayanan', 'parah', 'pesan', 'sejam', 'pesanan', 'selesai', 'orang', 'menu', 'pakai', 'tunggu', 'langsung']","['mi', 'aceh', 'bang', 'jaly', 'tanah', 'kusir', 'rekomendasi', 'layan', 'parah', 'pesan', 'jam', 'pesan', 'selesai', 'orang', 'menu', 'pakai', 'tunggu', 'langsung']",mi aceh bang jaly tanah kusir rekomendasi layan parah pesan jam pesan selesai orang menu pakai tunggu langsung
sudah mati rasa dengan indosat . dari minggu kemarin tidak bisa melihat video di twitter . bikin marah-marah terus,negative,sudah mati rasa dengan indosat dari minggu kemarin tidak bisa melihat video di twitter bikin marah marah terus,sudah mati rasa dengan indosat dari minggu kemarin tidak bisa melihat video di twitter bikin marah marah terus,"['sudah', 'mati', 'rasa', 'dengan', 'indosat', 'dari', 'minggu', 'kemarin', 'tidak', 'bisa', 'melihat', 'video', 'di', 'twitter', 'bikin', 'marah', 'marah', 'terus']","['sudah', 'mati', 'rasa', 'dengan', 'indosat', 'dari', 'minggu', 'kemarin', 'tidak', 'bisa', 'melihat', 'video', 'di', 'twitter', 'bikin', 'marah', 'marah', 'terus']","['mati', 'indosat', 'minggu', 'kemarin', 'video', 'twitter', 'bikin', 'marah', 'marah']","['mati', 'indosat', 'minggu', 'kemarin', 'video', 'twitter', 'bikin', 'marah', 'marah']",mati indosat minggu kemarin video twitter bikin marah marah
"sudah semiggu ini pdam di daerah kami tidak mengalir , apa stok air pdam habis . tanggung jawab dong",negative,sudah semiggu ini pdam di daerah kami tidak mengalir apa stok air pdam habis tanggung jawab dong,sudah semiggu ini pdam di daerah kami tidak mengalir apa stok air pdam habis tanggung jawab dong,"['sudah', 'semiggu', 'ini', 'pdam', 'di', 'daerah', 'kami', 'tidak', 'mengalir', 'apa', 'stok', 'air', 'pdam', 'habis', 'tanggung', 'jawab', 'dong']","['sudah', 'semiggu', 'ini', 'pdam', 'di', 'daerah', 'kami', 'tidak', 'mengalir', 'apa', 'stok', 'air', 'pdam', 'habis', 'tanggung', 'jawab', 'dong']","['semiggu', 'pdam', 'daerah', 'mengalir', 'stok', 'air', 'pdam', 'habis', 'tanggung']","['semiggu', 'pdam', 'daerah', 'alir', 'stok', 'air', 'pdam', 'habis', 'tanggung']",semiggu pdam daerah alir stok air pdam habis tanggung
pdemokrat dorong pemerintah bekerja lebih gigih lagi sbyudhoyono jokowi agusyudhoyono edhie baskoro hincapandjaitan isari68 obsessionews mensobsession group obsession,neutral,pdemokrat dorong pemerintah bekerja lebih gigih lagi sbyudhoyono jokowi agusyudhoyono edhie baskoro hincapandjaitan isari obsessionews mensobsession group obsession,pdemokrat dorong pemerintah bekerja lebih gigih lagi sbyudhoyono jokowi agusyudhoyono edhie baskoro hincapandjaitan isari obsessionews mensobsession group obsession,"['pdemokrat', 'dorong', 'pemerintah', 'bekerja', 'lebih', 'gigih', 'lagi', 'sbyudhoyono', 'jokowi', 'agusyudhoyono', 'edhie', 'baskoro', 'hincapandjaitan', 'isari', 'obsessionews', 'mensobsession', 'group', 'obsession']","['pdemokrat', 'dorong', 'pemerintah', 'bekerja', 'lebih', 'gigih', 'lagi', 'sbyudhoyono', 'jokowi', 'agusyudhoyono', 'edhie', 'baskoro', 'hincapandjaitan', 'isari', 'obsessionews', 'mensobsession', 'group', 'obsession']","['pdemokrat', 'dorong', 'pemerintah', 'gigih', 'sbyudhoyono', 'jokowi', 'agusyudhoyono', 'edhie', 'baskoro', 'hincapandjaitan', 'isari', 'obsessionews', 'mensobsession', 'group', 'obsession']","['pdemokrat', 'dorong', 'perintah', 'gigih', 'sbyudhoyono', 'jokowi', 'agusyudhoyono', 'edhie', 'baskoro', 'hincapandjaitan', 'isari', 'obsessionews', 'mensobsession', 'group', 'obsession']",pdemokrat dorong perintah gigih sbyudhoyono jokowi agusyudhoyono edhie baskoro hincapandjaitan isari obsessionews mensobsession group obsession
"sejak awal berdiri , dapat dikatakan saya sering makan nasi goreng ini , baik yang di cabang du , setiabudi ataupun bin . dulu sekali ketika awal dibuka , setiap saya memesan nasi goreng pelayanan nya sangat lama pesanan saya datang sekitar 1 jam setelah saya pesan dan aroma ketika mengoreng nasi goreng nya pun selalu membuat tenggorokan tidak enak dan jadi batuk-batuk .",positive,sejak awal berdiri dapat dikatakan saya sering makan nasi goreng ini baik yang di cabang du setiabudi ataupun bin dulu sekali ketika awal dibuka setiap saya memesan nasi goreng pelayanan nya sangat lama pesanan saya datang sekitar jam setelah saya pesan dan aroma ketika mengoreng nasi goreng nya pun selalu membuat tenggorokan tidak enak dan jadi batuk batuk ,sejak awal berdiri dapat dikatakan saya sering makan nasi goreng ini baik yang di cabang du setiabudi ataupun bin dulu sekali ketika awal dibuka setiap saya memesan nasi goreng pelayanan nya sangat lama pesanan saya datang sekitar jam setelah saya pesan dan aroma ketika mengoreng nasi goreng nya pun selalu membuat tenggorokan tidak enak dan jadi batuk batuk ,"['sejak', 'awal', 'berdiri', 'dapat', 'dikatakan', 'saya', 'sering', 'makan', 'nasi', 'goreng', 'ini', 'baik', 'yang', 'di', 'cabang', 'du', 'setiabudi', 'ataupun', 'bin', 'dulu', 'sekali', 'ketika', 'awal', 'dibuka', 'setiap', 'saya', 'memesan', 'nasi', 'goreng', 'pelayanan', 'nya', 'sangat', 'lama', 'pesanan', 'saya', 'datang', 'sekitar', 'jam', 'setelah', 'saya', 'pesan', 'dan', 'aroma', 'ketika', 'mengoreng', 'nasi', 'goreng', 'nya', 'pun', 'selalu', 'membuat', 'tenggorokan', 'tidak', 'enak', 'dan', 'jadi', 'batuk', 'batuk']","['sejak', 'awal', 'berdiri', 'dapat', 'dikatakan', 'saya', 'sering', 'makan', 'nasi', 'goreng', 'ini', 'baik', 'yang', 'di', 'cabang', 'du', 'setiabudi', 'ataupun', 'bin', 'dulu', 'sekali', 'ketika', 'awal', 'dibuka', 'setiap', 'saya', 'memesan', 'nasi', 'goreng', 'pelayanan', 'nya', 'sangat', 'lama', 'pesanan', 'saya', 'datang', 'sekitar', 'jam', 'setelah', 'saya', 'pesan', 'dan', 'aroma', 'ketika', 'mengoreng', 'nasi', 'goreng', 'nya', 'pun', 'selalu', 'membuat', 'tenggorokan', 'tidak', 'enak', 'dan', 'jadi', 'batuk', 'batuk']","['berdiri', 'makan', 'nasi', 'goreng', 'cabang', 'du', 'setiabudi', 'bin', 'dibuka', 'memesan', 'nasi', 'goreng', 'pelayanan', 'nya', 'pesanan', 'jam', 'pesan', 'aroma', 'mengoreng', 'nasi', 'goreng', 'nya', 'tenggorokan', 'enak', 'batuk', 'batuk']","['diri', 'makan', 'nasi', 'goreng', 'cabang', 'du', 'setiabudi', 'bin', 'buka', 'mes', 'nasi', 'goreng', 'layan', 'nya', 'pesan', 'jam', 'pesan', 'aroma', 'oreng', 'nasi', 'goreng', 'nya', 'tenggorok', 'enak', 'batuk', 'batuk']",diri makan nasi goreng cabang du setiabudi bin buka mes nasi goreng layan nya pesan jam pesan aroma oreng nasi goreng nya tenggorok enak batuk batuk
"dengan interior bergaya ala belanda tempo dulu ini memang berada di daerah yang mempertahankan bentuk bangunan sejak era kolonial . restoran ini menyajikan masakan tionghua dan eropa peranakan yang khas . ada beberapa menu makanan yang direkomendasikan , antara lain , combo steak , nasi goreng spesial , kodok ala szechuan . aneka pizza nya juga enak . minuman yang harus dicoba adalah banana smothies .",positive,dengan interior bergaya ala belanda tempo dulu ini memang berada di daerah yang mempertahankan bentuk bangunan sejak era kolonial restoran ini menyajikan masakan tionghua dan eropa peranakan yang khas ada beberapa menu makanan yang direkomendasikan antara lain combo steak nasi goreng spesial kodok ala szechuan aneka pizza nya juga enak minuman yang harus dicoba adalah banana smothies ,dengan interior bergaya ala belanda tempo dulu ini memang berada di daerah yang mempertahankan bentuk bangunan sejak era kolonial restoran ini menyajikan masakan tionghua dan eropa peranakan yang khas ada beberapa menu makanan yang direkomendasikan antara lain combo steak nasi goreng spesial kodok ala szechuan aneka pizza nya juga enak minuman yang harus dicoba adalah banana smothies ,"['dengan', 'interior', 'bergaya', 'ala', 'belanda', 'tempo', 'dulu', 'ini', 'memang', 'berada', 'di', 'daerah', 'yang', 'mempertahankan', 'bentuk', 'bangunan', 'sejak', 'era', 'kolonial', 'restoran', 'ini', 'menyajikan', 'masakan', 'tionghua', 'dan', 'eropa', 'peranakan', 'yang', 'khas', 'ada', 'beberapa', 'menu', 'makanan', 'yang', 'direkomendasikan', 'antara', 'lain', 'combo', 'steak', 'nasi', 'goreng', 'spesial', 'kodok', 'ala', 'szechuan', 'aneka', 'pizza', 'nya', 'juga', 'enak', 'minuman', 'yang', 'harus', 'dicoba', 'adalah', 'banana', 'smothies']","['dengan', 'interior', 'bergaya', 'ala', 'belanda', 'tempo', 'dulu', 'ini', 'memang', 'berada', 'di', 'daerah', 'yang', 'mempertahankan', 'bentuk', 'bangunan', 'sejak', 'era', 'kolonial', 'restoran', 'ini', 'menyajikan', 'masakan', 'tionghua', 'dan', 'eropa', 'peranakan', 'yang', 'khas', 'ada', 'beberapa', 'menu', 'makanan', 'yang', 'direkomendasikan', 'antara', 'lain', 'combo', 'steak', 'nasi', 'goreng', 'spesial', 'kodok', 'ala', 'szechuan', 'aneka', 'pizza', 'nya', 'juga', 'enak', 'minuman', 'yang', 'harus', 'dicoba', 'adalah', 'banana', 'smothies']","['interior', 'bergaya', 'ala', 'belanda', 'tempo', 'daerah', 'mempertahankan', 'bentuk', 'bangunan', 'era', 'kolonial', 'restoran', 'menyajikan', 'masakan', 'tionghua', 'eropa', 'peranakan', 'khas', 'menu', 'makanan', 'direkomendasikan', 'combo', 'steak', 'nasi', 'goreng', 'spesial', 'kodok', 'ala', 'szechuan', 'aneka', 'pizza', 'nya', 'enak', 'minuman', 'dicoba', 'banana', 'smothies']","['interior', 'gaya', 'ala', 'belanda', 'tempo', 'daerah', 'tahan', 'bentuk', 'bangun', 'era', 'kolonial', 'restoran', 'saji', 'masakan', 'tionghua', 'eropa', 'ana', 'khas', 'menu', 'makan', 'rekomendasi', 'combo', 'steak', 'nasi', 'goreng', 'spesial', 'kodok', 'ala', 'szechuan', 'aneka', 'pizza', 'nya', 'enak', 'minum', 'coba', 'banana', 'smothies']",interior gaya ala belanda tempo daerah tahan bentuk bangun era kolonial restoran saji masakan tionghua eropa ana khas menu makan rekomendasi combo steak nasi goreng spesial kodok ala szechuan aneka pizza nya enak minum coba banana smothies
secara umum tidak ada yang istimewa dengan masakan dan citarasa restoran ini yang lebih dibandingkan dengan restoran lain adalah piring yang digunakan menggunakan daun pisang serta lokasi restoran yang sangat strategis mudah ditemukan di bandung di depan pusdai bandung jalan . wr supratman,positive,secara umum tidak ada yang istimewa dengan masakan dan citarasa restoran ini yang lebih dibandingkan dengan restoran lain adalah piring yang digunakan menggunakan daun pisang serta lokasi restoran yang sangat strategis mudah ditemukan di bandung di depan pusdai bandung jalan wr supratman,secara umum tidak ada yang istimewa dengan masakan dan citarasa restoran ini yang lebih dibandingkan dengan restoran lain adalah piring yang digunakan menggunakan daun pisang serta lokasi restoran yang sangat strategis mudah ditemukan di bandung di depan pusdai bandung jalan wr supratman,"['secara', 'umum', 'tidak', 'ada', 'yang', 'istimewa', 'dengan', 'masakan', 'dan', 'citarasa', 'restoran', 'ini', 'yang', 'lebih', 'dibandingkan', 'dengan', 'restoran', 'lain', 'adalah', 'piring', 'yang', 'digunakan', 'menggunakan', 'daun', 'pisang', 'serta', 'lokasi', 'restoran', 'yang', 'sangat', 'strategis', 'mudah', 'ditemukan', 'di', 'bandung', 'di', 'depan', 'pusdai', 'bandung', 'jalan', 'wr', 'supratman']","['secara', 'umum', 'tidak', 'ada', 'yang', 'istimewa', 'dengan', 'masakan', 'dan', 'citarasa', 'restoran', 'ini', 'yang', 'lebih', 'dibandingkan', 'dengan', 'restoran', 'lain', 'adalah', 'piring', 'yang', 'digunakan', 'menggunakan', 'daun', 'pisang', 'serta', 'lokasi', 'restoran', 'yang', 'sangat', 'strategis', 'mudah', 'ditemukan', 'di', 'bandung', 'di', 'depan', 'pusdai', 'bandung', 'jalan', 'wr', 'supratman']","['istimewa', 'masakan', 'citarasa', 'restoran', 'dibandingkan', 'restoran', 'piring', 'daun', 'pisang', 'lokasi', 'restoran', 'strategis', 'mudah', 'ditemukan', 'bandung', 'pusdai', 'bandung', 'jalan', 'wr', 'supratman']","['istimewa', 'masakan', 'citarasa', 'restoran', 'banding', 'restoran', 'piring', 'daun', 'pisang', 'lokasi', 'restoran', 'strategis', 'mudah', 'temu', 'bandung', 'pusdai', 'bandung', 'jalan', 'wr', 'supratman']",istimewa masakan citarasa restoran banding restoran piring daun pisang lokasi restoran strategis mudah temu bandung pusdai bandung jalan wr supratman
