text,sentiment
"mantap juga bahasa nya jubir dpd sul - sel , berbeda dengan pernyataan nya dengan koordinator wilayah pg sulsel abdul karim . pak yang mana sebenarnya diberikan rekomendasi di pilwalkot palopo sul - sel . apa ke ketua dpc nasdem .",neutral
"wow baru tahu saya kalau kena admin 7500 , sama sama bank mandiri padahal , alay",negative
"jadi pki hadir bersama ormas islam radikal seperti fpi dan hti kan ?! sudah bakar saja ormas islam wahabbi bekingan saudi , musnahkan !",negative
tidak bosan minimal di marah marahin gara gara jaringan nya lemah otak parah,negative
"saya bersama rekan kerja sengaja mencoba makan siang di sambal khas karmila cab . buah batu bandung , untuk tempat terbilang cozzy dan cukup nyaman jika di lantai atas , sedangkan lantai dasar saya rasa tidak lebih dari tempat makan makanan cepat saji yang cukup penuh dengan hiruk pikuk pelanggan . rasa ayam bakar di sini sangat saya rekomendasikan bersama sambal mangga . terkait harga terbilang relative .",positive
pengamat politik dari forum masyarakat peduli parlemen indonesia lucius karus mengungkapkan sejumlah faktor yang menyebabkan pemilih berpaling dari partai demokrat .,neutral
"terlalu beresiko , pdip usung ridwan kamil :/ bandung - ada gelagat pdi",neutral
"the kiosk masih menjadi pilihan favorit saya jika ada teman yang ingin mencoba makanan tradisional tanpa harus pergi ke tempat-tempat makan yang berbeda . pilihan menu di sini banyak ragam nya , selain makanan tradisional juga ada sedikit fusion dari makanan barat . harga juga tidak terlalu menguras kantong . terlebih kami suka suasana nya favorit saya : kiosk dago dan kualitas makanan yang prima . layanan di kiosk . lanjutan",positive
"as punya hutang ke jepang dan cina 30.000 triliun . orde baru punya nya hutang 6x hutang pak jokowi . sby hutang 2x hutang jokowi . 3 tahun tol tembus jawa , sum",neutral
"kualitas makanan di valley sangat tidak sebanding dengan harga nya . terakhir ke valley tahun 2010 harga nya masih agak wajar , sekarang awal 2016 harga nya sudah di luar wajar . menu andalan nya zupa zupa sup . saat 2010 harga nya masih 27.500 sebelum pajak dan pelayanan . sekarang 52.500 sebelum pajak dan pelayanan . menu main course ayam dipukul rata 147.500 dan rasanya tidak enak .",negative
"tempat ini sedikit berbeda dengan yang ada di bandung saat ini . di tempat ini pengunjung bisa menikmati alam , restoran , kedai makan , area bermain anak serta penginapan . dengan lokasi nya di atas gunung , tempat ini sangat menyegarkan dan pada malam hari tempat ini cukup dingin . untuk menuju tempat ini pengunjung nanti akan dimenyediakan kendaraan wara-wiri dari parkiran sampai ke lobby .",positive
"beli kaos , topi atau jam tangan di lapak monoton roomstore bisa diego khusus pakai aplikasi di hape boskuh .",neutral
lokasi nya tidak jauh dari bir jadi pasti selalu ramai oleh pengunjung . waktu masuk kita langsung disambut pelayan nya yang bertanya apakah untuk dibungkus atau makan di tempat . kebetulan kita mau makan di tempat dan diarahkan ke lantai 2 . tempat makan sebenarnya cukup luas tapi karena banyak pengunjung hawa nya terasa panas . secara secara keseluruhan baik buat saya sih oke .,positive
"pasta yang kami pesan ada 3 macam , semua rasanya biasa saja . untuk harga seperti itu . malah rasanya lebih enak buatan anak saya . tempat nya ramai . yang saya paling tidak suka adalah diarahkan parkir oleh tukang parkir nya , memarkir paralel di sisi pintu sopir merapat ke dinding batu kasar . jarak antara mobil dibuat sangat dekat sehingga susah untuk parkir .",negative
pak anies tidak dicegat tidak boleh sedangkan ahok dulu nya dikasih masuk ? apakah kalian membiarkan hal itu terjadi begitu saja ?,negative
"sesuai dengan nama nya mi awie , kedai makan ini menyediakan menu mi dengan olahan daging babi . selain mi masih ada pilihan lainnya seperti nasi goreng babi , capjay goreng , bakso , pangsit dan lainnya . kami mencoba menu mi babi casau special , rasanya . enak banget !",positive
inilah contoh bek dengan sikap yang sangat buruk dari perilaku serta kinerja di lapangan .,negative
"sampai saat ini saya rasa batagor ini masih yang terenak di kota bandung dibandingkan dengan batagor lainnya yang saya pernah coba . bumbu kacang nya pas rasanya di lidah , dan batagor nya juga tidak amis bau nya . silakan mencoba untuk yang belum pernah coba .",positive
"awal tahun 2018 menerima kunjungan gubernur provinsi dki jakarta bapak anies rasyid baswedan didampingi oleh ke . dinas sosial bapak masrokhan dan ke . panti pstw budi mulia saya bapak akmal towe , kunjungan beliau untuk memastikan bahwa kebutuhan pelayanan abang wbs terpenuhi",neutral
"nasi goreng cukup enak , tetapi ada baiknya tidak terlalu basah berminyak . tenderloin , welldone tetapi saat dicocok garpu , masih ada rembesan darah . suasana cukup nyaman , toilet perlu perhatian kebersihan , tisue berserak dsb. parkir saat penuh , kurang pas penawaran balet nya , kalau pada akh ada overcharge dari tarif seharusnya .",negative
"aku menyesal sudah beli handphone xiaomi , lain kali saya tidak ingin pakai handphone merek itu lagi",negative
kafe ini pemandangan pemandangan kota bandung di waktu malam nya sangat bagus . luas . kerlap - kerlip lampu di kota bandung tampak ramai terlihat dari sini . sangat indah harga makanan di sini terbilang cenderung murah untuk standar kafe . rasa lumayan penyajian tidak terlalu lama .,positive
bukalapak apa lagi gangguan ya kadang transaksi tanpa pemberitahuan ke pihak pelapak sering mengcancel ordderan itukan bisa merugikan pihak pelapak,negative
"sehari jelang coblosan , anies menjamu sudirman said makan siang di warteg .",neutral
"nostalgia batagor bandung asli , paduan olahan batagor nya pas saos kacang bikin ketagihan terus , 1 porsi sekitar 20 ban , lumayanlah cocok dengan rasanya",positive
"kebanyakan restoran sunda di bandung memang memiiki kualitas makanan yang memuaskan , tapi di raja sunda ini pelayanan nya juga cepat tidak pakai lama . walaupun saat kami mengunjungi untuk makan malam menjelang waktu tutup restoran tapi pelayanan tetap ramah dan profesional . makanan cepat tersaji dan tentunya enak apalagi saat perut sedang lapar .",positive
"mohon bantua nya untuk pengembalian dana dari nomor transaksi 170599117329 dengan nomor tagihan bl17116ga8k5inv . dikarenakan barang belum dikirim dan email saya tidak bisa dibuka , atas nama igun febrianto keling kelet jepara",neutral
"pemandangan yang menghadap lembah dan pepohonan , menu masakan dari indonesian makanan , makanan barat dan beberapa menu ala carte cake dan pastry . namun masakan nya tidak terlalu spesial rasanya biasa-biasa saja , hanya pemandangan nya saja yang bagus",positive
makanan khas sunda rasanya oke agak kotor tempat nya sayang karena cukup ramai pengunjung nya sampai antre . itu sih yang jadi kekurangan nya .,negative
pemborosan dan penghabisan uang rakyat jakarta buat bancakan dan dihamburkan buat pengikut pendukung nya prabowo koalisi kekeluargaan fpi isis hti gmpf mui,neutral
"dek usil protes ceramah politik di masjid . ini ceramah politik di gereja , kok tidak diprotes ? agama mu apa , ulir ?",negative
makanan nya enak-enak dan semua worthy ! dari sajian pembuka nya sudah bikin ingin menambah ! ditambah main corse nya yang ukuran jumbo . tidak menyesal deh makan ke sini,positive
"rasanya lumayan . sambel nya juga enak . apalagi disajikan 3 macam model begitu . terus banyak pilihan sih sebenarnya mau makan apa di sini . mau gurame , mau kakap , bawal , kerang , cumi , udang . macem-macem deh . asal jangan pesan ikan kembung saja . tidak ada di sini .",positive
"kadang kemasan paket tidak sesuai harapan , kotor , dan rusak di jalan . mengecewakan tapi lihat dalam nya , isi nya sesuai dengan yang kita butuhkan .",negative
sugar daddy kalau pesan via traveloka langsung cari hotel dari harga tertinggi bukan terendah .,neutral
"woy ini akses data tidak bisa terus donlod mentok di 48 kbps , bikin keburu keriput menunggu !",negative
26 desember 2017 gerindra mengundang demokrat bergabung dengan syarat mengusung sudrajat dan meletakkan diposisi cawagub,neutral
"2 teman cowok ingin ke sini , namun karena mereka merasa janggal makan berdua saja akhirnya saya diajak . kami jalan melalui dago atas yang ternyata lokasi ini nyambung ke arah lembang . untunglah saya ikut , karena tempat nya sangat romantis . kebetulan kami datang jam 7 malam , penerangan utama adalah lilin dan walaupun memilih out door , udara nya dingin .",positive
menu yang ditawarkan di tempat ini bikin jadi lapar dengan bau aroma ikan bakar dan ayam bakar nya . gurame goreng nya sungguh mantap sekali ditambah dengan sambal yang khas sunda asli . tempat nya bersih dan pelayanan nya bagus sekali . lain kali kita akan kemari lagi tunggu ya .,positive
suki nya enak . beli 10 gratis 1 . harga terjangkau . bisa pilih dua macam kaldu .,positive
harkulnas gojek digelar serentak loor di 11 kota di indonesia melibatkan 70.000 mervhant outlet go-food dan rekan usaha go - pay,neutral
"ketika perjalanan bisnis ke nandung , saya menanyakan kepada teman saya tempat yang lagi in di bandung . teman saya langsung menyebutkan beehive . ketika sampai di sana , suasana nya enak . nyaman . dekorasi nya juga membuat betah . pelayan nya ramah-ramah . saya di sana memesan steak . untuk soal makanan rasanya enak . minuman nya yang saya suka karena rasanya segar . lupa nama nya apa tapi bahan dasar nya adalah mangga .",positive
aman gemstone menyediakan berbagai cincin / permata dengan harga bersaing . pin : 544a2f94 / klik,neutral
"sekadar menceritakan pengalaman saya pesan steak grilled beef 200 tidak disajikanlah steak 200 tidak tersebut dalam 2 potongan 100 tidak - 100 tidak rasanya tidak buruk , namun kualitas daging nya yang membuat saya enggan memesan menu beef lagi khusus nya sirloin karena lemak nya terlalu banyak untuk ukuran steak namun , masih ada menu-menu lain yang sangat menempel di lidah saya sarankan untuk membeli menu berlabel cheese atau . lanjutan",positive
"suasana pedesaan terasa di sini , banyak tanaman padi dan anda bisa sewa sampan untuk berkeliling di danau buatan , hanya saja untuk makanan kurang enak dan agak mahal .",neutral
"obonk termasuk steak dengan harga murah , kamu bisa makan steak dengan harga steak 20 - 30 ribu rupiah . my pengalaman , saya memesan menu terdeloin bbq nasi putih red : indonesia banget hehe . ukuran terderloin cukup sesuai dengan harga nya , dengan additional kentang goreng dan sayuran . rasa steak terderloin nya standar dengan kurang dari bbq .",neutral
"postingan ani yudhoyono jadi perhatian netizen , apa yang beda dari penampilan ibas ? tak ada yang aneh memang .",neutral
"telkomsel gemar nya bikin orang marah-marah , paket data nya mahal tapi kok ya internet nya lambat banget .",negative
"tolong update aplikasi diperbaiki , sudah 1 minggu saya tidak bisa log in dengan verifikasi sms yang selalu gagal berulang-ulang kali . hal ini sangat menggangu aktivitas nasabah",negative
aniesbaswedan : kota harus memperhatikan sarana hiburan untuk warga nya sandiuno obsessionews mensobsession group obsession,neutral
"saya dapat rekomendasi restoran ini dari teman saya . kata nya beliau bilang restoran ini bentuk , bangunan interior dan rasanya tidak pernah berubah semenjak beliau duduk di bangku sma atau tahun 90 an . luar biasa konsisten , dari tahun 2007 saja saya datang ke kafe ini hingga sekarang tahun 2015 yang saya lihat hanya perubahan di musala konsumen nya saja tadinya di belakang sekarang jadi di depan .",positive
saya suka sekali dengan pemandangan di setiap sudut dusun bambu dan desain bangunan nya yang cantik . konsep dusun nya sangat bagus sekali namun modern . untuk foto-foto sangat bagus di kebun lavender nya seperti ada di luar negeri . mata dimanjakan dengan pemandangan yang indah sekali . makanan di sini lumayan . disarankan untuk datang hari biasa karena akhir minggu sangat ramai sekali dan tidak bisa menikmati,positive
"harga mahal , rasa dan penyajian biasa saja . sangat mengecewakan . makanan dingin , server nya bilang sudah dihangatkan .",negative
"restoran sapu lidi merupakan salah satu restoran favorit keluarga kami di bandung . menikmati makan siang di restoran ini , tidak hanya bisa mengenyangkan perut namun kita juga bisa menikmati suasana di sekitar restoran yang asri dan sejuk .",positive
"minimal kartu internet saya tidak dapat digunakan padahal kuota lokal masih , saya berada di lokasi aktivasi dan kartu juga sudah registrasi",neutral
"batagor adalah singkatan dari bakso tahu goreng . batagor riri termasuk batagor yang terkenal di bandung . rasanya enak , gurih dan terasa ikan nya . batagor riri ini cepat sekali tutup nya . jangan terlalu sore atau kemalaman ke sini , sering kehabisan .",positive
": dapatkan voucher pulsa rp 25.000 , - untuk dua orang yang beruntung setiap hari nya hanya dengan retweet bniquotes",neutral
kenapa kamu jerat buni yani undang-undang ite ? padahal jelas-jelas itu video berasal dari youtube yang diunggah oleh pemprov itu sendiri . harus nya yang kena undang-undang ite itu pemprov bukan buni yani . ya kan ?,negative
"selamat siang , jika ada hal lain yang bapak akan tanyakan dapat mention kami kembali . terima kasih zan",neutral
"kenapa sih kamera depan handphone asus jelek banget hasil nya , masih mending xiaomi kemana mana",negative
"saya bersama keluarga makan di dapur sudah apati anggrek . semuanya baik-baik saja , dari rasa makanan hingga kecepatan pelayanan . namun pada saat selesai membayar , pelayan bulak balik melihat kami dan tiba-tiba lampu tempat kami dipadamkan . padahal masih ada waktu 1 jam lagi sampai tutup . kami menegur pelayan tersebut dan pelayan tersebut mengatakan gardu listrik mati , tetapi aneh kan hanya lampu tempat kami .",negative
"cuma di negara indonesia tercinta yang rakyat nya berani mencibir presiden nya dengan seenak jidat , dan tidak mengotak kalau bacot . nanti giliran diusut comment nya dan di bawa ke jalur hukum baru deh nangis-nangis . saya suka jijik sama manusia seperti itu .",negative
memesan nasi goreng pete tapi pete nya tidak ada terus bumbu nasi nya hambar plus kerupuk aci nya melempem . memesan cireng rasanya asin . memesan sate ayam pedas banget . memesan tahu kriuk rasanya pahit .,negative
"daging kambing muda yang sangat empuk , harga yang pas dikantong , namun untuk tempat memang agak kurang nyaman tapi terbalaskan karena daging kambing nya yang enak",positive
"sehabis puas bermain di trans studio bandung , saya bersama teman sepakat untuk makan ayam kakek di sini . ayam nya selalu enak dan gurih !",positive
"kampung bareto terletak di dataran tinggi bandung utara . menyajikan makanan indonesia dan makanan barat dengan saung lesehan dan meja makan . bisa juga digunakan untuk pertemuan keluarga , arisan dan makan bersama teman dalam jumlah banyak . cocok untuk menjamu tamu dan bersantai . setiap malam minggu disajikan musik live . tersedia juga kolam ikan untuk memancing . harga makanan di bawah 100k id. suasana nya tenang dengan pelayan yang sangat baik .",positive
"selamat siang , biaya administrasi rek simpedes rp 5.500 , - / bulan . terima kasih era",neutral
belitung inn tidak rekomendasi . cari hotel lain saja kalau pas ke belitung . listrik mati dari subuh . kita komplain baru menyala . sarapan jam 07.30 wib keabisan . astaghfirullah,negative
"jangan tuntun jokowi realisasikan janji kampanye , karena itu semua hanya contoh cara menipu pemilih",negative
"bukan cuma janji , jokowi bisa merealisasikan ucapan nya , salut sama kerja presiden satu itu .",positive
ini apa-apaan sih kok makin ke sini di bca makin banyak potongan tidak jelas ?!,negative
"saya lebih setuju menahan diri , saya tidak marah dengan aksi panser tsbt",positive
"anas tinggalkan gus ipul pdip sebut angin puting beliung yang terpa bupati banyuwangi , mundur dari pilgub jatim 2018 .",neutral
tiu 125 tak 100 tkp 142 lolos enggak sih ? galau akut . butuh sandaran .,negative
"pertama kalinya datang ke eatalia , saya datang bersama dengan teman dan 1 orang anak . tidak memsungkan ketika memlilih makanan untuk anak karena di sini menyediakan menu dengan porsi anak . kami memesan cheese bacon deluxe , pizza dengan roti berwarna hitam . untuk keseluruhan menu yang saya pesan tidak mengecewakan .",positive
"ingin bantu kasih hubungan info nya , tapi kuota internet saya terbatas .",neutral
"untuk tempat sih lumayan nyaman , makanan yang tersedia juga banyak macam nya , lokasi nya pun gampang dicari soal nya terletak dibagian kompleks mall , tempat parkir luas tetapi di luar jadi kalau hujan agak repot sih keluat dari parkir ke tempat makan nya pasti ribet . untuk pembayaran kan memakai nota dan bayar di kasir , kadang-kadang antre di kasir nya tidak santai . dan makanan yang dipesan juga sampai ke meja .",positive
bca karena sistem bank nya lebih baik dan berstruktur ketimbang yang lain .,positive
"wagyu dan japanese prime - nya rekomendasi . tingkat kematangan pas sesuai dengan permintaan . secara keseluruhan , makanan enak dan harga sesuai dengan kualitas . namun tempat menurut saya masih kurang nyaman dan kurang besar . non-smoking area sempit sehingga lebih enak duduk di smoking area .",positive
"batagor yang patut dicoba jika ke bandung ! menurut saya ini adalah batagor terenak yang pernah saya makan . sayang nya harga nya mahal , sekitar 12 ribu / pc dan 1 porsi berisi 3 pc , jadi hanya seperti makanan ringan saja bagi saya . di sini menyediakan yamin juga , bisa dipilih sesuai selera , bumbu manis atau asin . kedua nya enak . ada juga roti bakar dan kue cubit tapi saya tidak sempat mencoba .",positive
"dalam ajang piala dunia 2018 nanti , telkomsel mengambil bagian sebagai licensed mobile broadcaster dalam perhelatan sepak bola",neutral
"the valley restoran ini pemandangan ke kota bandung timur no. 1 . malam hari terluhatn nya indah sekali , lampu kedap kedip indah sekali . makanan dan minum an nya okoklah",positive
"pelajar tuna netra minta sepeda ditukar laptop , begini tanggapan jokowi - warta kota",neutral
"kfc bandung supermall fasilitas nya lengkap luas , agak jarang ditemukan dikfc lainnya . keramahtamaan karyawan nya juga sangat bagus",positive
"saat itu saya beserta keluarga ingin makan bersama , dan saya menyarankan untuk mencoba makan di retaurant ini . setelah saya dan keluarga memesan dan mencoba semua pesanan kami , kesimpulan yang bisa saya ambil dari makan di restoran ini adalah perfect , awesome , absolutely bagus . semuanya enak banget , apalagi kepiting telur asin nya . nikmat hingga ke cangkang-cangkang kepiting nya . porsi nya banyaak , buat sekeluarga juga cukup .",positive
terdapat belasan cabang olahraga yang dimenangkan oleh indonesia pada asean games 2018 .,neutral
"akhir tahun lalu saya dan keluarga berjalan ke daerah lembang dan tidak sengaja mampir makan di resto ini . suasana nya nyaman , pelayanan juga ramah dan berlebihan ala kami puas . makanan yang di sajikan standar seperti makanan di restoran pada umum nya , tetapi yang membuat berbeda adalah sambal stroberi yang yummy dan bikin ketagihan . di sana selain bisa makan kita juga bisa sambil memetik . lanjutan",positive
begini gaya sby saat tunggu kelahiran cucu nya gaya sby presiden ke-6 republik indonesia saat menunggui kelahiran .,neutral
bekas normal adaptor dari ac 220 ke ac 12v 1 ampe huayi ac adaptor hy4812100g output ac 12v 1000 dengan 12va colokan standar solo2 darma rp55 . 000,neutral
"maklumlah kalau jokowi itu baperan , klaim meng klaim memang itu saja bisa nya , pokok nya presiden ri satu ini alay , lebay , capcay dan puyung hai .",negative
pada 2011 hingga 2016 pemerintahan as dikendalikan partai demokrat bukan partai republik sby adalah sekutu partai republik obama - clinton harus memastikan agenda politik mereka dibantu say sepenuh nya as siapkan tekanan,neutral
"jika anda sedang di bandung dan ingin mencicipi tempat dengan berbagai jenis makanan , anda bisa mencoba datang ke sini . dengan banyak stand makanan yang tersedia , mungkin anda akan bingung menentukan pilihan untuk dimakan : apa . harga nya saya rasa masih terjangkau . jangan lupa bawa payung kalau hujan , jika tidak basah karena tempat parkir dan stand makan nya cukup jauh .",positive
"jokowi adalah satu-satunya calon presiden yang belum jelas siapa orang tua nya . sungguh aneh ! untuk jabatan sepenting presiden , begitu banyak orang yang percaya kepada orang yang asal muasal nya serba belum jelas",negative
"mantan presiden iran abolhassan banisadr , auvers - sur - oise , 1981 tempo .",neutral
zaman say tidak terlalu banyak memberitakan beliau untuk hal-hal yang tidak penting . eneng sekali berita uwi yang tidak ada hubungan dengan kesejahteraan rakyat,negative
menyangkut kali bang dengan apk driver yang menggunakan apk tambahan seperti fase gps,neutral
sebuah harapan dilontarkan komisi pemberantasan korupsi kpk terhadap terdakwa korupsi e-ktp setya novanto .,neutral
promo telkomsel 25 gb . kuota 24 jam masa aktif 30 hari .,neutral
"zaman sekarang masih ada yang bicara pribumi ? lah , anda belum tahu mereka sudah jadi mayat ratusan tahun lalu di lenyapkan teknologi .",negative
laurier malam maksud nya pembalut wanita yang bisa glow in the dari begitu ya,neutral
"pilgub jabar 2018 , ridwan kamil bakal kebanjiran suara generasi milenial jawa barat 2018",neutral
"berbekal referensi dari internet , kami penggemar steak ingin mencari alternatif tempat yang belum kami datangi , salah satu nya abuba . kami pesan tenderlorin dan t bone dengan pembakaran cukup matang . sesudah menunggu lama , karena resto sedang penuh di akhir pekan . pesanan kami jauh dari yang kami bayangkan , steak yang gosong dan keras , dan satu lagi steak masih merah cenderung mentah , dengan penyajian asal-asal an , steak nya .",negative
"menurut wiranto , penempatan iriawan sudah tepat meskipun jawa barat tidak termasuk wilayah rawan saat pilkada .",neutral
"islam tidak siang , tidak malam , tidak pagi , tetap saja ribut banget teriak-teriak di mesjid sana . coba kalau kristen begitu pasti mereka tindas . dasar agama munafik tidak punya otak , toleransi nya entah ke mana . agama berisik dan buat huru hara .",negative
"ada banyak kan , bu risma bisa , walikota semarang bisa , bupati kudus bisa , itu sudah banyak yang mendaftar ke pdip tinggal pilih",neutral
"kami sekeluarga dengan 2 anak umur 3 6 tahun , datang tahun kemarin bulan puasa sekitar jam 4 sore , sebenarnya mau lihat-lihat dulu yang kata teman-teman tempat nya bagus , memang sih bagus dan sepi hanya sedikit pengunjung . pada saat itu ada rombongan keluarga juga membawa babi , jadi karena banyak yang bawa anak jadilah kami makan di sana , kami memilih tempat duduk di dalam . lanjutan",negative
ada tidak film genre crime yang pending nya yang jahat yang menang ? bosan melihat ending yang mudah ditebak bikin kesal,negative
"puas dengan servis nya , ramah ! harga nya sebanding dengan pelayanan dan rasanya . pemandangan nya yang keren banget , cocok buat acara ngumpul bareng teman dan keluarga ! pokok nya rekomendasi sekali ! tidak menyesal deh , pokok nya harus ke sini lagi ! saya dilayani oleh feriyana yang super ramah dan baik , pokok nya buat teman-teman the 18th ini recommened sekali !",positive
"kwetiauw goreng dan teh tarik menjadi pilihan makanan saya di sini , meskipun ada beberapa yang besan mi yamin , anda boleh coba juga nasi goreng nya",neutral
"daripada potong anggaran belanja , lebih baik potong kelamin jokower dan ahoker untuk eksport tas kulit wanita .",negative
info sudah dicek minimal ternyata tidak lolos . __laugh__ tapi terima kasih ya minimal dikasih kesempatan psikotes,neutral
tempat : tipikal kafe di jakarta dengan dominan kayu . oke untuk tempat nongkrong . makanan : saya memesan pasta aglio olio dan rasanya standard .,positive
"tidak dong . aku pilih sby , eh pilih prabowo maksude . dan yang akan datang aku pilih yang selain jokowi seperti biasanya yang selain dari partai banteng moncong tepung . grinningfacewithsmilingeyes",negative
sudah berapa tahun jadi presiden kenapa baru sekarang mau mengondisikan turun pencitraan terus maklumlah sudah dekat pilpres,negative
"jika demokrat tidak dihibahkan , usmar siap head to head lawan bima arya",neutral
"menu makanan lengkap , unik seperti rainbow volcano pizza nya . harga nya pun standar . tidak terlalu mahal dan tempat nya enak buat tempat kongkow-kongkow bareng teman-teman untuk bawa keluarga juga lumayanlah",positive
nikmat sekali sate nya lembut daging nya dan tidak bau dan suasana tempat nya pun enak cocok untuk pgie bersama keluarga,positive
saat ini kami sarankan kamu untuk melakukan penarikan kembali dana kamu dengan nomor rekening lain yang belum terdaftar di akun tokopedia kamu ya .,neutral
. pokok nya kurang kurang afdol kalau ke lembang atau ke bandung tidak mampir ke sini . 4 humas naik buat kampung daun .,positive
"makanan sama minuman di restoran itu harga nya sudah mahal , tidak enak lagi",negative
"tidak diragukan lagi , jokowi memang presiden indonesia yang paling dicintai rakyat .",positive
gausa terharu begitu ini hanya pencitraan . kalian jangan mau tertipu oleh pencitraan yang dilakukan sama bapak yang satu ini .,negative
